Waf: Entering directory `/home/synrg/Documents/Jiaming/ns-3.30/build'
Waf: Leaving directory `/home/synrg/Documents/Jiaming/ns-3.30/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.495s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20
60	15.6	16	12.8	14.8	17.4	12.8	15.4	14.4	17.6	16.2	13.8	16	17.6	15.8	15.2	11.6	15	13.2	12.8	14.6
61	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	416	408
62	424	432	432	432	432	432	432	408	416	408	408	408	408	416	416	416	416	416	416	424
63	424	408	408	408	408	408	408	432	424	432	432	432	432	424	424	424	424	424	424	424
64	416	432	432	432	432	432	432	432	408	408	408	408	408	416	416	416	416	416	416	416
65	432	424	424	424	424	408	408	408	432	432	432	432	432	424	424	424	424	424	424	424
66	408	416	416	416	416	432	432	432	432	432	432	424	416	416	416	416	416	416	416	416
67	432	424	424	424	424	424	424	416	408	408	408	416	424	424	424	424	424	424	424	424
68	408	416	416	416	416	416	416	424	432	432	432	416	416	416	416	416	416	416	416	416
69	432	424	424	424	424	424	424	408	424	416	408	424	424	424	424	424	424	424	424	424
70	424	432	432	408	408	408	408	424	408	416	424	424	424	432	432	432	432	432	432	432
71	416	408	408	432	432	432	432	432	432	432	432	432	424	408	408	408	408	408	408	408
72	424	432	432	432	432	416	408	408	408	408	408	408	416	432	432	432	432	432	432	432
73	416	408	408	408	408	424	432	432	432	432	432	432	432	424	424	424	408	408	408	408
74	424	432	432	432	432	432	424	408	408	408	408	408	408	416	416	416	432	432	432	432
75	416	408	408	408	408	408	416	432	432	432	432	432	432	424	424	424	424	424	424	408
76	424	432	432	432	432	432	432	424	424	408	408	408	408	416	416	416	416	416	416	432
77	432	424	424	424	424	408	408	416	416	432	432	432	432	424	424	424	424	424	424	424
78	408	416	416	416	416	432	432	432	432	432	432	432	408	416	416	416	416	416	416	416
79	432	424	424	424	424	424	424	408	408	408	408	408	432	424	424	424	424	424	424	424
80	408	416	416	416	416	416	416	432	432	432	432	432	432	424	416	416	416	416	416	416
81	432	424	424	424	424	424	424	424	424	424	408	408	408	416	424	424	424	424	424	424
82	408	416	416	416	416	416	416	416	416	416	432	432	432	432	432	432	416	416	416	416
83	432	424	424	424	424	424	424	424	424	424	424	424	424	408	416	408	424	424	424	424
84	432	432	432	432	416	416	416	416	416	416	416	416	416	432	424	432	432	432	432	432
85	424	408	408	408	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424
86	416	432	432	432	432	432	432	432	424	416	416	416	416	416	416	416	416	416	416	416
87	424	424	424	424	424	424	424	408	424	424	424	424	424	424	424	424	424	424	424	424
88	408	416	416	416	416	416	416	432	424	432	432	432	432	416	424	416	416	416	416	416
89	432	424	424	424	424	424	424	424	424	424	424	424	416	424	416	424	424	424	424	424
90	416	416	416	416	416	416	416	416	416	416	416	416	424	432	432	432	432	432	432	432
91	424	424	424	424	424	424	424	424	424	424	424	424	424	408	432	408	424	408	408	408
92	432	432	432	432	432	416	416	416	416	416	416	416	416	432	408	432	416	432	432	432
93	424	424	408	408	408	424	424	424	424	424	424	424	424	424	424	424	424	424	424	424
94	416	416	432	432	432	432	432	424	424	416	416	416	416	416	416	416	416	416	416	416
95	424	424	424	424	424	408	408	416	416	424	424	424	424	424	424	424	424	424	424	424
96	416	416	416	416	416	432	432	432	432	432	424	416	416	416	416	416	416	416	416	416
97	424	424	424	424	424	424	424	408	416	408	416	424	424	424	424	424	424	424	424	424
98	416	416	416	416	416	416	416	432	424	432	432	432	432	432	432	432	432	424	416	416
99	424	424	424	424	424	424	424	424	424	424	424	424	416	408	408	408	408	416	424	424
100	432	416	416	416	416	416	416	416	416	416	416	416	424	432	432	432	432	432	432	432
101	408	424	424	424	424	424	424	424	424	424	424	424	424	432	432	432	416	408	408	408
102	432	432	432	432	432	424	416	416	416	416	416	416	416	408	408	408	424	432	432	432
103	408	408	408	408	408	416	424	424	424	424	424	424	424	432	432	432	432	424	408	408
104	432	432	432	432	432	432	432	432	432	416	416	416	416	408	408	408	408	416	432	432
105	424	432	432	432	416	408	408	408	408	424	424	424	424	432	432	432	432	432	432	432
106	416	408	408	408	424	432	432	432	432	432	432	432	432	408	416	408	408	408	408	408
107	424	432	432	432	432	408	424	408	416	408	408	408	408	432	424	432	432	432	432	432
108	424	408	408	408	408	432	416	432	424	432	432	432	432	424	424	424	424	424	416	408
109	416	432	432	432	432	424	432	416	432	432	408	408	408	408	416	416	416	416	424	432
110	432	424	424	424	424	416	408	424	408	408	432	432	432	432	424	424	424	424	424	424
111	416	408	408	408	408	424	424	424	424	424	424	424	424	432	432	432	432	432	432	424
112	424	432	432	432	432	432	432	432	432	432	416	416	416	408	408	408	408	408	408	416
113	424	432	432	408	408	408	408	408	408	408	424	424	424	432	432	432	432	432	432	432
114	416	408	408	432	432	432	432	432	432	432	432	416	416	408	408	408	408	408	408	408
115	424	432	432	432	432	408	408	408	408	408	408	424	424	432	432	432	432	432	432	432
116	416	408	408	408	408	432	432	432	432	432	432	432	432	424	424	424	424	424	408	408
117	424	432	432	432	432	432	432	432	432	432	408	408	408	416	416	416	416	416	432	432
118	432	424	424	424	424	408	416	408	408	408	432	432	432	424	424	424	424	424	424	424
119	408	416	416	416	416	432	424	432	432	424	432	424	432	416	424	416	416	416	416	416
120	432	424	424	424	424	424	424	424	408	416	408	416	408	424	416	424	424	424	424	424
avg	421.733	421.733	421.733	421.733	421.733	421.733	421.733	421.733	421.467	421.467	421.467	421.467	421.467	421.467	421.467	421.467	421.467	421.467	421.467	421.467
delay	520.511	520.714	520.108	519.837	519.936	522.759	524.104	527.442	523.977	524.326	524.914	524.698	523.777	525.96	526.914	526.503	524.532	523.598	523.798	524.14
loss	0.292291	0.292383	0.292225	0.292225	0.292225	0.292225	0.292541	0.292225	0.292225	0.292225	0.292225	0.292541	0.292737	0.29283	0.292514	0.292672	0.292672	0.292672	0.292514	0.292672
Command ['/home/synrg/Documents/Jiaming/ns-3.30/build/scratch/simple-ofdma-adhoc', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--dataMode=HeMcs5', '--datarate=6e5', '--clNum=20', '--ratio=0.375', '--RngRun=14'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
