Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.631s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3
60	12.4	13.6	13.4	16
61	4136	4128	4128	4128
62	4136	4136	4128	4128
63	4128	4128	4128	4128
64	4128	4136	4136	4128
65	4128	4120	4120	4128
66	4144	4136	4144	4144
67	4112	4128	4128	4120
68	4144	4128	4128	4136
69	4136	4144	4144	4144
70	4120	4128	4120	4112
71	4128	4128	4136	4136
72	4144	4144	4136	4136
73	4128	4120	4120	4128
74	4128	4128	4128	4128
75	4128	4128	4128	4128
76	4144	4152	4144	4144
77	4128	4128	4144	4136
78	4144	4136	4128	4136
79	4128	4136	4136	4128
80	4112	4112	4112	4112
81	4120	4128	4112	4120
82	4144	4128	4152	4152
83	4112	4128	4128	4120
84	4128	4112	4104	4112
85	4128	4136	4128	4128
86	4128	4128	4144	4144
87	4128	4128	4128	4112
88	4144	4136	4128	4144
89	4120	4120	4128	4128
90	4120	4112	4112	4112
91	4112	4128	4128	4128
92	4120	4128	4128	4120
93	4128	4128	4128	4112
94	4128	4112	4104	4128
95	4128	4136	4144	4136
96	4128	4128	4128	4120
97	4128	4120	4112	4128
98	4128	4136	4144	4128
99	4128	4120	4112	4128
100	4128	4136	4144	4144
101	4128	4128	4128	4120
102	4128	4112	4112	4120
103	4120	4128	4128	4128
104	4136	4136	4128	4128
105	4112	4120	4128	4128
106	4120	4120	4120	4112
107	4128	4112	4112	4120
108	4112	4128	4128	4128
109	4128	4128	4112	4112
110	4104	4112	4128	4112
111	4120	4104	4104	4120
112	4136	4152	4128	4128
113	4128	4128	4152	4136
114	4144	4136	4120	4136
115	4128	4136	4144	4128
116	4128	4128	4136	4152
117	4144	4144	4144	4120
118	4128	4128	4128	4152
119	4128	4128	4128	4128
120	4144	4144	4128	4120
avg	4128.27	4128.4	4128.13	4128
delay	1793.75	1808.04	1808.04	1792.62
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma', '--ofdmaEnabled=false', '--rtscts=1', '--clNum=4', '--startTime=60', '--totalTime=120', '--dataMode=HeMcs7', '--datarate=9e6', '--RngRun=9'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
