Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.611s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3
60	16.6	17.8	14.4	15.4
61	3032	3016	3016	3016
62	3024	3032	3032	3032
63	3032	3040	3040	3024
64	3016	3024	3024	3040
65	3040	3024	3016	3016
66	3024	3032	3032	3024
67	3032	3024	3024	3032
68	3024	3032	3024	3024
69	3032	3032	3032	3032
70	3024	3008	3024	3024
71	3016	3040	3032	3016
72	3024	3016	3024	3040
73	3032	3024	3016	3016
74	3024	3024	3024	3024
75	3016	3032	3024	3016
76	3024	3016	3032	3032
77	3032	3040	3032	3024
78	3040	3024	3024	3040
79	3024	3016	3024	3024
80	3024	3032	3032	3032
81	3032	3040	3024	3024
82	3032	3024	3032	3032
83	3024	3032	3024	3024
84	3016	3024	3040	3024
85	3040	3032	3024	3032
86	3016	3008	3016	3024
87	3032	3032	3032	3032
88	3024	3024	3024	3024
89	3040	3040	3032	3032
90	3024	3024	3024	3024
91	3008	3008	3016	3016
92	3008	3024	3024	3016
93	3040	3016	3016	3024
94	3024	3040	3024	3024
95	3032	3032	3032	3032
96	3024	3024	3040	3024
97	3032	3032	3016	3032
98	3024	3008	3024	3024
99	3016	3040	3040	3016
100	3040	3024	3016	3040
101	3032	3032	3040	3040
102	3024	3032	3024	3016
103	3032	3024	3032	3040
104	3024	3040	3040	3024
105	3024	3016	3016	3032
106	3032	3040	3016	3016
107	3024	3016	3040	3024
108	3024	3024	3024	3040
109	3032	3032	3024	3016
110	3024	3024	3016	3024
111	3016	3016	3032	3032
112	3040	3032	3024	3024
113	3032	3024	3032	3032
114	3024	3040	3032	3024
115	3016	3024	3032	3032
116	3040	3016	3016	3024
117	3016	3040	3040	3016
118	3040	3016	3016	3040
119	3024	3024	3024	3024
120	3024	3032	3032	3032
avg	3026.8	3026.67	3026.67	3026.67
delay	700.985	698.107	700.326	699.45
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma', '--ofdmaEnabled=false', '--rtscts=1', '--clNum=4', '--startTime=60', '--totalTime=120', '--dataMode=HeMcs3', '--datarate=5e6', '--RngRun=52'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
