Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (1.094s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12
60	17.2	15	12	11.8	13.4	14.8	19	16.4	15.2	14.4	14.8	15
61	873.6	0	0	0	768	998.4	1004.8	611.2	934.4	745.6	742.4	1184
62	857.6	0	0	0	556.8	675.2	710.4	1049.6	732.8	864	700.8	1331.2
63	656	0	0	0	1056	924.8	838.4	451.2	764.8	742.4	752	627.2
64	736	0	0	0	454.4	841.6	787.2	454.4	1020.8	819.2	473.6	934.4
65	624	0	0	0	1100.8	640	771.2	688	822.4	595.2	572.8	860.8
66	515.2	0	0	0	761.6	633.6	576	473.6	1036.8	1030.4	755.2	963.2
67	937.6	0	0	0	822.4	624	1289.6	614.4	572.8	582.4	592	841.6
68	1145.6	0	0	0	707.2	486.4	1100.8	620.8	806.4	627.2	614.4	646.4
69	1046.4	0	0	0	1094.4	851.2	614.4	886.4	707.2	531.2	556.8	499.2
70	585.6	0	0	0	508.8	656	496	598.4	809.6	592	707.2	838.4
71	502.4	0	0	0	313.6	640	764.8	742.4	953.6	652.8	790.4	915.2
72	752	0	0	0	585.6	1052.8	864	710.4	697.6	550.4	918.4	780.8
73	1030.4	0	0	0	1276.8	780.8	640	774.4	640	640	435.2	857.6
74	723.2	0	0	0	867.2	620.8	339.2	649.6	979.2	1008	544	659.2
75	723.2	0	0	0	659.2	924.8	806.4	668.8	534.4	854.4	649.6	582.4
76	547.2	0	0	0	899.2	627.2	992	774.4	656	812.8	518.4	537.6
77	1110.4	0	0	0	921.6	688	492.8	768	896	553.6	950.4	454.4
78	966.4	0	0	0	1126.4	736	857.6	588.8	588.8	822.4	368	928
79	640	0	0	0	883.2	716.8	640	1011.2	899.2	611.2	643.2	595.2
80	412.8	0	0	0	684.8	483.2	675.2	534.4	604.8	940.8	876.8	745.6
81	771.2	0	0	0	448	1088	563.2	803.2	1072	790.4	764.8	787.2
82	822.4	0	0	0	732.8	560	873.6	649.6	688	713.6	684.8	854.4
83	844.8	0	0	0	691.2	534.4	748.8	851.2	630.4	979.2	598.4	672
84	694.4	0	0	0	803.2	1001.6	502.4	972.8	707.2	550.4	854.4	739.2
85	787.2	0	0	0	1091.2	643.2	585.6	553.6	976	886.4	777.6	707.2
86	646.4	0	0	0	780.8	668.8	678.4	784	668.8	720	576	963.2
87	579.2	0	0	0	867.2	720	643.2	604.8	761.6	800	646.4	851.2
88	774.4	0	0	0	931.2	438.4	752	563.2	528	870.4	534.4	1126.4
89	832	0	0	0	672	627.2	646.4	764.8	774.4	704	921.6	848
90	1404.8	0	0	0	902.4	576	867.2	672	851.2	534.4	835.2	675.2
avg	784.747	0	0	0	798.933	715.307	737.387	696.32	777.173	737.493	678.507	800.213
delay	483.905	0.253333	0.25	0.322034	493.278	488.887	477.28	488.829	490.413	487.771	492.309	487.46
loss	0.170569	0	0	0	0.187938	0.202532	0.453659	0.202035	0.215168	0.206806	0.190549	0.197548
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs3', '--datarate=25e6', '--ratio=0.375', '--RngRun=50', '--locationFile=locationtxt/locationFile42a.txt', '--routingFile=locationtxt/routingFile42.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
