Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.439s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.294	0.342	0.000	0.683	0.200	0.000	0.365	0.989	0.094	0.989	0.153	0.082	0.000	0.306	0.000	0.000	0.035	0.000	0.565	0.989	0.412	0.318	0.989	0.930	0.153	0.612	0.141	0.989	0.459	0.059	0.000	0.071	0.247	0.824	0.035	0.071
62.000	0.035	0.930	0.000	0.495	0.389	0.000	1.448	1.001	0.483	1.001	0.907	0.000	0.294	0.283	0.047	0.636	0.012	0.188	0.483	1.001	0.624	0.094	1.001	0.695	0.012	0.106	0.000	1.001	0.071	0.000	0.000	0.000	0.094	0.530	0.283	0.000
63.000	0.330	0.035	0.000	0.659	0.082	0.000	0.683	1.001	0.648	1.001	0.695	0.000	0.153	0.907	0.000	0.683	0.400	0.000	0.871	1.001	0.130	0.247	1.001	0.907	0.200	0.188	0.565	1.001	0.035	0.071	0.000	0.000	0.188	0.071	0.000	0.000
64.000	0.318	1.225	0.059	0.754	0.094	0.000	0.447	1.001	0.730	1.001	0.530	0.012	0.071	0.542	0.000	0.047	0.377	0.247	0.695	1.001	0.259	0.789	1.001	0.742	0.177	0.718	0.612	1.001	1.095	0.059	0.000	0.000	0.153	0.330	0.035	0.000
65.000	0.177	0.200	0.141	0.294	0.035	0.071	0.412	1.001	0.671	1.001	1.083	0.000	0.118	0.624	0.047	0.130	0.224	0.000	0.412	1.001	0.565	0.601	1.001	0.718	0.200	0.718	0.601	1.001	0.589	0.130	0.000	0.000	0.000	0.659	0.000	0.000
66.000	0.141	0.789	0.188	0.412	0.153	0.047	0.930	1.001	0.530	1.001	0.506	0.000	0.000	0.400	0.059	0.035	0.471	0.000	0.000	1.001	0.035	0.035	1.001	0.718	0.071	1.189	0.966	1.001	0.648	0.024	0.000	0.000	0.024	0.389	0.000	0.000
67.000	0.024	1.072	0.059	0.412	0.047	0.094	0.530	1.001	0.365	1.001	0.553	0.000	0.024	1.213	0.000	0.471	0.742	0.024	0.247	1.001	0.718	0.177	1.001	0.400	0.118	0.671	0.730	1.001	0.118	0.094	0.000	0.000	0.212	0.648	0.012	0.000
68.000	0.059	1.013	0.130	0.153	0.000	0.000	0.777	1.001	0.141	1.001	0.742	0.012	0.000	0.695	0.236	0.259	0.283	0.059	0.177	1.001	0.118	0.000	1.001	0.518	0.483	0.012	0.495	1.001	0.542	0.188	0.000	0.000	0.165	0.212	0.082	0.000
69.000	0.436	0.942	0.000	0.954	0.000	0.000	0.765	1.001	0.165	1.001	0.824	0.000	0.000	0.424	0.024	0.518	0.094	0.000	0.236	1.001	0.212	0.542	1.001	0.836	0.000	0.659	1.048	1.001	0.000	0.447	0.000	0.047	0.000	0.153	0.000	0.071
70.000	0.000	0.730	0.165	0.412	0.212	0.000	0.789	1.001	0.518	1.001	0.224	0.012	0.000	0.601	0.495	0.424	0.518	0.000	0.836	1.001	0.188	0.271	1.001	0.848	0.141	0.177	0.377	1.001	0.801	0.012	0.000	0.000	0.082	0.035	0.000	0.000
