Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.440s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.954	0.954	0.954	0.000	0.000	0.000	0.765	0.989	0.259	0.000	0.989	0.954	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.000	0.977	0.000	0.000	0.989	0.000	0.777	0.989	0.000	0.000	0.765	0.695	0.000	0.977	0.871
62.000	0.648	0.612	0.518	0.000	0.000	0.000	0.836	1.001	0.942	0.000	1.001	0.919	0.000	0.000	0.895	0.000	0.977	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.730	1.001	0.000	0.000	1.095	1.095	0.000	1.013	0.977
63.000	1.013	1.107	0.871	0.000	0.000	0.000	0.518	1.001	0.707	0.000	1.001	0.977	0.000	0.000	0.483	0.000	0.895	0.000	0.000	0.000	0.000	0.000	0.871	0.000	0.000	1.001	0.000	0.671	1.001	0.000	0.000	0.966	0.813	0.000	0.989	1.072
64.000	0.707	0.836	0.942	0.000	0.000	0.000	0.601	1.001	1.189	0.000	1.001	0.966	0.000	0.000	1.001	0.000	0.954	0.000	0.000	0.000	0.000	0.000	1.025	0.000	0.000	1.001	0.000	0.895	1.001	0.000	0.000	0.977	0.754	0.000	0.919	0.954
65.000	0.718	0.836	0.765	0.000	0.000	0.000	0.612	1.001	0.883	0.000	1.001	0.989	0.000	0.000	0.695	0.000	0.966	0.000	0.000	0.000	0.000	0.000	0.883	0.000	0.000	1.001	0.000	1.342	1.001	0.000	0.000	0.624	0.801	0.000	1.036	0.907
66.000	0.989	0.919	0.836	0.000	0.000	0.000	0.919	1.001	0.777	0.000	1.001	0.789	0.000	0.000	0.777	0.000	0.966	0.000	0.000	0.000	0.000	0.000	0.895	0.000	0.000	1.001	0.000	0.813	1.001	0.000	0.000	1.189	1.201	0.000	0.966	1.013
67.000	0.860	0.966	0.483	0.000	0.000	0.000	1.166	1.001	0.224	0.000	1.001	1.130	0.000	0.000	0.247	0.000	0.930	0.000	0.000	0.000	0.000	0.000	0.942	0.000	0.000	1.001	0.000	1.107	1.001	0.000	0.000	1.048	1.107	0.000	0.919	0.883
68.000	0.836	0.848	0.000	0.000	0.000	0.000	0.671	1.001	0.000	0.000	1.001	0.954	0.000	0.000	0.000	0.000	0.942	0.000	0.000	0.000	0.000	0.000	0.942	0.000	0.000	1.001	0.000	0.907	1.001	0.000	0.000	0.966	0.930	0.000	1.072	1.107
69.000	0.365	0.377	0.000	0.000	0.000	0.000	0.671	1.001	0.000	0.000	1.001	0.989	0.000	0.000	0.000	0.000	0.954	0.000	0.000	0.000	0.000	0.000	0.495	0.000	0.000	1.001	0.000	0.930	1.001	0.000	0.000	0.718	0.636	0.000	0.871	0.883
70.000	0.212	0.400	0.000	0.000	0.000	0.000	0.318	1.001	0.000	0.000	1.001	0.966	0.000	0.000	0.000	0.000	0.789	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	1.060	1.001	0.000	0.000	1.083	1.178	0.000	0.942	0.954
71.000	0.718	0.530	0.483	0.000	0.000	0.000	0.000	1.001	0.000	0.000	1.001	0.942	0.000	0.000	0.000	0.000	0.919	0.177	0.000	0.000	0.000	0.000	1.107	0.000	0.000	0.989	0.000	0.789	0.989	0.000	0.000	0.966	0.895	0.000	1.025	0.871
72.000	0.342	0.377	0.424	0.000	0.000	0.000	0.424	1.001	0.000	0.000	1.001	0.836	0.000	0.000	0.000	0.000	1.083	0.000	0.000	0.000	0.000	0.000	0.765	0.000	0.000	1.013	0.000	0.483	1.013	0.000	0.000	0.930	0.707	0.000	0.895	0.754
73.000	0.742	0.907	0.754	0.000	0.000	0.000	0.365	0.989	0.271	0.000	0.989	0.954	0.000	0.000	0.000	0.000	0.966	0.000	0.000	0.000	0.000	0.000	1.036	0.000	0.000	0.989	0.000	0.907	0.989	0.000	0.000	0.942	0.907	0.000	1.013	1.072
74.000	0.636	0.860	0.777	0.000	0.000	0.000	0.000	1.001	0.765	0.000	1.001	0.848	0.000	0.000	0.000	0.000	0.966	0.000	0.000	0.000	0.000	0.000	0.954	0.000	0.000	1.001	0.000	0.966	1.001	0.000	0.000	0.871	0.683	0.000	0.919	0.942
75.000	0.789	0.883	0.742	0.000	0.000	0.000	0.000	1.001	0.506	0.000	1.001	1.072	0.000	0.000	0.118	0.000	0.930	0.000	0.000	0.000	0.000	0.000	0.824	0.000	0.000	1.001	0.000	1.001	1.001	0.000	0.000	0.919	0.954	0.000	1.025	0.907
76.000	0.188	0.424	0.530	0.000	0.000	0.000	0.000	1.001	0.919	0.000	1.001	0.883	0.000	0.000	0.000	0.000	0.895	0.000	0.000	0.000	0.000	0.000	0.907	0.000	0.000	1.001	0.000	0.542	1.001	0.000	0.000	0.942	0.930	0.000	1.013	1.107
77.000	0.400	0.342	0.330	0.000	0.000	0.000	0.000	1.001	0.012	0.000	1.001	1.154	0.000	0.000	0.000	0.000	0.848	0.000	0.000	0.000	0.000	0.000	0.871	0.000	0.000	1.001	0.000	1.036	1.001	0.000	0.000	0.789	0.695	0.000	0.601	0.565
78.000	0.318	0.601	0.483	0.000	0.000	0.000	0.000	1.001	0.377	0.000	1.001	0.919	0.000	0.000	0.000	0.000	1.013	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.730	1.001	0.000	0.000	0.942	0.659	0.000	0.977	0.919
79.000	0.294	0.612	0.342	0.000	0.000	0.000	0.000	1.001	0.177	0.000	1.001	0.424	0.000	0.000	0.000	0.000	0.860	0.000	0.000	0.000	0.000	0.000	0.848	0.000	0.000	1.001	0.000	1.213	1.001	0.000	0.000	0.954	0.153	0.000	0.977	0.977
80.000	0.000	0.424	0.000	0.000	0.000	0.000	0.000	1.001	0.860	0.000	1.001	1.413	0.000	0.000	0.000	0.000	0.883	0.000	0.000	0.000	0.000	0.035	0.789	0.000	0.000	1.001	0.000	0.718	1.001	0.000	0.000	0.742	0.000	0.000	0.989	1.001
