Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.437s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.989	0.648	0.000	0.165	0.000	0.000	0.895	0.294	0.024	0.989	0.212	0.000	0.730	0.989	0.483	0.082	0.271	0.000	0.000	0.118	0.389	0.601	0.989	0.000	0.000	0.000	0.989	0.495	0.306	0.789	0.000	0.000	0.283	0.106	0.506	0.989
62.000	1.001	1.154	0.071	0.283	0.000	0.000	0.966	0.542	0.000	1.001	0.318	0.000	0.695	1.001	0.659	0.989	0.648	0.059	0.000	0.754	0.000	0.483	1.001	0.153	0.000	0.459	1.001	0.212	0.283	0.989	0.000	0.000	0.436	0.247	0.942	1.001
63.000	1.001	0.836	0.212	0.271	0.188	0.000	0.718	0.895	0.365	1.001	0.271	0.000	1.001	1.001	0.177	0.542	0.236	0.000	0.000	0.000	0.848	0.283	1.001	0.824	0.000	0.707	1.001	0.742	0.813	0.789	0.000	0.000	1.048	0.177	0.942	1.001
64.000	1.001	0.813	0.824	0.365	0.000	0.000	0.624	0.247	0.601	1.001	0.236	0.000	0.082	1.001	0.212	0.000	0.612	0.000	0.165	0.247	0.459	0.000	1.001	0.059	0.059	0.730	1.001	0.212	0.730	0.471	0.000	0.000	0.471	0.506	0.848	1.001
65.000	1.001	0.883	0.459	0.342	0.094	0.000	1.001	0.907	0.000	1.001	0.000	0.000	0.577	1.001	1.048	0.000	0.165	0.141	0.000	0.141	0.636	0.553	1.001	0.506	0.000	0.294	1.001	0.047	0.589	0.318	0.000	0.071	0.012	0.624	0.942	1.001
66.000	1.001	0.671	0.754	0.024	0.000	0.000	0.977	0.447	0.236	1.001	0.483	0.071	0.742	1.001	0.200	0.000	0.707	0.012	0.153	0.035	0.059	0.024	1.001	0.506	0.000	0.942	1.001	0.871	0.294	0.659	0.000	0.000	0.565	0.624	0.730	1.001
67.000	1.001	1.142	0.330	0.247	0.012	0.000	0.636	0.612	0.447	1.001	0.153	0.035	0.824	1.001	0.259	0.000	0.306	0.024	0.118	0.342	0.165	0.082	1.001	0.212	0.000	0.059	1.001	0.094	0.353	0.954	0.000	0.200	0.601	0.224	0.801	1.001
68.000	1.001	0.930	0.177	0.412	0.000	0.000	0.954	0.942	0.283	1.001	0.294	0.024	0.412	1.001	0.283	0.283	0.389	0.094	0.259	0.000	0.589	0.553	1.001	0.612	0.000	0.801	1.001	0.389	0.389	0.954	0.000	0.188	0.636	0.777	0.824	1.001
69.000	1.001	0.495	0.271	0.553	0.130	0.000	1.001	0.188	0.177	1.001	0.236	0.071	0.754	1.001	0.671	0.059	0.542	0.200	0.047	0.577	0.671	0.106	1.001	0.860	0.000	0.459	1.001	0.565	0.789	1.001	0.000	0.024	0.377	0.047	0.730	1.001
70.000	1.001	1.566	0.082	0.118	0.035	0.000	0.801	1.130	1.001	1.001	0.071	0.236	0.471	1.001	0.930	0.000	0.165	0.035	0.012	0.165	0.436	0.071	1.001	0.789	0.000	0.860	1.001	0.400	0.824	0.954	0.000	0.130	0.389	0.271	0.954	1.001
71.000	1.001	0.424	1.107	0.024	0.118	0.000	0.459	0.459	0.294	1.001	0.353	0.000	0.553	1.001	0.200	0.577	0.495	0.035	0.024	0.871	0.188	0.436	1.001	0.471	0.000	0.483	1.001	0.895	0.236	0.813	0.000	0.153	0.718	0.024	0.730	1.001
72.000	1.001	1.472	0.259	0.919	0.012	0.000	1.319	0.612	0.718	1.001	0.071	0.000	0.365	1.001	0.200	0.106	0.471	0.047	0.130	0.612	1.154	0.400	1.001	0.942	0.000	0.836	1.001	0.024	0.495	0.801	0.000	0.082	0.247	0.436	1.236	1.001
73.000	0.989	0.871	0.236	0.471	0.059	0.000	1.001	0.495	0.506	0.989	0.742	0.012	0.930	0.989	0.436	0.035	0.730	0.177	0.130	0.400	0.271	0.648	0.989	0.400	0.082	0.601	0.989	0.424	1.107	0.860	0.000	0.082	0.836	0.707	0.895	0.989
74.000	1.001	1.072	0.188	0.000	0.000	0.000	0.942	0.436	0.813	1.001	0.118	0.012	0.542	1.001	0.294	0.082	0.059	0.094	0.141	0.365	0.471	0.353	1.001	0.895	0.035	0.130	1.001	1.060	0.035	0.942	0.000	0.024	0.424	0.742	0.589	1.001
75.000	1.001	0.848	0.530	0.247	0.035	0.000	0.954	0.836	0.130	1.001	0.612	0.000	0.483	1.001	0.247	0.695	0.000	0.094	0.294	0.247	0.342	0.000	1.001	0.530	0.024	0.342	1.001	0.553	0.471	0.813	0.000	0.365	0.188	0.695	1.048	1.001
