Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.455s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.659	0.553	0.012	0.848	0.000	0.000	0.200	0.989	0.424	0.989	0.000	0.000	0.000	0.930	0.059	0.000	0.424	0.035	0.224	0.989	0.565	0.224	0.989	0.577	0.000	0.718	0.059	0.989	0.377	0.024	0.000	0.177	0.000	0.824	0.012	0.012
62.000	0.400	0.506	0.024	0.754	0.000	0.000	0.624	1.001	0.506	1.001	0.000	0.000	0.000	0.188	0.153	0.000	0.377	0.000	0.836	1.001	0.283	0.306	1.001	0.707	0.000	0.624	0.059	1.001	0.330	0.047	0.000	0.047	0.000	0.730	0.082	0.094
63.000	0.306	0.695	0.483	0.683	0.000	0.000	0.742	1.001	0.883	1.001	0.000	0.000	0.000	0.612	0.247	0.000	0.424	0.141	0.412	1.001	0.966	0.294	1.001	0.754	0.400	0.506	0.035	1.001	0.106	0.012	0.389	0.118	0.012	0.718	0.071	0.071
64.000	0.624	0.977	0.071	0.506	0.000	0.000	0.330	1.001	0.412	1.001	0.000	0.000	0.000	0.236	0.424	0.000	0.589	0.047	0.412	1.001	0.247	0.224	1.001	0.577	0.165	0.636	0.318	1.001	0.130	0.130	0.059	0.188	0.024	0.813	0.024	0.094
65.000	0.283	0.118	0.212	0.695	0.000	0.000	0.907	1.001	0.612	1.001	0.000	0.000	0.000	0.683	0.612	0.000	0.306	0.236	0.636	1.001	0.259	0.294	1.001	0.742	0.000	0.294	0.530	1.001	0.165	0.224	0.035	0.047	0.247	0.589	0.024	0.000
66.000	0.565	0.777	0.012	0.624	0.000	0.000	0.930	1.001	0.553	1.001	0.000	0.000	0.000	0.518	0.212	0.000	0.424	0.306	0.718	1.001	0.824	0.012	1.001	0.789	0.000	0.141	0.294	1.001	0.389	0.271	0.012	0.012	0.236	0.742	0.000	0.106
67.000	1.036	0.801	0.459	0.601	0.000	0.000	0.895	1.001	0.436	1.001	0.000	0.000	0.000	0.330	0.236	0.000	0.318	0.082	0.636	1.001	0.459	0.236	1.001	0.601	0.071	0.471	0.247	1.001	0.330	0.024	0.024	0.259	0.200	0.765	0.059	0.047
68.000	0.436	0.553	0.400	0.589	0.000	0.000	0.400	1.001	0.447	1.001	0.000	0.000	0.000	0.848	0.141	0.000	0.165	0.082	0.459	1.001	0.648	0.389	1.001	0.459	0.000	0.035	0.377	1.001	0.400	0.153	0.000	0.071	0.165	0.459	0.153	0.106
69.000	0.530	0.636	0.577	0.577	0.000	0.000	0.671	1.001	0.577	1.001	0.000	0.000	0.000	0.883	0.271	0.000	0.106	0.141	0.919	1.001	0.624	0.577	1.001	0.612	0.047	0.094	0.094	1.001	0.294	0.024	0.059	0.106	0.165	0.836	0.035	0.000
70.000	0.624	0.777	0.306	0.860	0.000	0.000	0.577	1.001	0.707	1.001	0.000	0.000	0.000	0.000	0.412	0.000	0.306	0.271	0.671	1.001	0.871	0.141	1.001	0.683	0.094	0.177	0.024	1.001	0.165	0.071	0.024	0.071	0.000	0.624	0.012	0.071
71.000	0.765	0.848	0.436	0.813	0.000	0.000	0.742	1.001	0.342	1.001	0.000	0.000	0.000	0.471	0.141	0.000	0.459	0.059	0.695	1.001	0.624	0.589	1.001	0.330	0.000	0.035	0.259	1.001	0.365	0.106	0.035	0.012	0.082	0.577	0.130	0.024
72.000	0.565	0.471	0.424	0.683	0.000	0.000	0.742	1.001	0.342	1.001	0.000	0.000	0.000	0.365	0.000	0.000	0.153	0.177	0.436	1.001	0.601	0.259	1.001	0.695	0.106	0.765	0.024	1.001	0.330	0.118	0.094	0.106	0.024	0.542	0.236	0.094
73.000	0.342	0.801	0.318	0.495	0.000	0.000	0.930	0.989	0.495	0.989	0.000	0.000	0.000	0.506	0.306	0.000	0.436	0.224	0.648	0.989	0.612	0.094	0.989	0.659	0.000	0.224	0.141	0.989	0.306	0.000	0.000	0.094	0.059	0.565	0.141	0.000
74.000	0.648	0.636	0.436	0.636	0.000	0.000	0.389	1.001	0.459	1.001	0.000	0.000	0.000	0.789	0.459	0.000	0.259	0.130	0.883	1.001	0.400	0.495	1.001	0.919	0.047	0.365	0.283	1.001	0.153	0.000	0.000	0.236	0.059	0.765	0.153	0.000
75.000	0.447	0.518	0.612	0.907	0.000	0.000	0.577	1.001	0.695	1.001	0.000	0.000	0.000	0.047	0.247	0.000	0.377	0.071	0.424	1.001	0.624	0.212	1.001	0.718	0.024	0.318	0.094	1.001	0.294	0.035	0.000	0.200	0.024	0.659	0.059	0.000
76.000	0.777	1.119	0.177	0.777	0.000	0.000	0.730	1.001	0.141	1.001	0.000	0.000	0.000	0.294	0.247	0.000	0.283	0.177	0.742	1.001	0.648	0.306	1.001	0.518	0.012	0.306	0.436	1.001	0.071	0.000	0.000	0.082	0.000	0.789	0.000	0.000
77.000	0.271	0.436	0.224	0.459	0.000	0.000	0.836	1.001	0.518	1.001	0.000	0.000	0.000	0.966	0.495	0.000	0.459	0.141	0.601	1.001	0.542	0.424	1.001	0.695	0.141	0.165	0.271	1.001	0.330	0.000	0.024	0.047	0.212	0.412	0.283	0.000
78.000	0.365	0.966	0.424	0.601	0.000	0.000	0.824	1.001	0.648	1.001	0.000	0.000	0.000	0.353	0.106	0.000	0.506	0.153	0.659	1.001	0.553	0.424	1.001	0.518	0.165	0.400	0.059	1.001	0.177	0.024	0.082	0.212	0.059	0.777	0.012	0.024
79.000	0.659	0.695	0.106	0.777	0.000	0.000	0.871	1.001	0.071	1.001	0.000	0.000	0.000	0.412	0.000	0.000	0.283	0.000	0.553	1.001	0.506	0.412	1.001	0.742	0.000	0.294	0.118	1.001	0.224	0.071	0.000	0.118	0.106	0.683	0.000	0.000
80.000	0.848	0.801	0.436	0.718	0.000	0.000	0.565	1.001	1.013	1.001	0.000	0.000	0.000	0.247	0.659	0.000	0.294	0.130	0.306	1.001	0.624	0.165	1.001	0.883	0.177	0.483	0.542	1.001	0.012	0.012	0.024	0.024	0.141	0.601	0.000	0.000
81.000	0.412	0.259	0.306	0.577	0.000	0.000	0.813	1.001	0.224	1.001	0.000	0.000	0.000	0.848	0.153	0.000	0.424	0.236	0.707	1.001	0.789	0.330	1.001	0.601	0.000	0.188	0.177	1.001	0.294	0.024	0.000	0.082	0.188	0.424	0.153	0.000
82.000	0.860	1.189	0.318	0.553	0.000	0.000	0.589	1.001	0.624	1.001	0.000	0.000	0.000	0.542	0.047	0.000	0.495	0.283	0.506	1.001	0.542	0.212	1.001	0.483	0.000	0.094	0.400	1.001	0.389	0.118	0.000	0.000	0.177	0.447	0.000	0.094
83.000	0.412	0.389	0.141	0.777	0.000	0.000	0.966	1.001	0.742	1.001	0.000	0.000	0.000	0.542	0.259	0.000	0.247	0.200	0.589	1.001	0.506	0.530	1.001	0.636	0.012	0.424	0.177	1.001	0.012	0.000	0.047	0.106	0.094	0.801	0.035	0.000
84.000	0.871	0.754	0.659	0.612	0.000	0.000	0.671	1.001	0.930	1.001	0.000	0.000	0.000	0.389	0.412	0.000	0.424	0.224	0.577	1.001	0.400	0.353	1.001	0.659	0.071	0.483	0.153	1.001	0.177	0.059	0.071	0.141	0.094	0.907	0.012	0.035
85.000	0.436	0.648	0.730	0.801	0.000	0.000	0.730	0.989	0.813	0.989	0.000	0.000	0.000	0.506	0.177	0.000	0.447	0.342	0.542	0.989	0.495	0.059	0.989	0.412	0.082	0.165	0.389	0.989	0.495	0.118	0.071	0.082	0.153	0.707	0.094	0.024
86.000	0.506	0.777	0.047	0.648	0.000	0.000	0.306	1.001	0.094	1.001	0.000	0.000	0.000	0.542	0.141	0.000	0.130	0.000	0.530	1.001	0.966	0.365	1.001	0.624	0.071	0.400	0.024	1.001	0.306	0.024	0.024	0.153	0.071	0.601	0.177	0.000
87.000	0.789	0.836	0.365	0.624	0.000	0.000	1.025	1.001	0.919	1.001	0.000	0.000	0.000	0.565	0.342	0.000	0.506	0.294	0.754	1.001	0.377	0.695	1.001	0.294	0.000	0.047	0.389	1.001	0.200	0.059	0.000	0.035	0.024	0.424	0.000	0.071
88.000	0.471	0.553	0.389	0.542	0.000	0.000	0.518	1.001	0.271	1.001	0.000	0.000	0.000	0.777	0.047	0.000	0.271	0.224	0.424	1.001	0.094	0.389	1.001	0.695	0.012	0.200	0.377	1.001	0.177	0.259	0.000	0.000	0.094	0.424	0.000	0.106
