Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.443s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.012	0.035	0.495	0.836	0.000	0.000	0.683	0.989	0.565	0.989	0.118	0.000	0.000	0.742	0.000	0.177	0.012	0.012	0.035	0.989	0.141	0.777	0.989	0.035	0.130	0.436	0.047	0.989	0.153	0.059	0.035	0.224	0.000	0.365	0.071	0.024
62.000	0.012	0.035	0.436	0.777	0.000	0.000	1.095	1.001	0.412	1.001	0.071	0.059	0.000	0.671	0.024	0.294	0.094	0.000	0.695	1.001	0.400	0.589	1.001	0.506	0.141	0.601	0.271	1.001	0.000	0.000	0.141	0.118	0.000	0.777	0.000	0.000
63.000	0.483	0.754	0.153	0.624	0.024	0.000	0.801	1.001	0.071	1.001	0.542	0.224	0.000	0.553	0.000	0.400	0.118	0.047	0.412	1.001	0.471	0.318	1.001	0.648	0.236	0.306	0.518	1.001	0.294	0.130	0.071	0.141	0.000	0.718	0.000	0.024
64.000	0.553	0.506	0.648	0.530	0.071	0.000	0.506	1.001	0.530	1.001	0.271	0.035	0.000	0.601	0.601	0.671	0.259	0.153	0.495	1.001	0.836	0.495	1.001	0.742	0.059	0.247	0.259	1.001	0.012	0.000	0.071	0.224	0.000	0.542	0.000	0.000
65.000	0.530	0.553	0.318	0.165	0.000	0.118	0.907	1.001	0.412	1.001	0.071	0.000	0.000	0.789	0.012	0.389	0.330	0.024	0.353	1.001	0.424	0.141	1.001	0.412	0.247	0.400	0.353	1.001	0.047	0.000	0.330	0.141	0.000	0.871	0.000	0.000
66.000	0.518	0.636	0.777	0.306	0.000	0.000	0.330	1.001	0.707	1.001	0.188	0.000	0.000	0.247	0.483	0.118	0.177	0.047	0.542	1.001	0.659	0.530	1.001	0.412	0.495	0.424	0.200	1.001	0.035	0.000	0.495	0.118	0.000	0.577	0.071	0.000
67.000	0.306	0.789	0.636	0.506	0.035	0.024	0.765	1.001	0.954	1.001	0.024	0.000	0.000	0.577	0.565	0.377	0.271	0.047	0.636	1.001	0.553	0.094	1.001	0.424	0.153	0.236	0.236	1.001	0.565	0.212	0.094	0.236	0.000	0.824	0.071	0.094
68.000	0.447	0.365	0.518	0.483	0.118	0.094	0.565	1.001	0.483	1.001	0.236	0.059	0.000	0.824	0.188	0.389	0.200	0.059	0.436	1.001	0.518	0.459	1.001	0.636	0.165	0.365	0.318	1.001	0.024	0.012	0.247	0.047	0.000	0.671	0.000	0.082
69.000	0.813	0.942	0.059	0.236	0.012	0.012	0.271	1.001	0.483	1.001	0.059	0.000	0.000	0.718	0.200	0.306	0.118	0.012	0.188	1.001	0.553	0.495	1.001	0.871	0.024	0.389	0.589	1.001	0.153	0.000	0.035	0.247	0.000	0.789	0.047	0.000
70.000	0.836	0.730	0.000	0.342	0.059	0.035	0.801	1.001	0.012	1.001	0.082	0.153	0.000	0.695	0.035	0.589	0.495	0.177	0.471	1.001	0.542	0.436	1.001	0.412	0.130	0.153	0.601	1.001	0.024	0.000	0.236	0.000	0.000	0.577	0.000	0.000
71.000	0.377	0.860	0.035	0.306	0.200	0.141	0.871	1.001	0.730	1.001	0.306	0.024	0.000	0.648	0.294	0.412	0.094	0.082	0.424	1.001	0.813	0.342	1.001	0.718	0.118	0.860	0.141	1.001	0.224	0.047	0.153	0.318	0.000	0.801	0.106	0.024
72.000	0.871	0.777	0.353	0.848	0.024	0.000	0.789	1.001	0.506	1.001	0.130	0.000	0.000	0.471	0.047	0.236	0.212	0.094	0.836	0.989	0.624	0.459	1.001	0.436	0.000	0.177	0.777	1.001	0.342	0.047	0.000	0.283	0.000	0.813	0.000	0.000
73.000	0.400	0.624	0.236	0.153	0.012	0.012	0.495	0.989	0.318	0.989	0.318	0.035	0.000	0.777	0.412	0.330	0.377	0.130	0.459	1.001	0.624	0.330	0.989	0.565	0.024	0.565	0.659	0.989	0.094	0.153	0.094	0.047	0.000	0.483	0.000	0.000
74.000	0.389	0.813	0.565	0.765	0.000	0.000	1.025	1.001	0.907	1.001	0.000	0.000	0.000	0.035	0.177	0.024	0.330	0.000	0.612	1.001	0.589	0.565	1.001	0.577	0.236	0.471	0.436	1.001	0.177	0.000	0.047	0.165	0.000	0.683	0.130	0.000
75.000	0.412	0.318	0.683	0.200	0.047	0.012	0.589	1.001	0.848	1.001	0.236	0.130	0.000	1.166	0.294	0.236	0.165	0.012	0.436	1.001	0.683	0.330	1.001	0.695	0.306	0.530	0.236	1.001	0.071	0.024	0.071	0.153	0.000	0.730	0.035	0.000
76.000	0.259	0.754	0.035	0.471	0.024	0.047	1.083	1.001	0.330	1.001	0.094	0.000	0.000	0.589	0.400	0.659	0.106	0.059	0.389	1.001	0.789	0.530	1.001	0.824	0.024	0.294	0.224	1.001	0.106	0.000	0.153	0.141	0.000	0.824	0.000	0.000
77.000	0.518	0.553	0.012	0.365	0.141	0.035	0.495	1.001	0.506	1.001	0.271	0.130	0.000	0.342	0.377	0.130	0.247	0.035	0.754	1.001	0.436	0.459	1.001	0.518	0.247	0.671	0.365	1.001	0.094	0.000	0.365	0.353	0.000	0.612	0.200	0.000
78.000	0.624	0.871	0.589	0.447	0.000	0.000	1.060	1.001	0.294	1.001	0.082	0.047	0.000	0.353	0.365	0.188	0.212	0.130	0.707	1.001	0.459	0.389	1.001	0.530	0.318	0.459	0.459	1.001	0.318	0.082	0.059	0.059	0.000	0.824	0.012	0.059
79.000	0.177	0.742	0.553	0.506	0.012	0.000	0.530	1.001	0.565	1.001	0.059	0.000	0.000	0.659	0.389	0.141	0.353	0.106	0.553	1.001	0.789	0.330	1.001	0.412	0.400	0.153	0.236	1.001	0.224	0.059	0.353	0.000	0.000	0.707	0.153	0.012
80.000	0.695	0.612	0.294	0.848	0.000	0.000	0.824	1.001	0.612	1.001	0.165	0.059	0.000	0.601	0.294	0.542	0.059	0.024	0.506	1.001	0.483	0.247	1.001	0.813	0.071	0.412	0.624	1.001	0.224	0.094	0.035	0.318	0.000	0.989	0.024	0.035
81.000	0.624	0.777	0.130	0.530	0.000	0.000	0.801	1.001	0.777	1.001	0.071	0.035	0.000	0.141	0.283	0.789	0.330	0.236	0.659	1.001	0.601	0.047	1.001	0.306	0.259	0.624	0.471	1.001	0.177	0.012	0.330	0.483	0.000	0.707	0.224	0.012
82.000	0.742	1.036	0.330	0.271	0.000	0.012	0.813	1.001	0.742	1.001	0.330	0.165	0.000	0.483	0.177	0.447	0.306	0.106	0.895	1.001	0.565	0.400	1.001	0.530	0.071	0.212	0.659	1.001	0.212	0.094	0.224	0.047	0.000	0.824	0.012	0.165
83.000	0.353	0.765	0.000	0.188	0.012	0.035	0.648	1.001	0.177	1.001	0.118	0.000	0.000	0.165	0.436	0.200	0.495	0.141	0.860	1.001	0.777	0.318	1.001	0.518	0.071	0.436	0.294	1.001	0.082	0.000	0.000	0.000	0.000	0.471	0.012	0.000
84.000	0.447	0.412	0.789	0.306	0.047	0.000	0.813	1.001	0.942	1.001	0.165	0.082	0.000	0.695	0.283	0.141	0.141	0.082	0.459	1.001	0.754	0.436	1.001	0.883	0.059	0.071	0.683	1.001	0.318	0.000	0.153	0.082	0.000	0.824	0.024	0.000
85.000	0.777	0.695	0.012	0.718	0.012	0.012	0.718	0.989	0.000	0.989	0.106	0.024	0.000	0.671	0.000	0.471	0.259	0.047	0.589	0.989	0.777	0.047	0.989	0.424	0.106	0.565	0.224	0.989	0.247	0.012	0.071	0.224	0.000	0.530	0.047	0.012
86.000	0.506	0.836	0.318	0.318	0.000	0.000	0.542	1.001	0.624	1.001	0.000	0.000	0.000	0.506	0.495	0.542	0.483	0.059	0.377	1.001	0.765	0.153	1.001	0.342	0.118	0.330	0.542	1.001	0.035	0.000	0.118	0.177	0.000	0.907	0.035	0.000
87.000	0.565	0.730	0.330	0.518	0.000	0.000	0.895	1.001	0.777	1.001	0.200	0.094	0.000	0.318	0.518	0.447	0.259	0.106	0.424	1.001	0.342	0.106	1.001	0.648	0.247	0.483	0.283	1.001	0.212	0.059	0.106	0.342	0.000	0.895	0.082	0.000
88.000	0.518	0.777	0.000	0.200	0.000	0.000	0.624	1.001	0.071	1.001	0.153	0.047	0.000	0.742	0.012	0.765	0.389	0.188	0.259	1.001	0.424	0.353	1.001	0.153	0.224	0.389	0.271	1.001	0.130	0.024	0.118	0.271	0.000	0.683	0.035	0.000
89.000	0.542	0.801	0.506	0.495	0.000	0.000	0.919	1.001	0.777	1.001	0.188	0.165	0.000	0.436	0.271	0.306	0.294	0.071	0.542	1.001	0.777	0.306	1.001	0.742	0.000	0.141	0.671	1.001	0.024	0.024	0.000	0.153	0.000	0.683	0.012	0.000
90.000	0.754	0.659	0.506	0.400	0.000	0.000	0.188	1.001	0.765	1.001	0.012	0.000	0.000	0.589	0.130	0.247	0.294	0.318	0.565	1.001	0.530	0.424	1.001	0.330	0.165	0.306	0.765	1.001	0.035	0.000	0.283	0.141	0.000	0.483	0.000	0.000
91.000	0.883	0.777	0.177	0.518	0.000	0.000	0.553	1.001	0.624	1.001	0.236	0.094	0.000	0.530	0.082	0.259	0.353	0.035	0.459	1.001	0.459	0.447	1.001	0.636	0.141	0.424	0.318	1.001	0.106	0.082	0.000	0.153	0.000	0.648	0.000	0.047
92.000	0.447	0.612	0.424	0.424	0.000	0.012	0.883	1.001	0.612	1.001	0.177	0.071	0.000	0.542	0.330	0.353	0.236	0.165	0.530	1.001	0.330	0.118	1.001	0.412	0.035	0.553	0.612	1.001	0.047	0.000	0.071	0.495	0.000	0.777	0.071	0.000
93.000	0.718	0.718	0.071	0.436	0.000	0.000	0.577	1.001	0.389	1.001	0.212	0.000	0.000	0.212	0.130	0.212	0.412	0.306	0.718	1.001	0.365	0.471	1.001	0.542	0.000	0.801	0.424	1.001	0.200	0.047	0.012	0.318	0.000	0.636	0.012	0.000
94.000	0.271	0.907	0.671	0.495	0.012	0.024	0.848	1.001	0.954	1.001	0.059	0.000	0.000	0.907	0.024	0.224	0.483	0.082	0.306	1.001	0.683	0.389	1.001	0.601	0.236	0.188	0.294	1.001	0.165	0.012	0.177	0.177	0.000	0.789	0.130	0.000
95.000	0.754	0.930	0.247	0.283	0.000	0.012	0.789	1.001	0.577	1.001	0.130	0.047	0.000	0.000	0.224	0.471	0.365	0.259	0.342	1.001	0.224	0.424	1.001	0.377	0.212	0.495	0.306	1.001	0.200	0.082	0.224	0.283	0.000	0.824	0.177	0.000
96.000	0.495	0.659	0.683	0.671	0.047	0.024	0.836	1.001	0.765	1.001	0.094	0.000	0.000	0.377	0.000	0.436	0.177	0.141	0.612	1.001	1.036	0.330	1.001	0.342	0.342	0.707	0.483	1.001	0.130	0.024	0.082	0.188	0.000	0.860	0.106	0.047
97.000	0.813	0.671	0.177	0.306	0.000	0.012	0.648	0.989	0.247	0.989	0.024	0.000	0.000	0.601	0.377	0.212	0.188	0.082	0.495	0.989	0.553	0.188	0.989	0.400	0.236	0.495	0.589	0.989	0.130	0.000	0.188	0.071	0.000	0.848	0.035	0.000
98.000	0.730	0.754	0.589	0.518	0.082	0.082	0.895	1.001	0.589	1.001	0.495	0.012	0.000	0.577	0.495	0.683	0.342	0.000	0.471	1.001	0.601	0.294	1.001	0.589	0.035	0.389	0.801	1.001	0.294	0.035	0.047	0.306	0.000	0.707	0.024	0.059
99.000	0.447	0.459	0.342	0.153	0.012	0.012	0.777	1.001	0.377	1.001	0.012	0.094	0.000	0.765	0.024	0.118	0.224	0.094	0.636	1.001	0.754	0.542	1.001	0.565	0.059	0.506	0.177	1.001	0.130	0.024	0.035	0.542	0.000	0.648	0.000	0.000
100.000	0.601	0.977	0.035	0.518	0.000	0.000	0.895	1.001	0.400	1.001	0.047	0.024	0.000	0.353	0.330	0.518	0.424	0.024	0.718	1.001	0.400	0.306	1.001	0.506	0.047	0.247	0.530	1.001	0.106	0.024	0.059	0.130	0.000	0.883	0.106	0.000
101.000	0.612	0.789	0.141	0.389	0.000	0.000	0.553	1.001	0.659	1.001	0.212	0.035	0.000	0.412	0.447	0.271	0.377	0.106	0.966	1.001	0.471	0.306	1.001	0.730	0.130	0.495	0.565	1.001	0.047	0.000	0.106	0.106	0.000	0.801	0.000	0.000
102.000	0.024	0.389	0.236	0.612	0.094	0.012	0.718	1.001	0.447	1.001	0.188	0.012	0.000	0.695	0.271	0.259	0.459	0.035	0.742	1.001	0.824	0.365	1.001	0.601	0.059	0.141	0.188	1.001	0.177	0.000	0.047	0.177	0.000	0.612	0.200	0.000
103.000	0.754	1.072	0.400	0.495	0.212	0.165	0.860	1.001	0.919	1.001	0.589	0.012	0.000	0.412	0.294	0.024	0.212	0.059	0.165	1.001	0.871	0.389	1.001	0.871	0.224	0.824	0.436	1.001	0.294	0.035	0.200	0.518	0.000	0.707	0.047	0.130
104.000	0.330	0.966	0.200	0.365	0.047	0.059	0.624	1.001	0.412	1.001	0.094	0.012	0.000	0.365	0.000	0.377	0.177	0.000	0.306	1.001	0.589	0.365	1.001	0.577	0.177	0.695	0.330	1.001	0.188	0.000	0.165	0.436	0.000	0.777	0.035	0.000
105.000	0.636	0.683	0.141	0.200	0.000	0.000	0.871	1.001	0.236	1.001	0.082	0.024	0.000	0.730	0.000	0.353	0.342	0.141	0.612	1.001	0.518	0.412	1.001	0.636	0.094	0.342	0.330	1.001	0.177	0.082	0.000	0.106	0.000	0.542	0.177	0.035
106.000	0.177	0.683	0.071	0.471	0.000	0.000	0.495	1.001	0.754	1.001	0.000	0.000	0.000	0.483	0.530	0.259	0.342	0.153	0.459	1.001	0.966	0.377	1.001	0.518	0.094	0.530	0.447	1.001	0.012	0.000	0.047	0.000	0.000	0.695	0.000	0.000
107.000	0.919	0.942	0.236	0.294	0.071	0.000	0.294	1.001	0.342	1.001	0.118	0.000	0.012	0.801	0.118	0.141	0.306	0.177	0.518	1.001	0.483	0.165	1.001	0.589	0.012	0.400	0.765	1.001	0.259	0.106	0.012	0.165	0.000	0.907	0.094	0.024
108.000	0.495	0.612	0.659	0.353	0.047	0.000	0.530	1.001	0.671	1.001	0.071	0.000	0.012	0.765	0.271	0.424	0.236	0.212	0.577	1.001	0.306	0.377	1.001	0.495	0.047	0.318	0.471	1.001	0.318	0.094	0.071	0.059	0.000	0.612	0.153	0.012
109.000	0.318	0.589	0.000	0.577	0.071	0.059	0.883	1.001	0.353	0.989	0.247	0.047	0.012	0.059	0.283	0.754	0.165	0.059	0.212	0.989	0.483	0.012	0.989	0.377	0.188	0.330	0.601	0.989	0.000	0.000	0.071	0.071	0.000	0.813	0.024	0.000
110.000	0.518	0.695	0.082	0.483	0.000	0.000	0.636	0.989	0.247	1.001	0.012	0.000	0.000	0.000	0.000	0.542	0.236	0.000	0.495	1.001	0.636	0.459	1.001	0.671	0.094	0.118	0.318	1.001	0.000	0.000	0.094	0.059	0.000	0.742	0.000	0.000
111.000	0.400	0.577	0.000	0.247	0.000	0.000	0.506	1.001	0.294	1.001	0.200	0.035	0.518	0.412	0.047	0.306	0.777	0.330	0.424	1.001	0.530	0.000	1.001	0.294	0.047	0.035	0.824	1.001	0.071	0.000	0.047	0.059	0.000	0.789	0.000	0.000
112.000	0.141	0.377	0.330	0.506	0.059	0.059	0.718	1.001	1.048	1.001	0.035	0.000	0.012	0.212	0.436	0.412	0.306	0.047	0.648	1.001	0.754	0.118	1.001	0.754	0.000	0.024	0.530	1.001	0.271	0.059	0.024	0.012	0.000	0.813	0.047	0.024
113.000	0.377	0.624	0.106	0.518	0.024	0.024	0.671	1.001	0.153	1.001	0.118	0.094	0.318	0.400	0.071	0.412	0.483	0.047	0.342	1.001	0.577	0.483	1.001	0.730	0.012	0.153	0.412	1.001	0.082	0.012	0.000	0.071	0.000	0.648	0.000	0.000
114.000	0.141	0.459	0.224	0.612	0.047	0.035	0.659	1.001	0.247	1.001	0.165	0.024	0.318	0.589	0.012	0.495	0.165	0.071	0.342	1.001	0.271	0.330	1.001	0.577	0.047	0.177	0.318	1.001	0.294	0.047	0.094	0.000	0.000	0.824	0.000	0.047
115.000	0.659	0.601	0.377	0.553	0.000	0.047	0.412	1.001	0.389	1.001	0.059	0.000	0.236	0.342	0.047	0.259	0.294	0.188	0.659	1.001	0.082	0.271	1.001	0.707	0.177	0.377	0.059	1.001	0.035	0.012	0.118	0.212	0.000	0.871	0.000	0.000
116.000	0.648	0.553	0.624	0.283	0.012	0.024	0.082	1.001	0.459	1.001	0.071	0.000	0.106	0.294	0.024	0.400	0.283	0.106	0.542	1.001	0.577	0.294	1.001	0.813	0.130	0.141	0.707	1.001	0.200	0.047	0.141	0.012	0.000	0.813	0.000	0.047
117.000	0.165	0.447	0.071	0.483	0.141	0.000	0.942	1.001	0.071	1.001	0.259	0.035	0.059	0.294	0.000	0.601	0.224	0.047	0.459	1.001	0.035	0.283	1.001	0.553	0.012	0.188	0.612	1.001	0.130	0.012	0.000	0.012	0.000	0.836	0.059	0.035
118.000	0.577	0.671	0.447	0.412	0.035	0.012	0.424	1.001	0.342	1.001	0.141	0.118	0.377	0.789	0.012	0.612	0.153	0.035	0.389	1.001	0.495	0.436	1.001	0.436	0.047	0.247	0.353	1.001	0.165	0.000	0.012	0.106	0.000	0.801	0.000	0.000
119.000	0.141	0.671	0.212	0.659	0.035	0.035	0.718	1.001	0.624	1.001	0.047	0.047	0.130	0.082	0.000	0.082	0.141	0.059	0.342	1.001	0.718	0.271	1.001	0.824	0.035	0.082	0.389	1.001	0.130	0.000	0.024	0.059	0.000	0.601	0.000	0.000
120.000	0.424	0.577	0.342	0.542	0.000	0.000	0.506	1.001	0.271	1.001	0.141	0.012	0.035	0.236	0.000	0.447	0.447	0.047	0.518	1.001	0.071	0.224	1.001	0.530	0.200	0.318	0.777	1.001	0.071	0.000	0.106	0.094	0.000	1.025	0.024	0.000
