Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.445s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.989	0.977	0.836	0.000	0.000	0.000	0.942	0.813	0.871	0.989	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.294	0.000	0.860	0.141	0.000	0.989	0.754	0.000	0.000	0.989	0.730	0.424	0.860	0.000	0.000	0.130	0.400	0.212	0.989
62.000	1.001	1.001	1.119	0.000	0.000	0.000	1.036	0.707	0.942	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.624	0.000	0.659	0.718	0.000	1.001	1.095	0.000	0.000	1.001	0.707	1.060	0.989	0.000	0.000	0.919	0.447	1.025	1.001
63.000	1.001	1.013	1.001	0.000	0.000	0.000	0.813	1.072	0.848	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.530	0.000	0.977	0.683	0.000	1.001	0.730	0.000	0.000	1.001	0.342	0.930	0.977	0.000	0.000	0.777	0.400	0.966	1.001
64.000	1.001	0.966	0.977	0.000	0.000	0.000	1.189	0.247	0.942	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.942	0.000	0.954	0.824	0.000	1.001	0.860	0.000	0.000	1.001	0.824	0.648	0.789	0.000	0.000	0.789	0.977	0.907	1.001
65.000	1.001	1.013	1.025	0.000	0.000	0.000	0.989	1.178	0.860	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.718	0.000	0.919	0.659	0.000	1.001	0.801	0.000	0.000	1.001	0.930	1.025	0.954	0.000	0.000	0.824	0.612	0.989	1.001
66.000	1.001	1.013	1.013	0.000	0.000	0.000	0.966	1.013	0.919	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.883	0.000	0.966	1.130	0.000	1.001	1.048	0.000	0.000	1.001	0.459	0.848	0.836	0.000	0.000	0.789	0.707	0.977	1.001
67.000	1.001	1.013	0.989	0.000	0.000	0.000	0.989	1.001	0.707	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.141	0.966	0.000	0.966	0.212	0.000	1.001	0.871	0.000	0.000	1.001	0.695	0.919	0.954	0.000	0.000	0.895	0.765	1.001	1.001
68.000	1.001	0.989	0.765	0.000	0.000	0.000	0.930	1.001	0.954	1.001	0.000	0.000	0.424	1.001	0.000	0.000	0.000	0.813	0.271	0.942	0.000	0.000	1.001	0.954	0.000	0.000	1.001	1.001	0.695	0.895	0.000	0.000	1.130	1.048	1.025	1.001
69.000	1.001	1.001	1.083	0.000	0.000	0.000	1.001	0.989	0.907	1.001	0.000	0.000	0.283	1.001	0.000	0.000	0.000	0.495	0.118	0.954	0.542	0.000	1.001	0.436	0.000	0.000	1.001	0.330	0.848	1.001	0.000	0.000	0.624	0.636	0.977	1.001
70.000	1.001	0.977	0.848	0.000	0.000	0.000	0.919	0.942	0.589	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.377	0.000	0.860	1.095	0.000	1.001	0.659	0.000	0.000	1.001	0.000	0.718	0.966	0.000	0.000	0.506	0.530	1.001	1.001
71.000	1.001	0.271	0.353	0.000	0.000	0.000	0.930	0.200	1.001	1.001	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.742	0.000	0.659	0.648	0.000	1.001	0.801	0.000	0.000	1.001	0.824	0.436	0.989	0.000	0.000	0.624	0.365	0.283	1.001
72.000	1.001	0.000	0.000	0.000	0.000	0.000	1.107	0.400	0.754	1.001	0.000	0.188	0.000	1.001	0.000	0.000	0.000	0.271	0.000	0.824	1.013	0.000	1.001	0.342	0.000	0.000	1.001	0.848	0.860	0.789	0.000	0.000	0.942	0.000	0.000	1.001
73.000	0.989	0.624	0.000	0.000	0.000	0.000	0.966	1.036	0.848	0.989	0.000	0.059	0.000	0.989	0.000	0.000	0.000	0.777	0.000	0.824	0.118	0.000	0.989	0.824	0.000	0.000	0.989	0.883	0.012	0.436	0.000	0.000	0.612	0.000	0.601	0.989
