Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.430s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.353	0.412	0.000	0.283	0.000	0.000	0.412	0.989	0.200	0.989	0.212	0.094	0.035	0.200	0.059	0.259	0.765	0.094	0.000	0.989	0.094	0.424	0.989	0.000	0.024	0.542	0.177	0.989	0.601	0.000	0.000	0.130	0.000	0.118	0.000	0.000
62.000	0.000	1.036	0.071	0.636	0.012	0.000	0.106	1.001	0.377	1.001	0.824	0.000	0.000	0.824	0.071	0.495	0.318	0.059	0.094	1.001	0.000	0.236	1.001	0.447	0.000	0.530	0.824	1.001	0.459	0.000	0.000	0.000	0.177	0.330	0.047	0.000
63.000	0.035	0.259	0.000	0.483	0.094	0.000	0.659	1.001	0.024	1.001	0.624	0.035	0.141	0.188	0.000	0.412	0.247	0.000	0.224	1.001	0.047	1.013	1.001	0.165	0.153	0.495	0.412	1.001	0.495	0.000	0.000	0.247	0.012	0.082	0.130	0.000
64.000	0.200	0.177	0.024	0.695	0.000	0.000	0.495	1.001	0.530	1.001	0.495	0.177	0.024	0.836	0.165	0.848	0.000	0.012	0.224	1.001	0.271	0.012	1.001	0.895	0.000	0.577	0.895	1.001	0.942	0.000	0.012	0.000	0.024	0.471	0.247	0.000
65.000	0.389	0.082	0.106	0.789	0.000	0.000	0.824	1.001	0.813	1.001	0.000	0.000	0.012	0.012	0.035	0.836	0.000	0.012	0.283	1.001	0.754	0.601	1.001	0.695	0.259	0.601	0.436	1.001	0.636	0.000	0.000	0.000	0.024	0.612	0.247	0.000
66.000	0.000	0.754	0.071	0.577	0.212	0.000	0.000	1.001	1.260	1.001	0.330	0.035	0.000	0.012	0.000	0.035	0.000	0.000	0.000	1.001	0.836	0.000	1.001	0.695	0.000	0.342	0.459	1.001	0.059	0.224	0.000	0.000	0.000	0.447	0.024	0.000
67.000	0.412	0.671	0.000	1.072	0.000	0.000	0.000	1.001	0.212	1.001	0.553	0.000	0.000	0.000	0.012	0.412	0.000	0.082	0.000	1.001	0.130	0.447	1.001	0.907	0.047	0.436	0.754	1.001	0.636	0.130	0.000	0.000	0.035	0.224	0.000	0.000
68.000	0.577	0.283	0.047	0.212	0.236	0.000	0.707	1.001	0.542	1.001	0.389	0.436	0.000	0.047	0.024	0.318	0.059	0.000	0.000	1.001	0.283	0.730	1.001	0.506	0.130	0.765	0.506	1.001	0.000	0.000	0.000	0.000	0.000	1.013	0.212	0.000
69.000	0.000	0.683	0.648	0.153	0.118	0.000	0.130	1.001	0.224	1.001	0.330	0.000	0.000	0.530	0.141	0.094	0.930	0.212	0.000	1.001	0.765	0.989	1.001	0.907	0.424	1.083	0.895	1.001	0.000	0.000	0.000	0.000	0.000	0.330	0.000	0.000
70.000	0.035	0.471	0.000	0.389	0.082	0.047	0.000	1.001	0.871	1.001	0.047	0.000	0.000	0.165	0.000	0.236	0.518	0.212	0.000	1.001	0.695	0.483	1.001	0.565	0.000	0.153	0.412	1.001	0.000	0.000	0.000	0.000	0.342	0.919	0.000	0.000
71.000	0.047	0.495	0.400	0.648	0.000	0.000	0.542	1.001	0.271	1.001	1.166	0.035	0.000	0.400	0.024	0.153	0.824	0.283	0.000	1.001	0.236	0.919	1.001	0.718	0.012	0.530	0.765	1.001	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000
72.000	0.094	0.318	0.024	0.589	0.188	0.000	0.318	1.001	0.400	1.001	0.318	0.035	0.000	0.177	0.153	0.000	0.624	0.071	0.000	1.001	0.495	0.236	1.001	1.225	0.177	0.424	0.707	1.001	0.742	0.024	0.012	0.000	0.000	0.954	0.000	0.000
73.000	0.224	0.601	0.200	0.035	0.000	0.000	0.247	0.989	0.212	0.989	0.094	0.024	0.000	0.530	0.236	0.165	0.294	0.648	0.542	0.989	0.306	0.459	0.989	0.813	0.118	0.459	0.754	0.989	0.506	0.082	0.000	0.000	0.000	0.907	0.035	0.000
74.000	0.000	0.495	0.082	0.259	0.153	0.000	0.518	1.001	0.612	1.001	0.365	0.059	0.071	0.789	0.012	1.378	0.377	0.118	0.283	1.001	0.000	0.683	1.001	0.530	0.177	0.871	0.895	1.001	0.742	0.082	0.000	0.012	0.071	0.342	0.012	0.024
75.000	0.000	0.801	0.483	0.612	0.000	0.000	0.247	1.001	1.201	1.001	0.342	0.000	0.000	0.765	0.294	0.412	0.495	0.094	0.836	1.001	0.683	0.471	1.001	0.553	0.059	0.130	0.012	1.001	0.553	0.000	0.000	0.024	0.047	0.648	0.047	0.000
76.000	0.000	0.071	0.000	0.342	0.000	0.000	0.118	1.001	0.589	1.001	0.683	0.130	0.000	0.977	0.353	0.789	0.966	0.047	0.836	1.001	0.542	0.813	1.001	0.424	0.353	0.495	0.306	1.001	0.082	0.000	0.000	0.000	0.130	0.495	0.047	0.000
77.000	0.000	0.000	0.094	0.377	0.000	0.000	0.000	1.001	0.824	1.001	0.071	0.012	0.000	0.813	0.471	0.671	0.542	0.153	0.342	1.001	0.942	0.789	1.001	0.612	0.071	0.141	0.671	1.001	0.671	0.000	0.000	0.000	0.130	0.377	0.306	0.000
