Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.446s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.330	0.412	0.000	0.765	0.106	0.024	0.000	0.989	0.165	0.989	0.530	0.271	0.518	0.683	0.106	0.035	0.094	0.000	0.424	0.989	0.000	0.000	0.989	0.153	0.000	0.000	0.836	0.989	0.000	0.000	0.000	0.000	0.177	0.094	0.000	0.000
62.000	0.930	0.813	0.200	0.495	0.047	0.000	0.271	1.001	0.824	1.001	0.271	0.271	0.153	0.318	0.318	0.188	0.518	0.035	0.342	1.001	0.000	0.000	1.001	0.483	0.000	0.000	0.695	1.001	0.000	0.000	0.000	0.000	0.094	0.742	0.000	0.000
63.000	0.059	0.294	0.059	0.601	0.012	0.000	0.695	1.001	0.589	1.001	0.035	0.094	0.177	0.483	0.259	0.659	0.318	0.047	0.589	1.001	0.000	0.000	1.001	0.777	0.000	0.000	0.589	1.001	0.000	0.000	0.000	0.000	0.483	0.742	0.000	0.000
64.000	0.365	0.400	0.000	0.377	0.000	0.000	0.188	1.001	0.012	1.001	0.059	0.059	0.153	0.518	0.000	0.424	0.247	0.118	0.353	1.001	0.000	0.000	1.001	0.695	0.000	0.000	0.506	1.001	0.000	0.000	0.000	0.000	0.294	0.495	0.000	0.000
65.000	0.601	0.624	0.082	0.459	0.035	0.024	0.671	1.001	0.012	1.001	0.224	0.047	0.389	0.271	0.000	0.754	0.271	0.141	0.895	1.001	0.000	0.000	1.001	0.777	0.000	0.000	0.565	1.001	0.000	0.000	0.000	0.000	0.236	0.495	0.000	0.000
66.000	0.000	0.330	0.059	0.636	0.000	0.000	0.318	1.001	0.718	1.001	0.071	0.024	0.141	0.483	0.565	0.671	0.353	0.224	0.777	1.001	0.000	0.000	1.001	0.695	0.000	0.000	0.271	1.001	0.000	0.000	0.000	0.000	0.342	1.036	0.000	0.000
67.000	0.153	0.271	0.130	0.601	0.118	0.118	0.871	1.001	0.294	1.001	0.200	0.000	0.353	0.671	0.400	0.624	0.424	0.224	0.330	1.001	0.000	0.000	1.001	0.624	0.000	0.000	0.801	1.001	0.000	0.000	0.000	0.000	0.483	0.824	0.000	0.000
68.000	0.094	0.659	0.000	0.400	0.047	0.024	0.447	1.001	0.141	1.001	0.400	0.141	0.377	0.848	0.000	0.071	0.330	0.153	0.459	1.001	0.000	0.000	1.001	0.871	0.000	0.000	0.836	1.001	0.000	0.000	0.000	0.000	0.094	0.754	0.000	0.000
69.000	0.365	0.365	0.118	0.860	0.071	0.000	0.200	1.001	0.200	1.001	0.342	0.082	0.718	0.754	0.000	0.353	0.577	0.236	0.412	1.001	0.000	0.000	1.001	0.954	0.000	0.000	0.506	1.001	0.000	0.000	0.000	0.000	0.412	0.836	0.000	0.000
70.000	0.271	0.530	0.306	0.400	0.082	0.000	0.459	1.001	0.483	1.001	0.330	0.118	0.353	0.271	0.035	0.777	0.447	0.047	0.754	1.001	0.000	0.000	1.001	0.671	0.000	0.000	0.813	1.001	0.000	0.000	0.000	0.000	0.683	0.565	0.000	0.000
