Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.429s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.989	0.989	0.754	0.130	0.000	0.000	0.989	0.860	0.495	0.989	0.777	0.000	0.000	0.989	0.071	0.118	0.365	0.024	0.000	0.000	0.436	0.000	0.989	0.624	0.212	0.495	0.989	0.106	0.059	0.813	0.000	0.047	0.059	0.118	0.718	0.989
62.000	1.001	0.895	1.001	0.000	0.000	0.012	0.883	0.765	0.106	1.001	0.259	0.000	0.000	1.001	0.271	0.471	0.530	0.035	0.000	0.000	0.636	0.094	1.001	0.577	0.035	0.342	1.001	0.047	0.012	0.907	0.059	0.259	0.035	0.059	0.424	1.001
63.000	1.001	0.930	0.966	0.035	0.012	0.012	0.966	0.530	0.542	1.001	0.294	0.000	0.000	1.001	0.742	0.165	0.495	0.177	0.000	0.000	0.506	0.506	1.001	0.860	0.035	0.236	1.001	0.071	0.377	0.836	0.047	0.106	0.589	0.059	1.107	1.001
64.000	1.001	1.025	0.659	0.212	0.012	0.047	0.989	0.742	0.553	1.001	0.059	0.000	0.000	1.001	0.671	0.024	0.294	0.283	0.000	0.000	0.612	0.094	1.001	0.483	0.024	0.012	1.001	0.459	0.236	0.942	0.000	0.000	0.506	0.141	0.754	1.001
65.000	1.001	0.848	0.754	0.353	0.024	0.024	0.895	0.707	0.318	1.001	0.424	0.000	0.000	1.001	0.824	0.365	0.353	0.271	0.000	0.000	0.389	0.130	1.001	0.707	0.012	0.082	1.001	0.436	0.412	0.871	0.047	0.012	0.589	0.177	0.907	1.001
66.000	1.001	0.883	0.919	0.082	0.035	0.000	0.966	0.895	0.271	1.001	0.447	0.000	0.000	1.001	0.730	0.071	0.495	0.530	0.000	0.000	0.377	0.200	1.001	0.389	0.047	0.283	1.001	0.247	0.094	0.683	0.035	0.177	0.365	0.188	0.977	1.001
67.000	1.001	1.048	0.683	0.200	0.071	0.059	0.648	0.789	0.141	1.001	0.224	0.000	0.000	1.001	1.025	0.024	0.506	0.447	0.000	0.000	0.612	0.259	1.001	0.648	0.200	0.094	1.001	0.506	0.353	1.036	0.000	0.000	0.718	0.094	0.919	1.001
68.000	1.001	0.871	1.013	0.059	0.000	0.082	1.284	0.765	0.271	1.001	0.141	0.000	0.000	1.001	0.707	0.071	0.165	0.153	0.000	0.000	0.259	0.094	1.001	0.624	0.012	0.047	1.001	0.506	0.342	1.060	0.000	0.000	0.495	0.165	0.765	1.001
69.000	1.001	0.801	0.577	0.247	0.012	0.024	0.919	0.871	0.283	1.001	0.483	0.000	0.000	1.001	0.801	0.283	0.447	0.106	0.000	0.000	0.071	0.153	1.001	0.907	0.047	0.118	1.001	0.165	0.224	1.013	0.012	0.012	0.942	0.106	0.836	1.001
70.000	1.001	1.001	1.013	0.353	0.188	0.118	0.777	1.060	0.059	1.001	0.236	0.000	0.000	1.001	0.695	0.141	0.683	0.495	0.000	0.000	0.400	0.200	1.001	0.353	0.024	0.306	1.001	0.424	0.353	0.871	0.012	0.212	0.400	0.106	1.119	1.001
