Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.410s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.636	0.259	0.000	0.153	0.754	0.000	0.707	0.989	0.636	0.000	0.989	0.000	0.000	0.871	0.612	0.530	0.942	0.000	0.024	0.495	0.000	0.000	0.000	0.000	0.813	0.989	0.695	0.671	0.989	0.000	0.000	0.000	0.000	0.330	0.942	0.000
62.000	0.565	0.236	0.000	0.553	0.930	0.000	0.695	1.001	0.636	0.000	1.001	0.000	0.000	0.624	0.389	0.589	0.754	0.000	0.306	0.895	0.000	0.000	0.000	0.000	0.601	1.001	0.742	0.565	1.001	0.000	0.000	0.000	0.000	0.247	0.718	0.000
63.000	0.636	0.483	0.000	0.648	0.836	0.000	0.860	1.001	0.718	0.000	1.001	0.000	0.000	0.765	0.695	0.836	1.107	0.000	0.165	0.459	0.000	0.000	0.000	0.000	0.860	1.001	0.930	0.777	1.001	0.000	0.000	0.000	0.000	0.671	0.895	0.000
64.000	0.283	0.824	0.000	0.919	0.742	0.000	0.577	1.001	0.553	0.000	1.001	0.000	0.000	0.601	0.459	0.648	0.801	0.000	0.294	0.801	0.000	0.000	0.000	0.000	0.754	1.001	0.895	0.883	1.001	0.000	0.000	0.000	0.000	0.636	0.954	0.000
65.000	0.930	0.636	0.000	1.095	1.001	0.000	0.954	1.001	0.765	0.000	1.001	0.000	0.000	1.001	0.012	0.624	0.636	0.000	0.294	0.553	0.000	0.000	0.000	0.000	1.025	1.001	0.294	0.813	1.001	0.000	0.000	0.000	0.000	0.883	0.895	0.000
66.000	0.765	1.060	0.035	0.624	0.765	0.000	0.589	1.001	0.765	0.000	1.001	0.000	0.000	0.895	0.000	0.318	0.518	0.000	0.483	0.648	0.000	0.000	0.000	0.000	0.836	1.001	0.683	0.919	1.001	0.000	0.000	0.000	0.000	0.318	0.659	0.000
67.000	0.318	0.212	0.141	0.636	0.801	0.000	0.801	1.001	0.648	0.000	1.001	0.000	0.000	0.707	0.353	0.424	0.942	0.000	0.318	0.777	0.000	0.000	0.000	0.000	0.259	1.001	0.730	0.824	1.001	0.000	0.000	0.000	0.000	0.742	1.036	0.000
68.000	0.553	0.000	0.247	0.188	0.400	0.000	0.589	1.001	0.377	0.000	1.001	0.000	0.000	0.459	0.389	0.695	0.848	0.000	0.000	0.730	0.000	0.000	0.000	0.000	0.000	1.001	0.342	0.601	1.001	0.000	0.000	0.000	0.141	0.718	0.765	0.000
69.000	0.506	0.000	0.495	0.553	0.730	0.000	0.506	1.001	0.577	0.000	1.001	0.000	0.000	0.671	0.330	0.612	0.730	0.000	0.224	0.624	0.082	0.000	0.000	0.000	0.000	1.001	0.471	0.813	1.001	0.000	0.000	0.000	0.177	0.306	0.718	0.000
70.000	0.518	0.000	0.000	0.000	0.589	0.000	1.119	1.001	0.577	0.000	1.001	0.000	0.000	0.730	0.224	0.200	0.836	0.000	0.577	0.695	0.000	0.177	0.000	0.000	0.000	1.001	0.353	0.707	1.001	0.000	0.000	0.000	0.000	0.412	1.025	0.000
71.000	0.648	0.000	0.400	0.330	0.813	0.000	1.013	1.001	0.801	0.000	1.001	0.000	0.000	0.283	0.082	0.141	0.283	0.000	0.707	0.871	0.000	0.141	0.000	0.000	0.318	1.001	0.330	0.707	1.001	0.000	0.000	0.000	0.000	0.259	0.871	0.000
72.000	0.000	0.000	0.000	0.636	0.707	0.000	0.930	1.001	0.848	0.000	1.001	0.000	0.000	0.000	0.601	0.883	1.201	0.000	0.601	0.565	0.000	0.000	0.000	0.000	1.025	1.001	0.000	0.671	1.001	0.000	0.000	0.000	0.000	0.212	0.824	0.000
73.000	0.000	0.000	0.000	0.824	0.824	0.000	0.765	0.989	0.824	0.000	0.989	0.000	0.000	0.000	0.671	0.765	0.801	0.000	0.271	1.072	0.000	0.000	0.000	0.000	1.001	0.989	0.000	1.189	0.989	0.000	0.000	0.000	0.000	0.000	0.977	0.000
74.000	0.000	0.000	0.000	0.589	0.942	0.000	1.119	1.001	0.824	0.000	1.001	0.000	0.000	0.000	0.718	0.530	0.824	0.000	0.000	0.612	0.000	0.000	0.000	0.000	1.013	1.001	0.000	0.860	1.001	0.000	0.000	0.000	0.000	0.000	0.742	0.000
75.000	0.000	0.447	0.000	0.542	0.813	0.000	0.283	1.001	0.895	0.000	1.001	0.000	0.000	0.436	0.447	0.283	0.271	0.000	0.000	1.225	0.000	0.000	0.000	0.000	0.860	1.001	0.000	0.695	1.001	0.000	0.000	0.000	0.000	0.000	1.013	0.000
76.000	0.165	0.777	0.000	0.000	0.977	0.000	0.942	1.001	0.765	0.000	1.001	0.000	0.000	0.895	0.506	0.000	0.000	0.000	0.000	0.777	0.000	0.000	0.000	0.000	0.718	1.001	0.000	0.459	1.001	0.000	0.024	0.000	0.000	0.000	0.954	0.000
77.000	0.436	0.836	0.000	0.000	0.871	0.000	0.577	1.001	0.730	0.082	1.001	0.000	0.000	0.930	0.259	0.000	0.000	0.000	0.000	0.695	0.000	0.000	0.000	0.000	1.060	1.001	0.424	0.683	1.001	0.000	0.047	0.000	0.000	0.000	0.907	0.000
78.000	1.036	0.765	0.000	0.000	0.871	0.000	0.942	1.001	0.082	0.000	1.001	0.000	0.000	0.883	0.000	0.000	0.000	0.000	0.000	0.589	0.000	0.000	0.000	0.000	0.624	1.001	0.707	0.000	1.001	0.000	0.624	0.000	0.000	0.000	0.942	0.000
79.000	0.612	0.954	0.000	0.082	0.224	0.000	0.424	1.001	0.365	0.035	1.001	0.000	0.000	0.259	0.047	0.000	0.000	0.000	0.000	0.848	0.000	0.000	0.000	0.000	0.718	1.001	0.530	0.000	1.001	0.000	0.000	0.000	0.000	0.000	1.025	0.000
80.000	0.294	0.601	0.000	0.000	0.000	0.000	0.518	1.001	0.765	0.412	1.001	0.000	0.000	0.871	0.000	0.000	0.000	0.000	0.000	0.224	0.000	0.000	0.000	0.000	0.789	1.001	0.553	0.000	1.001	0.000	0.612	0.000	0.212	0.000	0.966	0.000
81.000	0.106	0.294	0.000	0.000	0.000	0.000	1.060	1.001	0.754	0.389	1.001	0.000	0.000	0.047	0.353	0.000	0.754	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.695	1.001	0.200	0.471	1.001	0.000	0.601	0.000	0.247	0.106	0.754	0.000
82.000	0.000	0.000	0.000	0.000	0.000	0.000	0.789	1.001	0.742	0.353	1.001	0.000	0.000	1.284	0.648	0.000	0.942	0.000	0.000	0.801	0.024	0.000	0.000	0.000	0.765	1.001	0.094	0.942	1.001	0.000	0.318	0.047	0.141	0.082	1.025	0.000
