Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.418s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.000	0.954	0.000	0.000	0.989	0.000	0.000	0.989	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.000	0.954	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.989	0.000	0.954	0.989	0.000	0.459	0.989	0.989	0.000	0.919	0.777
62.000	0.000	1.036	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	1.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	1.013	1.001	0.000	1.295	0.860	0.848	0.000	1.036	1.142
63.000	0.000	0.966	0.000	0.000	0.966	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	1.001	1.001	0.000	1.130	1.142	1.107	0.000	1.025	1.013
64.000	0.000	1.025	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.930	1.001	0.000	1.001	0.989	1.036	0.000	1.001	0.989
65.000	0.000	1.001	0.000	0.000	0.883	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.954	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	1.072	1.001	0.000	0.989	0.989	0.848	0.000	0.919	0.919
66.000	0.000	1.013	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	1.036	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.942	1.001	0.000	1.001	1.001	1.083	0.000	1.001	1.060
67.000	0.000	0.977	0.000	0.000	0.989	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	1.060	1.001	0.000	0.966	1.001	1.001	0.000	0.871	0.801
68.000	0.000	1.013	0.000	0.000	0.989	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.883	1.001	0.000	0.989	0.954	0.942	0.000	0.777	0.848
69.000	0.000	0.942	0.000	0.000	0.977	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.236	0.848	1.001	0.000	0.966	0.989	0.989	0.000	1.166	1.178
70.000	0.000	0.754	0.000	0.000	1.036	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.942	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.601	0.919	1.001	0.000	0.742	0.966	0.942	0.000	0.871	0.883
71.000	0.000	1.154	0.495	0.000	0.954	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	1.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.848	0.989	1.001	0.000	1.119	1.025	1.060	0.000	1.178	1.060
72.000	0.000	1.048	1.048	0.000	1.036	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.966	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.659	0.683	1.001	0.000	0.813	1.001	0.989	0.000	0.966	1.025
73.000	0.000	0.919	0.966	0.000	1.001	0.000	0.000	0.989	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.000	0.966	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.989	0.860	0.930	0.989	0.000	0.989	0.895	0.848	0.000	0.907	0.813
74.000	0.000	0.942	0.977	0.000	1.001	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.801	0.742	1.001	0.000	0.742	0.860	0.919	0.000	1.036	1.025
75.000	0.000	0.836	0.871	0.000	1.001	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.919	1.166	1.001	0.000	0.695	0.695	0.447	0.000	0.824	0.824
76.000	0.000	1.001	0.318	0.000	1.001	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.966	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.447	0.989	1.001	0.000	0.754	1.130	0.000	0.000	1.142	1.119
77.000	0.000	0.836	0.000	0.000	0.871	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.601	0.000	0.000	0.000	0.000	0.000	0.082	0.000	0.000	1.001	0.000	0.718	1.001	0.000	0.883	0.848	0.424	0.000	0.883	0.824
78.000	0.000	0.919	0.000	0.000	1.060	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.919	0.000	0.000	0.000	0.000	0.000	0.082	0.000	0.000	1.001	0.000	0.942	1.001	0.000	1.072	1.095	1.095	0.000	0.871	0.883
79.000	0.683	0.977	0.000	0.000	0.754	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	1.107	0.000	0.000	0.000	0.000	0.000	0.612	0.000	0.000	1.001	0.000	1.072	1.001	0.000	0.306	0.636	0.565	0.000	0.730	0.765
80.000	0.471	0.730	0.000	0.000	0.883	0.542	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.765	0.000	0.000	0.000	0.000	0.000	0.353	0.000	0.000	1.001	0.000	0.895	1.001	0.000	0.742	0.860	0.683	0.000	1.036	0.765
81.000	0.754	0.636	0.000	0.000	0.824	0.094	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.930	0.000	0.000	0.000	0.000	0.000	0.930	0.000	0.000	1.001	0.000	0.942	1.001	0.000	0.412	0.436	0.459	0.000	0.919	0.506
82.000	0.459	0.707	0.000	0.000	0.848	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.942	0.000	0.000	0.000	0.000	0.000	0.730	0.000	0.000	1.001	0.000	0.789	1.001	0.000	0.412	0.612	0.447	0.000	0.730	0.506
83.000	0.459	0.518	0.000	0.000	0.942	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.919	0.000	0.000	0.000	0.000	0.000	0.624	0.000	0.000	1.001	0.024	0.506	1.001	0.000	0.224	0.683	0.495	0.000	0.754	0.671
84.000	0.365	0.648	0.000	0.000	0.919	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.695	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000	1.001	0.130	0.306	1.001	0.000	0.000	0.330	0.247	0.000	0.553	0.636
85.000	0.200	0.247	0.000	0.000	0.860	0.000	0.000	0.989	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.000	0.495	0.000	0.000	0.000	0.000	0.000	0.082	0.000	0.000	0.989	0.024	0.294	0.989	0.000	0.000	0.989	0.412	0.000	0.612	0.424
86.000	0.000	0.000	0.000	0.000	0.848	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	1.378	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.813	0.165	0.000	0.636	0.612
87.000	0.636	0.624	0.000	0.000	0.930	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.836	0.000	0.000	0.000	0.000	0.000	0.365	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.954	0.742	0.000	1.189	1.013
88.000	0.848	0.848	0.000	0.000	0.966	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.895	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.907	0.883	0.000	0.742	0.636
89.000	0.518	1.178	0.000	0.000	0.977	0.000	0.000	1.001	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.071	1.001	0.000	0.000	0.836	0.471	0.330	1.013	0.871
