Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.387s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.188	0.412	0.118	0.024	0.012	0.000	0.601	0.989	0.271	0.118	0.118	0.141	0.118	0.024	0.000	0.636	0.989	0.071	0.000	0.283	0.000	0.000	0.012	0.000	0.012	0.565	0.989	0.801	0.094	0.000	0.000	0.035	0.000	0.082	0.000	0.000
62.000	0.342	1.048	0.012	0.000	0.000	0.000	0.094	1.001	0.306	0.000	0.801	0.047	0.000	0.047	0.024	0.447	1.001	1.213	0.118	0.247	1.154	0.012	0.765	0.035	0.035	1.060	1.001	0.683	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000
63.000	0.165	0.895	0.000	0.000	0.000	0.000	0.318	1.001	0.942	0.082	0.259	0.483	0.000	0.000	0.024	0.212	1.001	0.377	0.000	0.000	0.754	0.059	0.177	0.012	0.000	0.000	1.001	0.165	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000
64.000	0.459	0.671	0.000	0.000	0.106	0.000	0.471	1.001	0.518	0.000	0.271	0.000	0.000	0.730	0.236	0.400	1.001	0.271	0.000	0.177	1.013	0.000	0.412	0.000	0.012	0.659	1.001	0.082	0.118	0.000	0.000	0.000	0.000	0.000	0.082	0.000
65.000	0.000	0.389	0.353	0.000	0.000	0.000	0.471	1.001	0.459	0.212	0.024	0.000	0.024	0.848	0.059	0.730	1.001	0.000	0.000	0.000	0.153	0.012	0.789	0.000	0.000	0.589	1.001	0.506	0.188	0.035	0.118	0.024	0.000	0.000	0.094	0.000
66.000	0.094	1.236	0.012	0.000	0.106	0.000	0.836	1.001	0.954	0.000	0.754	0.000	0.224	0.754	0.318	0.871	1.001	0.047	0.000	0.012	0.506	0.000	0.824	0.000	0.024	0.648	1.001	0.283	0.188	0.000	0.000	0.000	0.000	0.035	0.012	0.000
67.000	0.224	0.342	0.059	0.000	0.000	0.024	0.883	1.001	1.025	0.000	0.742	0.047	0.000	0.000	0.483	0.000	1.001	0.306	0.000	0.094	0.353	0.000	0.483	0.071	0.000	0.118	1.001	0.813	0.106	0.000	0.000	0.000	0.000	0.024	0.059	0.000
68.000	0.777	0.000	0.000	0.000	0.000	0.000	0.919	1.001	0.659	0.000	0.342	0.330	0.012	0.130	0.000	0.247	1.001	0.718	0.000	0.047	0.318	0.035	0.424	0.141	0.153	0.436	1.001	0.506	0.118	0.000	0.000	0.000	0.000	0.000	0.000	0.000
69.000	0.118	0.954	0.059	0.024	0.000	0.000	0.636	1.001	0.200	0.000	0.400	0.212	0.012	0.259	0.188	0.224	1.001	0.565	0.000	0.318	0.271	0.000	0.412	0.318	0.000	0.966	1.001	0.624	0.236	0.000	0.000	0.000	0.000	0.000	0.000	0.000
70.000	0.106	0.259	0.071	0.000	0.035	0.000	0.471	1.001	0.130	0.024	0.000	0.082	0.212	0.306	0.000	0.871	1.001	0.212	0.094	0.589	0.082	0.024	0.236	0.047	0.047	0.860	1.001	0.577	0.082	0.200	0.000	0.000	0.000	0.035	0.000	0.000
71.000	0.094	0.483	0.236	0.294	0.012	0.000	0.353	1.001	0.718	0.000	0.035	0.000	0.059	0.412	0.130	0.130	1.001	0.977	0.000	0.106	1.201	0.024	0.895	0.035	0.130	0.836	1.001	0.412	0.318	0.000	0.000	0.000	0.000	0.000	0.000	0.000
72.000	0.000	0.636	0.000	0.000	0.000	0.024	0.483	1.001	0.035	0.000	1.178	0.000	0.577	0.283	0.059	0.000	1.001	0.389	0.024	0.165	0.424	0.000	0.082	0.071	0.012	0.283	1.001	0.224	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000
73.000	0.188	0.871	0.447	0.000	0.118	0.000	0.919	0.989	0.000	0.153	0.777	0.000	0.082	0.082	0.047	0.412	0.989	0.294	0.530	0.118	0.612	0.024	0.589	0.024	0.000	0.353	0.989	0.082	0.024	0.059	0.000	0.000	0.000	0.000	0.000	0.000
74.000	0.035	0.730	0.153	0.000	0.212	0.000	0.518	1.001	0.224	0.000	0.683	0.012	0.200	1.366	0.047	0.259	1.001	0.400	0.000	0.306	0.330	0.000	0.495	0.082	0.000	0.883	1.001	0.742	0.047	0.035	0.000	0.141	0.000	0.000	0.000	0.000
75.000	0.412	0.754	0.259	0.000	0.000	0.024	1.083	1.001	0.765	0.000	0.707	0.071	0.000	0.000	0.000	0.236	1.001	0.730	0.118	0.424	0.271	0.012	0.730	0.353	0.047	0.671	1.001	0.342	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
76.000	0.153	0.848	0.165	0.000	0.000	0.012	0.294	1.001	0.695	0.000	0.765	0.389	0.000	0.636	0.259	0.259	1.001	0.471	0.000	0.024	0.188	0.082	0.377	0.000	0.424	0.589	1.001	0.436	0.035	0.000	0.000	0.000	0.000	0.000	0.000	0.000
77.000	0.200	0.601	0.118	0.024	0.212	0.000	0.224	1.001	0.483	0.024	0.130	0.000	0.000	0.177	0.035	0.565	1.001	0.447	0.000	0.047	1.178	0.082	0.247	0.012	0.000	0.777	1.001	0.165	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000
78.000	0.424	0.824	0.000	0.000	0.059	0.012	0.742	1.001	0.000	0.000	0.318	0.012	0.130	0.094	0.000	0.035	1.001	0.542	0.000	0.082	0.000	0.000	1.178	0.177	0.000	0.730	1.001	0.447	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000
79.000	0.000	1.013	0.306	0.024	0.000	0.000	0.000	1.001	0.000	0.024	0.200	0.165	0.012	0.707	0.024	0.589	1.001	0.530	0.000	0.082	0.342	0.000	0.118	0.106	0.000	0.553	1.001	0.082	0.000	0.000	0.000	0.094	0.000	0.000	0.000	0.000
80.000	0.000	0.848	0.082	0.000	0.000	0.000	0.000	1.001	0.024	0.306	0.730	0.000	0.000	1.236	0.471	0.353	1.001	0.212	0.000	0.483	0.000	0.283	0.071	0.000	0.000	0.000	1.001	0.765	0.553	0.000	0.000	0.000	0.000	0.000	0.000	0.000
81.000	0.283	0.883	0.506	0.012	0.000	0.000	0.012	1.001	0.000	0.082	0.577	0.000	0.012	0.000	0.000	0.789	1.001	0.000	0.000	0.000	1.295	0.212	0.754	0.000	0.000	0.000	1.001	0.636	0.094	0.000	0.000	0.000	0.000	0.094	0.000	0.000
82.000	0.000	0.000	0.000	0.000	0.000	0.059	0.000	1.001	0.000	0.000	0.377	0.012	0.589	1.755	0.200	0.165	1.001	0.930	0.012	0.082	0.718	0.047	0.671	0.000	0.000	0.000	1.001	0.730	0.495	0.000	0.000	0.000	0.000	0.000	0.000	0.000
83.000	0.106	0.601	0.000	0.000	0.035	0.012	0.000	1.001	0.000	0.024	0.436	0.047	0.012	0.459	0.271	0.306	1.001	0.177	0.000	0.047	0.671	0.200	0.141	0.000	0.000	0.000	1.001	0.883	0.165	0.000	0.000	0.000	0.012	0.059	0.035	0.071
