Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.400s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.989	0.765	0.130	0.330	0.000	0.000	0.989	0.047	0.024	0.989	0.318	0.000	0.530	0.989	0.165	0.236	0.247	0.000	0.035	0.636	0.000	0.412	0.989	0.000	0.035	0.483	0.989	0.024	0.141	0.789	0.000	0.106	0.601	0.165	0.871	0.989
62.000	1.001	0.824	0.047	0.589	0.153	0.000	0.966	0.177	0.412	1.001	0.024	0.000	0.648	1.001	1.025	0.118	0.000	0.000	0.024	0.542	0.082	0.024	1.001	0.000	0.059	0.612	1.001	0.177	0.530	0.777	0.000	0.059	0.589	0.318	1.013	1.001
63.000	1.001	1.083	0.271	0.118	0.188	0.000	0.530	0.200	0.094	1.001	0.542	0.106	0.848	1.001	0.118	0.024	0.024	0.000	0.106	0.506	0.530	0.730	1.001	0.000	0.000	0.330	1.001	0.377	0.648	1.095	0.000	0.000	0.082	0.130	0.695	1.001
64.000	1.001	1.060	0.000	0.577	0.024	0.000	1.401	0.259	0.024	1.001	0.848	0.000	0.730	1.001	0.024	0.271	0.542	0.000	0.035	0.495	0.624	0.483	1.001	0.000	0.000	0.000	1.001	0.495	0.671	1.001	0.000	0.000	0.648	0.106	0.742	1.001
65.000	1.001	1.001	0.589	1.107	0.071	0.000	1.001	0.530	0.330	1.001	0.954	0.082	0.400	1.001	0.247	0.718	0.000	0.000	0.012	0.200	0.495	0.000	1.001	0.000	0.047	0.695	1.001	0.530	0.777	0.930	0.000	0.130	0.365	0.730	1.048	1.001
66.000	1.001	0.836	0.212	0.848	0.024	0.000	0.648	0.283	0.589	1.001	0.000	0.000	0.212	1.001	0.365	0.518	0.000	0.000	0.188	0.012	0.389	0.024	1.001	0.000	0.000	0.718	1.001	0.518	0.824	0.977	0.000	0.212	0.365	0.294	1.060	1.001
67.000	1.001	0.942	0.047	0.648	0.024	0.000	1.025	1.484	0.883	1.001	0.000	0.000	0.224	1.001	0.082	1.001	0.000	0.000	0.094	0.200	0.601	0.141	1.001	0.000	0.000	0.283	1.001	0.648	1.025	0.977	0.000	0.165	0.648	0.106	0.542	1.001
68.000	1.001	0.989	0.118	1.130	0.165	0.000	1.001	0.612	0.506	1.001	0.954	0.000	0.659	1.001	0.000	0.518	0.047	0.000	0.000	0.000	0.000	0.718	1.001	0.000	0.000	0.071	1.001	0.506	0.165	0.977	0.000	0.082	0.247	0.177	1.236	1.001
69.000	1.001	0.930	0.212	0.059	0.130	0.000	0.989	0.589	0.294	1.001	0.636	0.000	0.824	1.001	0.589	0.447	0.106	0.000	0.059	0.436	0.000	0.247	1.001	0.000	0.000	0.094	1.001	0.824	0.754	1.013	0.000	0.094	0.424	0.259	0.883	1.001
70.000	1.001	0.883	0.365	0.130	0.000	0.000	0.612	0.294	0.377	1.001	0.141	0.000	0.930	1.001	0.224	0.377	0.542	0.000	0.012	0.624	0.047	1.248	1.001	0.000	0.000	0.283	1.001	0.318	0.777	0.707	0.000	0.000	0.082	0.071	0.389	1.001
71.000	1.001	0.495	0.000	0.612	0.177	0.000	1.166	0.989	0.553	1.001	0.577	0.000	0.683	1.001	0.118	0.294	0.000	0.000	0.024	1.083	0.059	0.224	1.001	0.000	0.000	0.035	1.001	0.177	0.436	1.001	0.000	0.000	0.000	0.412	0.848	1.001
72.000	1.001	1.166	0.400	0.035	0.035	0.000	0.742	0.754	0.447	1.001	0.271	0.000	0.801	1.001	0.871	0.683	0.000	0.000	0.000	0.141	0.000	0.000	1.001	0.000	0.024	0.412	1.001	0.247	1.083	0.683	0.000	0.094	0.318	0.000	0.589	1.001
73.000	0.989	0.989	0.389	0.130	0.000	0.000	1.225	0.459	0.059	0.989	0.118	0.000	1.083	0.989	0.259	0.353	0.082	0.000	0.224	0.094	0.212	0.236	0.989	0.000	0.106	0.212	0.989	0.942	0.612	0.919	0.000	0.141	0.589	0.106	1.342	0.989
