Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.434s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.106	0.471	0.247	0.059	0.000	0.000	0.447	0.989	0.424	0.989	0.071	0.000	0.000	0.236	0.059	0.000	0.283	0.130	0.024	0.989	0.836	0.000	0.989	0.601	0.000	0.424	0.671	0.989	0.024	0.000	0.000	0.000	0.389	0.601	0.000	0.000
62.000	0.483	0.518	0.118	0.318	0.000	0.000	0.577	1.001	0.059	1.001	0.224	0.012	0.271	0.153	0.059	0.000	0.153	0.071	0.035	1.001	0.071	0.130	1.001	0.742	0.094	0.236	0.318	1.001	0.118	0.000	0.000	0.000	0.236	0.848	0.000	0.000
63.000	0.165	0.624	0.165	0.671	0.000	0.000	0.553	1.001	0.612	1.001	0.224	0.118	0.141	0.871	0.071	0.094	0.542	0.212	0.683	1.001	0.871	0.283	1.001	0.436	0.035	0.247	0.094	1.001	0.365	0.012	0.024	0.000	0.094	0.389	0.153	0.000
64.000	0.424	0.506	0.224	0.377	0.000	0.000	0.130	1.001	0.294	1.001	0.224	0.000	0.000	0.059	0.118	0.471	0.247	0.082	0.283	1.001	0.165	0.542	1.001	0.730	0.082	0.141	0.565	1.001	0.106	0.035	0.082	0.000	0.247	0.883	0.024	0.000
65.000	0.330	0.612	0.188	0.542	0.000	0.000	0.436	1.001	0.342	1.001	0.177	0.071	0.012	0.200	0.200	0.412	0.294	0.047	0.224	1.001	0.424	0.318	1.001	0.271	0.212	0.530	0.342	1.001	0.000	0.000	0.177	0.000	0.024	0.577	0.000	0.000
66.000	0.141	0.424	0.082	0.495	0.047	0.035	0.306	1.001	0.200	1.001	0.047	0.000	0.000	0.577	0.153	0.436	0.106	0.047	0.400	1.001	0.094	0.353	1.001	0.989	0.059	0.177	0.542	1.001	0.224	0.071	0.094	0.000	0.118	0.447	0.000	0.059
67.000	0.153	0.789	0.294	0.601	0.106	0.000	0.518	1.001	0.271	1.001	0.035	0.000	0.212	0.236	0.047	0.789	0.389	0.059	0.930	1.001	0.436	0.024	1.001	0.377	0.000	0.024	0.565	1.001	0.271	0.130	0.000	0.000	0.047	0.377	0.071	0.012
68.000	0.424	0.648	0.024	0.542	0.012	0.000	0.471	1.001	0.294	1.001	0.118	0.035	0.082	0.306	0.012	0.082	0.224	0.059	0.483	1.001	0.648	0.907	1.001	0.601	0.047	0.118	0.153	1.001	0.200	0.000	0.024	0.000	0.259	0.577	0.071	0.012
69.000	0.200	0.459	0.224	0.365	0.118	0.000	0.754	1.001	0.200	1.001	0.294	0.000	0.188	0.283	0.071	0.177	0.200	0.047	0.294	1.001	0.306	0.047	1.001	0.695	0.165	0.577	0.212	1.001	0.342	0.047	0.071	0.000	0.094	0.518	0.035	0.059
70.000	0.330	0.659	0.200	0.636	0.012	0.000	0.577	1.001	0.577	1.001	0.188	0.012	0.106	0.389	0.071	0.118	0.342	0.165	0.553	1.001	0.553	0.153	1.001	0.718	0.177	0.577	0.106	1.001	0.200	0.024	0.106	0.000	0.000	0.860	0.141	0.000
