Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.426s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.047	0.636	0.188	0.024	0.035	0.118	0.212	0.989	0.000	0.000	0.389	0.059	0.012	0.294	0.130	0.165	0.989	0.106	0.000	0.024	0.024	0.000	0.177	0.000	0.342	0.765	0.989	0.518	0.000	0.000	0.000	0.000	0.224	0.000	0.000	0.000
62.000	0.000	0.930	0.130	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.294	0.071	0.577	1.001	1.260	0.000	0.177	0.012	0.000	0.365	0.071	0.000	0.624	1.001	0.000	0.342	0.000	0.000	0.000	0.365	0.000	0.000	0.000
63.000	0.000	0.954	0.012	0.000	0.000	0.000	0.000	1.001	0.000	0.071	0.106	0.447	0.000	0.695	0.236	0.259	1.001	0.636	0.000	0.000	0.624	0.000	0.871	0.012	0.000	0.365	1.001	0.247	0.000	0.000	0.000	0.106	0.259	0.024	0.000	0.000
64.000	0.000	0.636	0.059	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.447	0.000	0.024	0.577	0.612	0.624	1.001	0.895	0.000	0.000	0.000	0.000	0.412	0.236	0.000	0.648	1.001	0.165	0.000	0.177	0.000	0.353	0.730	0.012	0.000	0.000
65.000	0.047	0.966	0.000	0.000	0.000	0.000	0.907	1.001	0.000	0.000	0.212	0.000	0.000	0.824	0.000	0.436	1.001	0.518	0.000	0.141	0.000	0.000	0.765	0.165	0.000	0.495	1.001	0.577	0.035	0.012	0.000	0.012	0.024	0.000	0.000	0.000
66.000	0.059	0.577	0.188	0.000	0.035	0.000	0.000	1.001	0.000	0.000	0.459	0.024	0.000	0.730	0.000	0.177	1.001	0.754	0.047	0.353	0.412	0.047	0.495	0.318	0.000	0.400	1.001	0.436	0.059	0.000	0.000	0.000	0.577	0.024	0.000	0.000
67.000	0.047	0.589	0.000	0.000	0.000	0.000	0.342	1.001	0.000	0.000	0.907	0.224	0.000	0.542	0.035	0.000	1.001	0.483	0.000	0.000	0.530	0.000	0.236	0.294	0.000	0.730	1.001	0.283	0.059	0.000	0.000	0.059	0.259	0.424	0.000	0.000
68.000	0.118	0.483	0.000	0.000	0.106	0.059	0.000	1.001	0.000	0.000	0.412	0.000	0.000	0.483	0.165	0.000	1.001	0.636	0.000	0.200	1.083	0.259	0.601	0.094	0.000	0.012	1.001	0.271	0.236	0.000	0.000	0.012	0.871	0.141	0.000	0.000
69.000	0.000	0.553	0.000	0.000	0.000	0.000	0.518	1.001	0.000	0.000	0.377	0.082	0.000	0.118	0.000	0.342	1.001	0.966	0.000	0.000	0.648	0.259	0.730	0.353	0.000	0.000	1.001	0.542	0.200	0.000	0.000	0.000	1.048	0.236	0.012	0.000
70.000	0.177	0.989	0.000	0.000	0.082	0.000	0.130	1.001	0.000	0.035	0.518	0.000	0.059	1.001	0.082	1.660	1.001	0.330	0.000	0.000	0.094	0.035	0.130	0.000	0.000	0.224	1.001	0.188	0.000	0.000	0.000	0.000	0.412	0.106	0.000	0.000
71.000	0.000	0.000	0.000	0.000	0.035	0.000	0.177	1.001	0.000	0.000	0.789	0.165	0.259	0.012	0.082	0.024	1.001	0.330	0.000	0.000	0.094	0.294	0.718	0.247	0.000	0.224	1.001	0.836	0.024	0.000	0.000	0.012	1.189	0.000	0.000	0.000
72.000	0.000	0.000	0.000	0.000	0.000	0.000	0.671	1.001	0.000	0.000	0.212	0.000	0.353	0.188	0.000	0.012	1.001	0.106	0.000	0.094	0.212	0.000	0.024	0.012	0.000	0.824	1.001	0.530	0.153	0.000	0.000	0.000	1.001	0.212	0.000	0.000
73.000	0.000	0.000	0.000	0.000	0.000	0.000	0.577	0.989	0.000	0.094	0.683	0.000	0.212	0.577	0.000	0.153	0.989	0.954	0.000	0.000	0.895	0.035	0.471	0.071	0.000	0.188	0.989	0.754	0.024	0.012	0.000	0.000	0.671	0.377	0.082	0.012
74.000	0.342	0.000	0.000	0.000	0.000	0.000	0.848	1.001	0.000	0.000	0.648	0.141	0.353	0.459	0.000	0.000	1.001	0.000	0.000	0.000	0.506	0.094	0.153	0.071	0.000	0.000	1.001	0.801	0.082	0.012	0.000	0.000	0.801	0.377	0.000	0.118
