Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.429s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.212	0.330	0.683	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.000	0.436	0.000	0.000
62.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.495	0.671	0.895	0.000	0.000	0.000	0.000	0.000	0.789	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.082	0.860	0.000	0.000
63.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	1.060	0.954	1.036	0.000	0.000	0.000	0.000	0.000	0.412	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.754	0.860	0.000	0.000
64.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.483	0.683	0.765	0.000	0.000	0.000	0.000	0.000	0.412	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.459	0.789	0.000	0.000
65.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.389	0.542	0.907	0.000	0.000	0.000	0.000	0.000	0.824	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.577	0.989	0.000	0.000
66.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.471	0.648	0.730	0.000	0.000	0.000	0.000	0.000	0.306	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.518	0.883	0.000	0.000
67.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.177	0.518	0.836	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.954	0.907	0.000	0.000
68.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	1.001	0.000	0.000	0.000	0.130	0.130	0.436	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.612	0.695	0.000	0.000
69.000	0.000	0.000	0.000	0.000	0.000	0.000	0.106	0.000	1.001	0.000	0.000	0.000	0.177	0.306	0.871	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.094	1.001	1.013	0.035	0.000
70.000	0.000	0.000	0.000	0.000	0.000	0.000	0.047	0.000	1.001	0.000	0.000	0.000	0.024	0.400	0.683	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.071	0.553	0.648	0.153	0.000
71.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.047	0.224	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.035	0.306	0.553	0.506	0.000
72.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.177	0.224	0.624	0.353	0.000
73.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.459	0.801	0.930	0.942	0.000
74.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.447	0.506	0.495	0.000
75.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.553	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.907	0.930	0.824	0.000
76.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	1.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.224	0.683	0.624	0.000
77.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.577	1.001	0.035	0.000	0.000	0.000	0.000	0.789	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	1.107	0.118	0.000
78.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.318	0.765	0.883	0.000	0.000	0.000	0.000	0.730	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000
79.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.483	0.977	0.954	0.000	0.000	0.000	0.000	0.624	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.871	0.000	0.000
80.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.930	1.036	0.824	0.000	0.000	0.000	0.000	0.730	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.954	0.000	0.000
81.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.200	0.247	0.259	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.141	0.459	0.082	0.000
82.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.318	0.718	0.236	0.000
83.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.542	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.259	0.330	0.306	0.059
84.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.860	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.012	0.000	0.000	0.518	0.954	0.742	0.306
85.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.000	1.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.294	0.836	0.506	0.553
86.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.895	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.707	0.400	0.153
87.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.848	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.695	0.024	0.035
88.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.836	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.553	0.000	0.000
89.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.624	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.047	0.000	0.000	0.000	0.636	0.035	0.047
90.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.082	0.071	0.012
91.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.106	0.000	0.000	0.000	0.318	0.459	0.130
92.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.247	0.106	0.188
93.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.848	0.400	0.106
94.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.789	0.000	0.000
95.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.883	0.000	0.000
96.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.942	0.000	0.000
97.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.130	0.130	0.707	0.306	0.294
98.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	1.001	1.013	0.977
99.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.271	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.636	0.506	0.483
100.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	1.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.789	0.612	0.577
101.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.035	0.871	0.000	0.000	0.000	0.000	0.118	0.542	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.624	0.342	0.436
102.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.141	0.765	0.000	0.000	0.000	0.000	0.530	0.754	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.400	0.188	0.035
103.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.565	0.871	0.000	0.000	0.000	0.000	0.000	0.177	0.000	0.000	0.106	0.000	0.000	0.000	1.001	0.000	0.283	0.000	0.082	0.082	0.777	0.188	0.342
104.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.377	0.754	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.071	0.000	0.000	0.000	1.001	0.000	0.059	0.000	0.000	0.000	0.389	0.153	0.094
105.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.024	0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	1.001	0.000	0.306	0.000	0.000	0.000	0.789	0.707	0.141
106.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.165	0.000	0.000	0.000	1.001	0.000	0.177	0.000	0.000	0.000	0.459	0.424	0.071
