Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.431s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.177	0.224	0.000	0.447	0.000	0.000	0.283	0.989	0.436	0.989	0.294	0.106	0.400	0.754	0.012	0.530	0.082	0.035	0.000	0.989	0.530	0.530	0.989	0.553	0.000	0.000	0.436	0.989	0.000	0.000	0.000	0.000	0.071	0.742	0.000	0.000
62.000	0.141	0.601	0.000	0.271	0.118	0.247	0.106	1.001	0.000	1.001	0.553	0.059	0.612	0.518	0.000	0.094	0.318	0.024	0.000	1.001	0.742	0.200	1.001	0.471	0.000	0.000	0.283	1.001	0.130	0.000	0.000	0.000	0.283	0.495	0.000	0.000
63.000	0.153	0.224	0.059	0.765	0.059	0.035	0.542	1.001	0.447	1.001	0.153	0.000	0.342	0.518	0.153	0.188	0.306	0.024	0.000	1.001	0.424	0.130	1.001	0.860	0.000	0.000	0.436	1.001	0.518	0.165	0.000	0.000	0.495	0.377	0.000	0.012
64.000	0.130	0.353	0.094	0.353	0.012	0.000	0.813	1.001	0.495	1.001	0.130	0.024	0.035	0.447	0.071	0.683	0.365	0.141	0.000	1.001	0.860	0.236	1.001	0.389	0.000	0.000	0.165	1.001	0.106	0.059	0.000	0.000	0.012	0.306	0.000	0.047
65.000	0.271	0.718	0.365	0.754	0.012	0.012	0.518	1.001	0.459	1.001	0.082	0.236	0.553	1.060	0.012	0.483	0.389	0.165	0.000	1.001	0.318	0.542	1.001	0.612	0.000	0.000	0.236	1.001	0.047	0.000	0.000	0.000	0.153	0.659	0.000	0.000
66.000	0.447	0.353	0.024	0.412	0.118	0.047	0.765	1.001	0.236	1.001	0.306	0.012	0.000	0.106	0.000	0.283	0.506	0.141	0.000	1.001	0.954	0.447	1.001	0.659	0.000	0.000	0.177	1.001	0.153	0.000	0.000	0.000	0.047	0.412	0.035	0.000
67.000	0.082	0.353	0.589	0.730	0.094	0.153	0.813	1.001	0.412	1.001	0.294	0.035	0.318	0.353	0.130	0.153	0.283	0.153	0.000	1.001	0.612	0.518	1.001	0.813	0.000	0.000	0.436	1.001	0.118	0.000	0.000	0.000	0.059	0.601	0.000	0.035
68.000	0.130	0.153	0.035	0.059	0.047	0.059	0.824	1.001	0.495	1.001	0.071	0.000	0.247	0.153	0.283	0.177	0.082	0.035	0.000	1.001	0.506	0.024	1.001	0.777	0.000	0.000	0.259	1.001	0.236	0.165	0.000	0.000	0.212	0.860	0.000	0.035
69.000	0.518	0.659	0.059	0.860	0.012	0.024	0.989	1.001	0.577	1.001	0.094	0.000	0.306	0.553	0.071	1.025	0.188	0.082	0.000	1.001	0.236	0.342	1.001	0.506	0.000	0.000	0.059	1.001	0.118	0.000	0.000	0.000	0.024	0.848	0.024	0.000
70.000	0.012	0.436	0.400	0.612	0.000	0.000	0.601	1.001	0.565	1.001	0.106	0.024	0.342	0.518	0.000	0.624	0.247	0.024	0.000	1.001	0.601	0.553	1.001	0.883	0.000	0.000	0.153	1.001	0.188	0.000	0.000	0.000	0.012	0.789	0.224	0.000
71.000	0.742	0.836	0.000	0.389	0.106	0.047	0.919	1.001	0.224	1.001	0.259	0.130	0.000	0.165	0.000	0.353	0.130	0.118	0.000	1.001	0.542	0.024	1.001	0.601	0.000	0.000	0.459	1.001	0.012	0.000	0.000	0.000	0.141	0.565	0.012	0.000
72.000	0.565	0.777	0.012	0.577	0.000	0.000	0.247	1.001	0.389	1.001	0.024	0.000	0.565	0.813	0.330	0.059	0.118	0.118	0.000	1.001	0.695	0.565	1.001	0.742	0.000	0.000	0.342	1.001	0.024	0.000	0.000	0.000	0.141	0.848	0.000	0.000
73.000	0.754	0.871	0.059	0.542	0.047	0.012	0.954	0.989	0.130	0.989	0.082	0.000	0.518	0.624	0.000	0.601	0.106	0.035	0.000	0.989	0.624	0.412	0.989	0.565	0.000	0.000	0.483	0.989	0.212	0.165	0.000	0.000	0.047	0.577	0.000	0.118
74.000	0.412	0.447	0.012	0.353	0.224	0.118	0.754	1.001	0.188	1.001	0.271	0.188	0.318	0.459	0.212	0.000	0.377	0.130	0.000	1.001	0.506	0.318	1.001	0.601	0.000	0.000	0.636	1.001	0.035	0.000	0.000	0.000	0.259	0.471	0.000	0.000
75.000	0.813	0.636	0.035	0.318	0.024	0.059	0.389	1.001	0.389	1.001	0.035	0.000	0.000	0.236	0.141	0.259	0.247	0.247	0.000	1.001	0.765	0.400	1.001	0.342	0.000	0.000	0.106	1.001	0.165	0.059	0.000	0.000	0.035	0.577	0.000	0.012
76.000	0.495	0.601	0.130	0.577	0.047	0.059	0.330	1.001	0.259	1.001	0.141	0.000	0.436	0.659	0.035	0.071	0.283	0.377	0.000	1.001	0.765	0.012	1.001	0.636	0.000	0.000	0.259	1.001	0.035	0.012	0.000	0.000	0.071	0.777	0.000	0.000
77.000	0.707	0.754	0.000	0.530	0.012	0.047	1.083	1.001	0.247	1.001	0.094	0.000	0.177	0.436	0.047	0.589	0.271	0.082	0.000	1.001	0.412	0.353	1.001	0.365	0.000	0.000	0.353	1.001	0.059	0.024	0.000	0.000	0.177	0.612	0.000	0.012
78.000	0.259	0.318	0.177	0.624	0.000	0.000	0.236	1.001	0.495	1.001	0.094	0.012	0.177	0.777	0.212	0.577	0.259	0.082	0.000	1.001	0.612	0.306	1.001	0.530	0.000	0.000	0.306	1.001	0.259	0.059	0.000	0.000	0.000	0.577	0.094	0.071
79.000	0.671	0.553	0.000	0.483	0.035	0.000	0.742	1.001	0.271	1.001	0.012	0.012	0.365	0.342	0.000	0.530	0.294	0.165	0.000	1.001	0.648	0.071	1.001	0.883	0.000	0.000	0.247	1.001	0.035	0.000	0.000	0.000	0.094	0.730	0.106	0.000
80.000	0.707	0.742	0.365	0.330	0.177	0.094	0.624	1.001	0.624	1.001	0.424	0.059	0.400	0.436	0.024	0.342	0.294	0.024	0.000	1.001	0.777	0.224	1.001	0.824	0.000	0.000	0.624	1.001	0.306	0.141	0.000	0.000	0.153	0.589	0.118	0.106
81.000	0.306	0.306	0.177	0.212	0.012	0.000	0.954	1.001	0.389	1.001	0.294	0.012	0.553	0.612	0.365	0.283	0.247	0.059	0.000	1.001	0.518	0.424	1.001	0.471	0.000	0.000	0.177	1.001	0.342	0.012	0.000	0.000	0.153	0.342	0.047	0.059
82.000	0.565	0.836	0.035	0.836	0.000	0.000	0.542	1.001	0.530	1.001	0.047	0.000	0.200	0.082	0.130	0.153	0.342	0.094	0.000	1.001	1.036	0.035	1.001	0.459	0.000	0.000	0.495	1.001	0.141	0.024	0.000	0.000	0.153	0.518	0.035	0.000
83.000	0.177	0.188	0.165	0.459	0.000	0.000	0.495	1.001	0.224	1.001	0.024	0.000	0.601	0.447	0.071	0.648	0.612	0.082	0.000	1.001	0.224	0.377	1.001	0.400	0.000	0.000	0.130	1.001	0.106	0.059	0.000	0.000	0.141	0.824	0.000	0.118
84.000	0.259	0.330	0.141	0.306	0.082	0.047	0.342	1.001	0.165	1.001	0.035	0.000	0.695	0.659	0.000	0.659	0.294	0.024	0.000	1.001	0.636	0.742	1.001	0.459	0.000	0.000	0.212	1.001	0.035	0.059	0.000	0.000	0.071	0.824	0.024	0.000
85.000	0.495	0.589	0.283	0.506	0.035	0.024	0.895	0.989	0.377	0.989	0.130	0.000	0.306	0.400	0.071	0.200	0.165	0.047	0.000	0.989	0.495	0.671	0.989	0.447	0.000	0.000	0.330	0.989	0.106	0.000	0.000	0.000	0.000	0.542	0.012	0.012
86.000	0.483	0.765	0.200	0.730	0.000	0.000	0.765	1.001	0.271	1.001	0.224	0.118	0.707	0.636	0.071	0.648	0.365	0.106	0.000	1.001	0.636	0.000	1.001	0.695	0.000	0.000	0.353	1.001	0.188	0.012	0.000	0.000	0.106	0.612	0.000	0.000
87.000	0.318	0.353	0.000	0.495	0.012	0.012	0.577	1.001	0.000	1.001	0.271	0.012	0.412	0.601	0.000	0.518	0.259	0.118	0.000	1.001	0.907	0.130	1.001	0.377	0.000	0.000	0.365	1.001	0.636	0.059	0.000	0.000	0.236	0.483	0.212	0.059
88.000	0.789	0.742	0.000	0.659	0.071	0.000	0.153	1.001	0.000	1.001	0.106	0.000	0.177	0.082	0.000	0.353	0.330	0.212	0.000	1.001	0.518	0.177	1.001	0.318	0.000	0.000	0.506	1.001	0.024	0.012	0.000	0.000	0.059	0.459	0.094	0.000
89.000	0.236	0.495	0.177	0.612	0.024	0.000	0.930	1.001	0.542	1.001	0.165	0.106	0.106	0.318	0.389	0.130	0.353	0.012	0.000	1.001	0.895	0.000	1.001	0.883	0.000	0.000	0.271	1.001	0.153	0.000	0.000	0.000	0.000	1.036	0.130	0.000
90.000	0.636	0.695	0.000	0.188	0.259	0.082	0.318	1.001	0.000	1.001	0.495	0.224	0.342	0.306	0.000	0.565	0.047	0.024	0.000	1.001	0.518	0.389	1.001	0.636	0.000	0.000	0.294	1.001	0.082	0.024	0.000	0.000	0.118	0.506	0.059	0.024
91.000	0.483	0.365	0.118	0.648	0.000	0.000	0.495	1.001	0.224	1.001	0.071	0.012	0.377	0.553	0.000	1.001	0.165	0.035	0.000	1.001	0.447	0.000	1.001	0.589	0.000	0.000	0.318	1.001	0.071	0.024	0.000	0.000	0.177	0.624	0.000	0.012
92.000	0.200	0.824	0.318	0.283	0.000	0.000	0.436	1.001	0.365	1.001	0.000	0.000	0.259	0.389	0.141	0.200	0.483	0.224	0.000	1.001	0.459	0.000	1.001	0.518	0.000	0.000	0.377	1.001	0.130	0.177	0.000	0.000	0.236	0.730	0.000	0.106
93.000	0.471	0.577	0.247	0.294	0.141	0.047	0.718	1.001	0.447	1.001	0.471	0.024	0.106	0.071	0.224	0.542	0.236	0.012	0.000	1.001	0.695	0.495	1.001	0.247	0.000	0.000	0.212	1.001	0.130	0.082	0.000	0.000	0.059	0.271	0.118	0.071
94.000	0.200	0.247	0.118	0.624	0.000	0.000	0.824	1.001	0.259	1.001	0.024	0.071	0.236	0.306	0.071	0.400	0.259	0.259	0.000	1.001	0.577	0.259	1.001	0.342	0.000	0.000	0.718	1.001	0.377	0.106	0.000	0.000	0.118	0.389	0.024	0.047
95.000	0.271	0.495	0.141	0.518	0.000	0.012	0.447	1.001	0.236	1.001	0.071	0.000	0.094	0.141	0.082	0.424	0.047	0.106	0.000	1.001	0.577	0.436	1.001	0.518	0.000	0.000	0.141	1.001	0.224	0.035	0.000	0.000	0.012	0.695	0.035	0.012
96.000	0.000	0.047	0.271	0.389	0.000	0.000	0.765	1.001	0.589	1.001	0.106	0.071	0.035	0.224	0.141	0.259	0.236	0.353	0.000	1.001	0.836	0.318	1.001	0.353	0.000	0.000	0.330	1.001	0.012	0.000	0.000	0.000	0.141	0.459	0.000	0.000
97.000	0.895	1.213	0.412	0.424	0.000	0.000	0.424	0.989	0.353	0.989	0.047	0.047	0.000	0.306	0.035	0.318	0.130	0.035	0.000	0.989	0.730	0.106	0.989	0.542	0.000	0.000	0.165	0.989	0.141	0.000	0.000	0.000	0.106	0.659	0.071	0.024
98.000	0.141	0.165	0.059	0.377	0.000	0.000	0.389	1.001	0.424	1.001	0.153	0.012	0.059	0.342	0.200	0.459	0.306	0.130	0.000	1.001	0.612	0.259	1.001	0.424	0.000	0.000	0.247	1.001	0.071	0.000	0.000	0.000	0.000	0.707	0.035	0.000
99.000	0.718	0.871	0.000	0.754	0.059	0.012	0.860	1.001	0.377	1.001	0.094	0.000	0.294	0.236	0.224	0.612	0.047	0.035	0.000	1.001	0.789	0.224	1.001	0.895	0.000	0.000	0.377	1.001	0.000	0.000	0.000	0.000	0.118	0.730	0.000	0.000
100.000	0.648	0.518	0.024	0.553	0.000	0.000	0.483	1.001	0.377	1.001	0.059	0.035	0.035	0.400	0.082	0.518	0.247	0.141	0.000	1.001	0.707	0.012	1.001	0.659	0.000	0.000	0.801	1.001	0.212	0.035	0.000	0.000	0.082	0.860	0.000	0.082
101.000	0.389	0.801	0.412	0.271	0.071	0.094	0.330	1.001	0.542	1.001	0.330	0.118	0.212	0.506	0.012	0.024	0.153	0.094	0.000	1.001	1.013	0.471	1.001	0.636	0.000	0.000	0.165	1.001	0.306	0.035	0.000	0.000	0.012	0.471	0.000	0.012
102.000	0.153	0.648	0.153	0.506	0.130	0.141	0.754	1.001	0.071	1.001	0.259	0.118	0.659	0.518	0.000	0.224	0.118	0.012	0.000	1.001	0.565	0.294	1.001	0.695	0.000	0.000	0.200	1.001	0.200	0.224	0.000	0.000	0.082	0.718	0.094	0.094
