Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.422s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24	ap-25	ap-26	ap-27	ap-28	ap-29	ap-30	ap-31	ap-32	ap-33	ap-34	ap-35
61.000	0.989	0.789	0.365	0.259	0.130	0.165	0.942	0.883	0.000	0.989	0.000	0.000	0.012	0.989	0.589	0.542	0.035	0.000	0.000	0.824	0.012	0.024	0.989	0.436	0.000	0.177	0.989	0.283	0.283	0.930	0.000	0.000	0.848	0.247	0.907	0.989
62.000	1.001	1.001	1.130	0.212	0.224	0.259	0.989	0.871	0.000	1.001	0.212	0.024	0.165	1.001	0.589	0.342	0.294	0.047	0.000	0.636	0.012	0.094	1.001	0.518	0.141	0.436	1.001	0.130	0.424	0.836	0.047	0.130	0.553	0.024	0.836	1.001
63.000	1.001	0.907	0.824	0.565	0.118	0.106	0.883	0.200	0.000	1.001	0.035	0.000	0.612	1.001	0.412	0.271	0.306	0.153	0.330	0.742	0.400	0.153	1.001	0.506	0.118	0.330	1.001	0.153	0.000	0.966	0.047	0.024	0.330	0.200	1.166	1.001
64.000	1.001	0.989	0.789	0.365	0.200	0.130	0.977	0.342	0.000	1.001	0.000	0.000	0.659	1.001	0.518	0.506	0.542	0.024	0.506	0.283	0.153	0.212	1.001	0.671	0.000	0.165	1.001	0.130	0.082	0.636	0.000	0.000	0.506	0.024	0.919	1.001
65.000	1.001	0.954	0.765	0.365	0.294	0.188	0.754	0.601	0.000	1.001	0.106	0.000	0.683	1.001	0.412	0.836	0.412	0.130	0.412	0.789	0.082	0.000	1.001	0.601	0.094	0.141	1.001	0.188	0.294	1.130	0.012	0.000	0.400	0.118	0.895	1.001
66.000	1.001	0.836	0.553	0.106	0.094	0.000	0.718	0.471	0.000	1.001	0.342	0.071	0.789	1.001	0.624	0.236	0.094	0.012	0.130	0.377	0.459	0.459	1.001	0.506	0.059	0.283	1.001	0.118	0.236	0.412	0.059	0.094	0.224	0.059	1.001	1.001
67.000	1.001	0.895	0.813	0.813	0.259	0.283	0.989	0.612	0.000	1.001	0.094	0.035	0.459	1.001	0.624	0.165	0.047	0.000	0.059	0.919	0.459	0.824	1.001	0.659	0.012	0.047	1.001	0.047	0.518	1.378	0.047	0.012	0.106	0.035	0.683	1.001
68.000	1.001	0.742	0.612	0.118	0.059	0.024	0.954	0.612	0.000	1.001	0.412	0.094	0.954	1.001	0.389	0.518	0.636	0.506	0.188	0.153	0.306	0.000	1.001	0.589	0.024	0.200	1.001	0.165	0.271	0.871	0.047	0.071	0.294	0.012	0.824	1.001
69.000	1.001	1.083	0.989	0.459	0.283	0.259	0.954	0.353	0.000	1.001	0.118	0.000	0.601	1.001	0.447	0.094	0.200	0.188	0.483	0.400	0.424	0.236	1.001	0.495	0.024	0.118	1.001	0.259	0.071	1.001	0.000	0.000	0.483	0.141	1.178	1.001
70.000	1.001	1.083	0.989	0.306	0.188	0.212	0.789	0.824	0.000	1.001	0.094	0.071	0.306	1.001	0.106	0.224	0.436	0.106	0.294	0.730	0.589	0.412	1.001	0.530	0.000	0.153	1.001	0.106	0.212	1.001	0.071	0.094	0.318	0.024	0.848	1.001
71.000	1.001	0.919	0.919	0.306	0.177	0.165	1.001	0.330	0.000	1.001	0.294	0.165	0.707	1.001	0.589	0.318	0.318	0.130	0.165	0.542	0.294	0.353	1.001	0.330	0.177	0.212	1.001	0.141	0.141	0.977	0.047	0.012	0.118	0.024	1.095	1.001
72.000	1.001	0.754	0.612	0.718	0.177	0.094	0.754	0.377	0.000	1.001	0.294	0.000	0.754	1.001	0.483	0.318	0.412	0.141	0.365	0.871	0.400	0.141	1.001	1.072	0.024	0.082	1.001	0.247	0.389	0.871	0.000	0.000	0.577	0.118	0.707	1.001
73.000	0.989	1.048	0.683	0.271	0.071	0.118	0.942	0.718	0.000	0.989	0.294	0.059	0.871	0.989	0.471	0.377	0.447	0.188	0.247	0.153	0.353	0.059	0.989	0.400	0.035	0.259	0.989	0.212	0.082	0.930	0.012	0.024	0.294	0.059	1.166	0.989
74.000	1.001	0.777	0.871	0.471	0.059	0.012	0.765	0.636	0.000	1.001	0.200	0.118	0.424	1.001	0.813	0.118	0.177	0.165	0.330	0.000	0.400	0.071	1.001	0.506	0.000	0.012	1.001	0.648	0.483	0.106	0.000	0.035	0.824	0.259	0.919	1.001
75.000	1.001	1.036	0.801	0.518	0.071	0.177	0.930	0.530	0.000	1.001	0.259	0.024	0.565	1.001	0.730	0.212	0.601	0.200	0.400	0.353	0.436	0.447	1.001	0.612	0.024	0.047	1.001	0.094	0.294	1.496	0.000	0.012	0.153	0.106	0.930	1.001
76.000	1.001	1.048	0.907	0.212	0.000	0.000	0.930	0.389	0.000	1.001	0.330	0.059	0.612	1.001	0.377	0.318	0.471	0.106	0.589	0.106	0.813	0.200	1.001	0.659	0.012	0.082	1.001	0.059	0.165	1.025	0.071	0.024	0.247	0.035	0.707	1.001
77.000	1.001	0.801	0.754	0.047	0.035	0.012	1.001	0.754	0.000	1.001	0.059	0.047	0.589	1.001	0.542	0.659	0.542	0.188	0.153	0.577	0.130	0.035	1.001	0.695	0.024	0.294	1.001	0.094	0.400	0.824	0.059	0.024	0.895	0.094	0.942	1.001
78.000	1.001	0.942	0.883	0.330	0.082	0.165	0.483	0.436	0.000	1.001	0.188	0.024	1.119	1.001	0.577	0.106	0.530	0.153	0.624	0.188	0.236	0.294	1.001	0.271	0.000	0.035	1.001	0.259	0.082	1.060	0.000	0.000	0.247	0.177	0.860	1.001
79.000	1.001	1.072	1.072	0.247	0.106	0.177	1.378	0.683	0.000	1.001	0.141	0.047	0.483	1.001	0.624	0.283	0.707	0.236	0.035	0.966	0.459	0.377	1.001	0.141	0.047	0.047	1.001	0.236	0.283	0.954	0.012	0.000	0.624	0.106	1.072	1.001
80.000	1.001	0.707	0.695	0.306	0.306	0.224	0.883	0.789	0.000	1.001	0.200	0.059	0.553	1.001	0.365	0.330	0.259	0.224	0.236	0.542	0.271	0.259	1.001	0.742	0.035	0.071	1.001	0.165	0.601	0.000	0.000	0.000	0.495	0.024	0.742	1.001
81.000	1.001	0.966	0.683	0.495	0.141	0.118	1.025	0.695	0.000	1.001	0.035	0.000	0.306	1.001	0.436	0.200	0.659	0.389	0.071	0.330	0.471	0.589	1.001	0.306	0.271	0.130	1.001	0.224	0.624	0.000	0.000	0.000	0.412	0.000	1.154	1.001
82.000	1.001	1.048	1.036	0.754	0.106	0.071	0.848	0.424	0.000	1.001	0.236	0.047	0.589	1.001	0.565	0.577	0.400	0.330	0.506	0.271	0.530	0.000	1.001	0.789	0.082	0.483	1.001	0.059	0.542	0.000	0.000	0.035	0.518	0.047	0.895	1.001
83.000	1.001	0.942	0.754	0.294	0.012	0.024	1.036	0.589	0.000	1.001	0.471	0.035	0.659	1.001	0.436	0.601	0.365	0.071	0.247	0.601	0.200	0.530	1.001	0.789	0.094	0.153	1.001	0.024	0.200	0.000	0.024	0.035	0.495	0.012	0.895	1.001
