Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.642s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	17.6	15.8
61	567.12	548
62	722.32	613.68
63	649.44	621.84
64	613.44	591.52
65	568.72	567.28
66	611.76	567.2
67	588.56	665.6
68	675.2	666.4
69	708.32	583.28
70	561.36	478.8
71	590.64	626.64
72	534.88	587.44
73	571.92	498.64
74	618.4	661.04
75	505.12	572.16
76	527.68	599.28
77	538.24	541.36
78	625.84	544.32
79	541.36	503.44
80	538.32	537.52
81	603.2	611.28
82	610.88	568.96
83	568.16	631.12
84	602.8	695.04
85	574.4	623.12
86	522.56	544.88
87	630.96	532.16
88	510.64	573.04
89	584.16	684
90	498.4	631.68
91	517.68	610.16
92	537.76	608.48
93	561.12	564.48
94	552.72	517.68
95	565.12	538.56
96	553.68	630.4
97	653.76	619.52
98	570.64	647.92
99	744.24	551.76
100	597.76	552.32
101	504.96	563.2
102	649.76	538.16
103	516.32	561.36
104	580.08	611.28
105	617.76	532.4
106	553.92	603.68
107	584.48	604.48
108	544.88	557.28
109	567.36	460.56
110	761.92	365.6
111	587.84	591.12
112	554.8	581.76
113	676.8	584.72
114	563.6	614.96
115	527.76	589.04
116	549.92	532.64
117	598.72	615.76
118	609.76	669.92
119	562.64	573.36
120	570.32	575.68
avg	585.048	580.649
delay	214.227	212.419
loss	0.00104441	0.000646434
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs5', '--datarate=15e5', '--packetSize=1e2', '--tcp=0', '--RngRun=49'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
