Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.675s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	16.2	16.4
61	213.12	264.64
62	299.04	306.24
63	333.6	211.76
64	253.92	277.84
65	144.32	277.04
66	216.24	307.36
67	211.76	314.16
68	292.32	244.72
69	252.08	252.88
70	290.88	208.24
71	222.4	192.32
72	208.88	290.56
73	197.76	260.16
74	182.08	229.68
75	327.44	318.56
76	236.08	306.32
77	315.68	266.64
78	194.32	239.44
79	217.28	253.84
80	288.72	189.52
81	242.4	271.36
82	255.52	287.12
83	231.52	230.08
84	201.12	220
85	260.48	183.84
86	255.12	254.24
87	298.48	256.48
88	283.2	266.08
89	260.72	304.88
90	205.6	267.6
91	213.28	278.8
92	233.28	267.12
93	241.12	267.76
94	233.84	321.12
95	296.88	246.88
96	247.2	250.08
97	226.4	272.72
98	211.36	249.68
99	293.2	203.12
100	172.56	276.08
101	189.6	227.2
102	232.8	196.88
103	295.12	200.72
104	243.84	188.4
105	237.12	220.08
106	351.04	277.76
107	243.36	280
108	282.32	205.12
109	319.44	278.96
110	231.12	191.44
111	214.64	286.08
112	257.04	246.8
113	191.28	298.16
114	214.16	317.44
115	221.04	235.28
116	290.72	281.2
117	190.72	228.32
118	300.32	243.04
119	219.2	209.52
120	282.48	334
(1,0)	(2,282)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	246.143	255.556
delay	0.117329	0.104313
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs4', '--datarate=5e5', '--packetSize=1e2', '--tcp=0', '--RngRun=24'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
