Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.650s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	15	15.8
61	972.8	628
62	858	1019.2
63	710.4	611.6
64	923.6	818
65	866	648.4
66	816.4	709.2
67	637.2	653.6
68	777.6	841.6
69	948.8	785.6
70	611.6	658
71	682.4	740
72	868.8	660.4
73	519.2	710
74	806.8	805.2
75	634	669.6
76	799.2	884
77	816.4	776
78	676.4	787.6
79	746	598.4
80	1009.6	747.2
81	764.8	779.2
82	1041.6	815.2
83	532	683.6
84	1014.4	564
85	654	806.4
86	560.4	718
87	593.6	1093.2
88	695.2	606.8
89	818	580
90	654.8	705.6
91	718	751.6
92	772	662
93	919.2	895.6
94	921.6	817.2
95	666.8	709.6
96	679.6	836
97	684.4	905.2
98	938.8	732.8
99	704.4	634
100	702.4	608.4
101	832.4	735.2
102	730.8	860.4
103	681.6	673.2
104	968.8	698.4
105	695.2	832
106	747.2	853.6
107	936.8	676
108	1011.6	707.6
109	714	780.4
110	1003.6	826.4
111	496.4	546.8
112	705.6	898.4
113	765.2	845.6
114	705.6	1081.6
115	641.6	689.6
116	784	713.6
117	569.6	774
118	771.6	578.4
119	700	535.2
120	767.2	776
(1,0)	(2,75)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	765.767	745.64
delay	0.102986	0.102665
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs5', '--datarate=15e5', '--packetSize=5e2', '--tcp=0', '--RngRun=22'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
