Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.657s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	16.6	14.8
61	1155.68	1235.52
62	1211.04	1041.12
63	1146.56	1261.44
64	1066.24	1452.32
65	1088.64	1085.28
66	1163.84	1050.72
67	1123.52	1015.52
68	1090.08	1361.44
69	1434.56	1083.36
70	1153.92	1087.04
71	1201.12	1182.24
72	944.48	1364.16
73	1045.28	971.04
74	1238.24	1216
75	915.36	1718.4
76	1130.56	1106.56
77	1102.88	1165.28
78	1161.92	1294.56
79	1239.36	1273.76
80	1176.48	1019.84
81	1268.48	1111.36
82	1029.92	1239.36
83	1140.48	1144.48
84	1172.32	1290.24
85	1354.56	1204.64
86	1368.8	1139.68
87	1488.32	1128.48
88	1188.16	1437.28
89	1619.84	1010.24
90	1060.96	1337.6
91	1158.4	1318.4
92	1114.88	1180.48
93	1100.96	1199.2
94	1117.92	1044.16
95	1340.96	1204
96	930.56	1072
97	998.56	1096.32
98	1086.88	1172.16
99	1227.68	1190.24
100	1361.44	1098.24
101	1201.76	1249.12
102	1043.84	1160.16
103	1313.28	1178.24
104	1193.28	1195.04
105	1144.96	1144.8
106	1298.88	1210.56
107	1238.72	1086.56
108	1060.48	1083.84
109	1227.84	1567.52
110	1108.64	1402.56
111	1217.6	1191.2
112	1022.4	1273.92
113	1223.2	1098.24
114	843.2	1311.04
115	1134.88	1327.2
116	1084.96	1313.92
117	1059.04	1494.88
118	1224	1197.92
119	1047.2	1188.8
120	1187.84	1102.24
avg	1163.26	1206.37
delay	186.489	213.171
loss	0	0.0147895
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs4', '--datarate=25e5', '--packetSize=2e2', '--tcp=0', '--RngRun=33'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
