Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.684s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	16.2	16.4
61	639.12	793.92
62	895.84	918.32
63	1001.28	634.08
64	763.76	836.88
65	422.16	823.52
66	656.88	923.6
67	639.12	949.36
68	874.32	730.8
69	755.36	758.4
70	871.92	616.72
71	670.08	586.16
72	623.28	869.84
73	597.44	782.16
74	545.76	691.36
75	982.8	955.12
76	706	916.4
77	948.56	801.68
78	580.72	712.88
79	653.52	768.4
80	866.16	566.72
81	729.2	815.44
82	764.4	860.4
83	684.88	682.32
84	613.04	669.84
85	783.2	551.2
86	764.16	760.72
87	895.04	768.4
88	852	799.6
89	781.92	916.08
90	617.2	801.2
91	638.16	836.08
92	699.2	803.84
93	708.88	780.56
94	716	982.56
95	884.88	741.12
96	746.8	751.92
97	679.52	816.4
98	634.64	751.44
99	881.04	607.92
100	517.44	828.8
101	566.96	679.04
102	701.28	593.2
103	885.52	603.6
104	723.28	560.32
105	716.64	664.56
106	1050.32	825.6
107	735.28	847.2
108	844.8	614.24
109	940	817.44
110	713.68	595.12
111	643.84	858
112	771.92	739.84
113	571.84	896.8
114	639.52	947.2
115	666.08	708.16
116	871.2	845.6
117	566.32	677.84
118	905.44	733.52
119	660.96	629.76
120	845.12	1000.4
(1,0)	(2,15957)	(3,0)	(4,19774)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	738.428	766.66
delay	2.63544	2.24841
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs3', '--datarate=15e5', '--packetSize=1e2', '--tcp=0', '--RngRun=24'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
