Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.684s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	16.6	14.8
61	1378.4	1352.8
62	1101.6	1076.8
63	1275.2	1588
64	985.6	1340
65	1667.2	1173.6
66	1175.2	1463.2
67	831.2	1467.2
68	1540	1414.4
69	1379.2	1092
70	1325.6	1152.8
71	1200	1189.6
72	894.4	1445.6
73	1297.6	1442.4
74	1007.2	823.2
75	1175.2	1811.2
76	1118.4	1268.8
77	1314.4	1361.6
78	1218.4	1500
79	1151.2	983.2
80	1563.2	1525.6
81	1064.8	1118.4
82	1429.6	1224.8
83	1187.2	1235.2
84	1072	1347.2
85	1540	1260
86	1416	1096.8
87	1386.4	1154.4
88	1208.8	1245.6
89	1676.8	1159.2
90	782.4	1177.6
91	1439.2	1433.6
92	1075.2	1766.4
93	1274.4	1246.4
94	1351.2	1138.4
95	1143.2	1329.6
96	1055.2	1269.6
97	1276.8	1358.4
98	1498.4	1516.8
99	1482.4	1516.8
100	1376	1456
101	996	786.4
102	1079.2	1218.4
103	1302.4	1336.8
104	1209.6	1205.6
105	1215.2	1190.4
106	1303.2	1184.8
107	1272	1145.6
108	1378.4	1512
109	852	1236.8
110	1225.6	1295.2
111	1119.2	1148
112	1085.6	1340.8
113	1171.2	1192.8
114	775.2	1159.2
115	1251.2	1256
116	1058.4	1487.2
117	1152.8	1372
118	1261.6	1218.4
119	1247.2	1652
120	1278.4	889.6
avg	1226.16	1289.19
delay	0.296091	0.340345
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs5', '--datarate=25e5', '--packetSize=10e2', '--tcp=0', '--RngRun=33'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
