Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.666s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	16.2	16.4
61	1022.72	1373.44
62	1134.24	1206.88
63	1020.8	1080.32
64	1059.84	1111.68
65	1095.52	1141.92
66	1041.6	1132.16
67	935.2	999.84
68	1156.48	1053.76
69	1200.32	1008.64
70	1179.52	1092.32
71	1117.92	1159.36
72	838.56	1097.28
73	1050.88	884.48
74	883.68	1080
75	1014.56	989.28
76	998.08	1212.16
77	918.24	881.12
78	1174.4	1028.32
79	1217.76	1068.64
80	1105.44	1081.76
81	935.04	916
82	922.08	1013.44
83	1075.68	1243.52
84	1183.52	1221.6
85	1172.48	1130.88
86	1082.24	1086.08
87	1090.88	1019.52
88	1069.92	1003.84
89	1006.56	1061.76
90	1180.96	1253.28
91	1064.64	1077.12
92	1128.96	1264.8
93	1046.08	1148.8
94	976.48	1128.48
95	1061.44	1058.56
96	1200.8	1005.12
97	1168.48	1113.44
98	1175.36	1143.84
99	1126.88	1051.52
100	1114.56	1117.76
101	1189.76	1275.2
102	1031.84	998.56
103	1161.44	1103.2
104	1198.56	1010.4
105	1194.88	971.36
106	1092.96	940.48
107	958.56	977.44
108	1200.64	935.2
109	1122.4	1208.8
110	1042.56	1201.12
111	1093.28	1190.24
112	1018.4	1165.44
113	944.8	1098.72
114	1072.48	1211.68
115	1122.24	1203.04
116	989.12	1004
117	1120.48	1046.72
118	1135.04	1004.64
119	1063.04	1125.6
120	1049.6	988.64
avg	1079.18	1090.05
delay	725.713	214.068
loss	0.391238	0.00153229
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs4', '--datarate=30e5', '--packetSize=2e2', '--tcp=0', '--RngRun=24'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
