Waf: Entering directory `/home/jw27/ns-3.30-obss/build'
Waf: Leaving directory `/home/jw27/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.412s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4
60	19.2	13.4	17	15.4
61	460.32	585.12	470.88	540.16
62	536.48	570.08	520.48	494.72
63	513.76	464.8	476.32	458.88
64	445.76	492	442.08	446.88
65	540.32	508.48	461.92	472.48
66	430.88	464.48	496	482.24
67	491.68	459.36	518.24	475.2
68	488.96	467.2	498.4	469.6
69	465.44	468	519.84	463.68
70	452.16	443.04	494.24	468.96
71	458.88	484.64	450.56	478.88
72	474.24	464.96	459.36	409.76
73	424.8	443.68	471.36	475.2
74	501.92	478.88	504.48	488.16
75	416.32	503.2	502.56	470.56
76	432.8	423.04	451.68	446.56
77	466.4	450.08	501.44	479.52
78	463.2	458.24	460	412
79	471.36	449.92	427.36	467.84
80	474.72	458.72	469.6	467.36
81	484.16	491.04	484.32	468.16
82	508.16	486.56	468.8	480.48
83	513.44	522.72	493.28	495.36
84	419.68	482.56	454.72	500.8
85	493.6	449.6	464.48	521.6
86	495.2	400.96	479.2	422.88
87	462.24	447.36	455.2	566.88
88	449.76	467.04	472.32	453.76
89	503.2	469.28	444.48	450.88
90	436.96	474.24	450.24	468.64
91	464.48	506.08	497.12	427.04
92	461.12	480.8	412.48	473.28
93	463.84	427.2	486.4	414.4
94	493.6	462.56	471.52	406.72
95	440.8	471.2	475.36	479.52
96	486.72	485.92	452.48	550.24
97	474.08	515.84	467.52	480.64
98	473.76	459.36	506.4	496.16
99	482.72	447.36	469.44	522.72
100	441.92	482.56	536.48	466.56
101	487.04	494.24	459.84	471.84
102	454.4	445.44	449.6	431.36
103	495.2	442.72	478.88	411.04
104	497.44	476.32	472.48	393.12
105	444.64	486.88	449.44	460.32
106	471.36	475.36	455.04	441.28
107	503.2	484.64	438.56	456.64
108	481.76	445.28	453.28	499.68
109	479.68	472.16	421.28	469.92
110	449.6	465.6	450.08	445.76
111	454.72	469.92	427.52	433.44
112	455.84	450.4	450.72	440.16
113	450.24	482.56	485.6	464
114	442.56	447.68	444.48	461.76
115	475.68	478.88	462.56	493.44
116	463.84	456.16	426.08	459.52
117	501.92	496	452.8	532.64
118	476.16	477.76	458.24	512.96
119	487.04	529.44	506.08	513.44
120	472	492.64	437.6	460
avg	471.736	473.971	468.653	469.461
delay	288.454	291.586	1002.2	287.129
loss	0.0276411	0.0294635	0.668356	0.0288381
Command ['/home/jw27/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile4.txt', '--routingFile=locationtxt/routingFile4.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs4', '--datarate=20e5', '--packetSize=2e2', '--tcp=0', '--RngRun=3'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
