Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.664s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4
60	15.4	13.8	12.4	16
61	271.2	371.6	246.64	161.44
62	239.2	236.8	251.2	239.04
63	236	236	236	244.48
64	237.2	239.6	236.64	260
65	240.8	245.2	236	236
66	243.6	236.8	245.6	236.8
67	236.64	235.84	243.84	236
68	236	239.36	239.84	236.8
69	236.8	251.52	236.64	236.64
70	241.12	240.8	236	236
71	253.76	236.8	243.2	236.8
72	235.84	235.84	244	240.64
73	236.8	236.8	236.8	247.04
74	236	239.2	236	255.04
75	239.2	245.6	236.64	236.8
76	246.4	236	241.2	236
77	236	236.8	246.64	236.8
78	236.64	238.24	241.44	236.8
79	235.84	242.08	236	236
80	240	251.2	236.64	236.64
81	254.88	236	240.48	242.4
82	236.8	236.8	236.64	249.28
83	235.84	245.04	233.6	251.2
84	220.8	239.92	248.8	217.6
85	232	239.36	236	251.04
86	257.6	217.6	227.12	236
87	232.88	236.8	251.2	239.12
88	236.64	258.64	236	234.16
89	236	240	232	247.6
90	240	236	248.8	233.04
91	244.8	240.48	236.8	236.8
92	246.4	240.8	235.84	236
93	240.8	235.84	243.84	236.8
94	243.2	237.2	236.64	232
95	237.92	232.8	236.8	244.32
96	236	262.8	234.24	237.2
97	236.8	236	241.68	247.2
98	238.8	236.8	256.8	236
99	245.44	236	236.8	245.2
100	252.48	234.4	237.2	242.4
101	242.8	234.24	236	236.96
102	236	236.8	236.64	243.52
103	236.8	237.6	236	236.64
104	236.64	238.88	240.56	236.8
105	231.2	248	236.32	236.8
106	238.4	236.64	251.2	245.04
107	253.68	236	217.44	237.12
108	219.2	251.2	236.8	249.36
109	235.84	243.68	254.24	218.72
110	232	248.8	252.64	237.6
111	251.2	236.64	236.8	247.2
112	250.16	236	235.84	236
113	241.12	238.4	236.8	236.8
114	236.64	248.8	238.8	250.4
115	232	235.04	255.28	231.84
116	236.8	242.4	248.8	236.8
117	236	241.84	236.64	239.68
118	234	236.4	232.4	247.6
119	235.2	242.08	236.4	241.2
120	243.44	239.2	236.8	236.64
avg	239.671	242	239.777	238.331
delay	908.178	1384.32	872.528	1230.63
loss	0.808617	0.634032	0.801683	0.630796
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile4.txt', '--routingFile=locationtxt/routingFile4.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs4', '--datarate=30e5', '--packetSize=1e2', '--tcp=0', '--RngRun=46'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
