Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.657s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	14.8	15.6
61	205.44	220.96
62	275.52	270.4
63	192.96	224.32
64	219.2	233.6
65	254.72	253.92
66	209.44	246.88
67	305.6	235.36
68	255.36	222.08
69	211.2	218.24
70	251.2	292.16
71	322.56	276.16
72	277.44	269.92
73	240.8	213.6
74	257.44	199.84
75	268.64	298.08
76	211.36	166.88
77	308.64	308.16
78	267.2	282.24
79	274.72	250.08
80	187.2	290.08
81	205.92	270.88
82	284.32	248.64
83	258.56	272.8
84	225.12	276.32
85	249.28	199.04
86	278.4	257.12
87	254.72	180.96
88	275.84	287.84
89	193.76	192.32
90	282.88	286.88
91	301.6	211.68
92	293.28	215.52
93	240	199.36
94	219.36	267.04
95	247.04	245.6
96	268.8	232.32
97	234.4	255.2
98	266.08	240.96
99	214.72	242.08
100	259.52	298.88
101	196.96	253.12
102	322.24	281.44
103	236.16	166.24
104	286.56	246.08
105	233.28	229.44
106	212	243.36
107	220.64	266.72
108	209.12	275.52
109	278.88	274.4
110	197.44	287.52
111	270.4	155.52
112	298.56	238.08
113	198.88	254.08
114	259.68	241.44
115	288.8	208.96
116	199.04	205.12
117	301.28	223.36
118	200.32	219.04
119	300.8	293.92
120	293.92	245.44
avg	250.92	244.387
delay	0.264782	0.253571
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs5', '--datarate=5e5', '--packetSize=2e2', '--tcp=0', '--RngRun=3'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
