Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.643s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	13.4	13.8
61	1171.36	1202.8
62	987.28	1218
63	847.44	871.2
64	1011.12	928.56
65	1098.56	1126.24
66	1308.56	888.56
67	821.36	1057.12
68	744.64	712.64
69	880.24	797.6
70	876.56	974.96
71	1007.84	902
72	794.32	1146.32
73	976.8	1038.24
74	846.4	991.04
75	1026.8	1009.44
76	1291.44	990.4
77	880.64	830
78	835.12	1117.52
79	1323.2	888.56
80	1344.88	909.6
81	1048.08	866
82	841.92	1166.16
83	970.96	1123.52
84	1178.8	1074.24
85	757.6	1114.72
86	957.44	1049.76
87	1148.88	1092.64
88	1084.64	1188.96
89	955.92	992.72
90	1103.6	952.56
91	740.8	1110.24
92	1064.4	1109.92
93	1019.68	1103.92
94	989.52	607.2
95	850.8	1149.76
96	663.04	1036
97	996.24	1245.28
98	1032.8	1239.36
99	822.16	1174.24
100	920.4	1161.68
101	1172.96	964.48
102	1255.76	976.8
103	847.76	1139.84
104	748.64	954.56
105	1098.8	1051.68
106	1105.92	855.2
107	819.68	1108.48
108	909.6	1172.96
109	993.6	859.76
110	696.96	1074.8
111	1106.08	1184.56
112	1043.84	1032.24
113	780.08	1136.8
114	850.48	992.72
115	1187.44	902.72
116	1015.92	1074.64
117	914.72	807.44
118	1115.36	1062.48
119	1106.88	1300.64
120	946	912.72
(1,0)	(2,6914)	(3,0)	(4,54907)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	982.312	1028.75
delay	32.7037	30.0553
loss	0.000974593	0.000215643
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs3', '--datarate=20e5', '--packetSize=1e2', '--tcp=0', '--RngRun=32'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
