Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.675s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	13.4	13.8
61	1512.16	1574.4
62	1215.84	1459.84
63	1028.64	1079.36
64	1337.6	1213.28
65	1415.84	1466.56
66	1520	999.52
67	1026.4	1323.04
68	930.56	890.08
69	1100.48	996.32
70	1152.96	1277.12
71	1241.76	1127.04
72	988.48	1397.44
73	1187.68	1279.36
74	1093.12	1275.84
75	1249.44	1223.36
76	1614.56	1236.32
77	1168.64	1167.68
78	999.84	1269.6
79	1627.04	1107.36
80	1698.56	1139.68
81	1308	1115.04
82	1059.52	1478.24
83	1319.84	1394.88
84	1412.8	1373.28
85	948.48	1412.32
86	1135.2	1221.92
87	1665.76	1600.64
88	1407.2	1456.16
89	974.4	1085.6
90	1353.28	1175.84
91	1025.12	1433.6
92	1319.04	1355.52
93	1195.84	1359.52
94	1246.4	752.96
95	1063.04	1444
96	804.16	1273.76
97	1290.56	1672.64
98	1307.68	1528.16
99	970.88	1376.16
100	1245.92	1496.48
101	1490.88	1234.4
102	1517.12	1255.84
103	992.64	1317.12
104	943.2	1197.44
105	1360.8	1307.2
106	1406.08	1082.4
107	1033.28	1409.28
108	1248.64	1473.92
109	1099.84	1028.64
110	963.04	1437.44
111	1290.72	1390.4
112	1302.88	1287.2
113	1036.48	1488.48
114	1049.76	1217.92
115	1513.12	1099.36
116	1191.84	1327.2
117	1144	1009.6
118	1476.8	1387.52
119	1386.88	1678.88
120	1107.84	1035.68
(1,0)	(2,13979)	(3,0)	(4,5390)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	1228.64	1286.26
delay	0.652016	0.591174
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs5', '--datarate=25e5', '--packetSize=2e2', '--tcp=0', '--RngRun=32'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
