Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.691s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	18.6	14.6
61	596.88	481.28
62	499.36	487.36
63	506.32	491.44
64	506.88	488.4
65	493.52	487.28
66	497.12	512.32
67	484.56	522.08
68	523.12	482.72
69	546	548.48
70	476.8	485.12
71	500.08	473.6
72	475.84	501.68
73	479.6	477.44
74	523.44	487.68
75	476.96	503.12
76	501.68	466.8
77	495.84	488.08
78	481.12	488.96
79	484.4	482.56
80	489.92	495.04
81	478	480
82	532.72	532.96
83	497.6	492.72
84	503.12	506.88
85	460.08	507.12
86	465.92	513.28
87	474.88	488.32
88	481.84	484.8
89	495.44	489.12
90	478.4	478.4
91	484.32	484.4
92	523.28	484
93	480	479.12
94	497.92	484.8
95	476	494.72
96	518	479.6
97	513.68	486.32
98	487.04	499.28
99	479.36	477.44
100	494.88	500.08
101	481.04	513.12
102	489.44	484.4
103	572.8	508.8
104	487.04	495.36
105	473.68	494.72
106	497.12	473.44
107	482.72	518.96
108	480.48	491.84
109	535.68	522.16
110	485.92	486.08
111	482.4	492.64
112	531.6	480.32
113	603.28	494.64
114	503.68	491.6
115	526.24	541.68
116	514.56	481.04
117	487.52	493.92
118	485.6	485.6
119	494.16	521.28
120	485.2	480.32
avg	499.368	494.112
delay	2468.81	2038.31
loss	0.698789	0.706277
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs5', '--datarate=25e5', '--packetSize=1e2', '--tcp=0', '--RngRun=27'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
