Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.735s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	19	16.2
61	1088.32	858.96
62	1038.64	946.32
63	1006.8	1098.8
64	1070.48	963.76
65	1016.96	1003.04
66	1080.8	980.32
67	988.48	1145.28
68	1137.12	1158.24
69	1185.44	982.88
70	981.6	956.96
71	1106.64	1117.68
72	973.2	1173.68
73	1086	1041.68
74	957.44	961.28
75	1124.48	1169.92
76	1242.4	1053.92
77	945.2	1219.28
78	1117.6	1006.88
79	1108	1159.52
80	1091.76	1006.8
81	933.28	1002.4
82	982.88	956
83	1069.92	1027.68
84	908.56	1023.6
85	1040.48	961.12
86	973.36	929.36
87	1048.64	998.72
88	967.2	984.48
89	1053.84	1044.72
90	1089.6	1103.52
91	1045.36	930.32
92	1007.68	927.36
93	1123.92	840.24
94	1178.08	1025.92
95	976.48	1097.76
96	1185.36	992.56
97	1094.32	1212.88
98	1205.92	960.8
99	1127.2	783.2
100	1119.44	910
101	960	1004.48
102	1024.64	1029.76
103	929.52	1041.2
104	1071.36	971.84
105	1031.2	980.96
106	1046	984.4
107	1076.08	1005.84
108	1014.72	1056.8
109	1095.04	1159.04
110	941.44	1074.56
111	1012.16	1304.64
112	930.96	1021.68
113	1091.04	947.04
114	1136.96	980.16
115	995.36	1142.88
116	1008.8	1133.92
117	913.04	1336.56
118	1026.48	1414.08
119	1133.28	1084.8
120	896.88	935.12
(1,0)	(2,93)	(3,0)	(4,71921)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	1046.9	1038.79
delay	820.678	123.819
loss	0.264232	0.000816104
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs3', '--datarate=25e5', '--packetSize=1e2', '--tcp=0', '--RngRun=34'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
