Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.658s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4
60	14.2	14	13.6	15
61	1361.2	1283.6	1244.8	1298
62	1084	1110.8	1253.6	1235.6
63	1054.8	1216	942.4	1197.6
64	1111.6	1100.8	1088	1392
65	1304.4	1356.4	1315.6	1348.8
66	1395.2	1081.6	1248	1391.2
67	1242.4	1329.6	1054	1199.6
68	1232	1200.8	1168	992
69	1294	1258	1405.6	1343.2
70	1574.8	1206.8	1466.8	1376.8
71	1448.4	1346	839.6	1510
72	1434.4	1415.2	1513.6	1609.2
73	1362.4	1068.4	1543.2	1131.2
74	1239.6	1354.8	1255.2	1185.2
75	1407.2	1312	1419.6	1090.8
76	880.8	1604.4	1390	1181.2
77	1556.4	1114.8	1206.8	1530
78	1568.8	1663.2	1221.2	891.2
79	1309.2	1157.6	1160	1140.4
80	968.8	1219.6	1277.6	1287.2
81	1293.6	920.4	1294	1540.4
82	1252.4	1326.8	1153.2	1144.8
83	1107.2	932	1050.8	1256.4
84	1174.8	1192.4	936.8	1395.6
85	943.2	1412	1443.6	1468.8
86	1383.2	1636.8	1179.6	1624
87	890.4	1273.6	1150.8	1299.6
88	1956	1537.2	1336	1052.4
89	1383.6	1343.2	999.6	1378.8
90	1066.8	1122	1394	1274
91	1388.4	1313.2	1478.4	1269.2
92	1003.2	1219.6	924	1242
93	1563.6	1300.4	1191.6	1032.4
94	1278	1572.4	1120.8	1314.4
95	781.2	1012	1578.8	1042.8
96	1616	1289.2	1625.2	1147.6
97	1287.2	1088.4	1496	1413.6
98	1277.6	1133.2	1276.4	863.6
99	1302.4	1480.4	1353.6	730.8
100	1308.8	1208.8	1126.4	1674.4
101	1688	1328.8	1384.4	1012
102	1371.6	1425.2	1332.4	1661.2
103	1196	1294	1036	1418
104	1050.4	1078.4	1537.2	1526.4
105	1231.6	1111.2	1390.4	1398.4
106	1260	1121.2	1155.2	1107.6
107	1287.2	1403.6	1194.4	1272
108	1177.2	1011.6	1117.6	1494.8
109	1005.6	1293.2	1071.6	1205.6
110	1406	1486.8	1553.6	1346.4
111	1219.6	1276.8	1387.2	1488
112	1241.2	1559.6	1241.6	1389.6
113	1194.8	1378	1403.6	1464.4
114	1089.2	1309.6	910	1431.2
115	1440.8	977.2	1537.2	1244.4
116	1398	1478.8	1586	1009.2
117	1366.4	967.2	1222.4	1275.2
118	1461.6	694	1444.8	1486.4
119	1312.4	1468.4	1368.4	1158.4
120	1025.6	1231.6	1062.8	1332.4
(1,0)	(2,14541)	(3,0)	(4,3029)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	1275.19	1260.16	1267.67	1286.97
delay	0.785807	0.78982	0.809283	0.943818
loss	0	0	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile4.txt', '--routingFile=locationtxt/routingFile4.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs3', '--datarate=25e5', '--packetSize=5e2', '--tcp=0', '--RngRun=10'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
