Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.535s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	14.8	14.2
61	963.2	1208.8
62	786.56	863.84
63	1120.48	1003.04
64	1176.96	1050.88
65	1020	847.84
66	1095.36	1069.92
67	883.52	1180.64
68	1005.6	863.52
69	830.4	1178.88
70	1143.2	1127.2
71	737.44	1246.56
72	1029.44	1097.76
73	1092.8	986.08
74	696.16	929.6
75	1342.24	904.32
76	1247.52	848.8
77	1005.44	894.08
78	989.12	1140.16
79	901.76	731.68
80	864.48	770.56
81	956.16	921.92
82	792.64	873.92
83	1037.28	1052.32
84	1183.52	861.6
85	1292.32	993.76
86	1095.2	929.12
87	952.32	1148.96
88	851.52	1331.2
89	746.4	1116.96
90	954.24	1104.32
91	989.6	1148.64
92	955.84	986.56
93	912.16	882.08
94	1462.56	787.2
95	1104	1099.52
96	919.68	1159.84
97	1178.88	1029.44
98	1146.56	858.08
99	1343.52	1155.2
100	907.84	804.48
101	1307.68	963.84
102	914.24	970.24
103	797.12	849.28
104	797.92	1072.32
105	744.16	1143.2
106	852.48	1138.4
107	1328.96	899.04
108	961.44	1199.52
109	1166.88	748.48
110	882.56	906.88
111	1142.72	755.84
112	949.6	1088.48
113	858.08	1076.96
114	1040.32	899.52
115	995.04	1118.72
116	787.84	641.6
117	1055.2	909.12
118	880.96	917.12
119	1214.08	1211.04
120	1162.08	824.64
avg	1009.22	992.059
delay	16.4434	14.6902
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs3', '--datarate=20e5', '--packetSize=2e2', '--tcp=0', '--RngRun=16'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
