Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.679s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	14	13.2
61	849.6	1058.56
62	1059.68	1029.92
63	991.36	1033.28
64	1074.24	1041.6
65	933.36	961.36
66	1050.24	1030.4
67	948.16	929.92
68	920.24	895.76
69	915.52	929.92
70	889.6	921.92
71	944.24	924.24
72	1101.84	882.48
73	978.4	1116.96
74	1016.8	1075.2
75	912.8	1002.08
76	887.6	948.88
77	938.24	875.2
78	1000.08	915.44
79	1006.32	994
80	985.68	1073.2
81	1055.84	1185.12
82	1083.36	776.96
83	1105.04	958
84	952.48	896.48
85	955.76	907.92
86	1002.8	896.4
87	924.88	974.96
88	905.92	1019.52
89	917.44	958.4
90	1024.96	1066.4
91	928.96	943.04
92	985.76	1032.64
93	1139.12	1217.68
94	879.6	949.84
95	1107.68	948.32
96	856.4	894
97	919.84	887.52
98	961.2	991.44
99	893.28	879.84
100	974.72	984.64
101	932.56	936.88
102	1031.68	1066.4
103	900.4	996.24
104	1009.36	949.84
105	1052.56	954.8
106	1051.68	942.32
107	899.44	877.84
108	969.12	964.48
109	902.56	934.88
110	891.52	936.64
111	914.08	935.2
112	988.72	919.76
113	928.88	931.28
114	1083.44	1053.52
115	1033.68	973.68
116	975.92	949.52
117	870.32	889.36
118	930.4	1027.52
119	894.56	988
120	1015.28	957.2
(1,0)	(2,41)	(3,0)	(4,72275)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	970.92	969.913
delay	154.914	1791.24
loss	0.00613213	0.469117
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs3', '--datarate=30e5', '--packetSize=1e2', '--tcp=0', '--RngRun=9'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
