Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.698s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	16.6	13.6
61	1166.24	991.92
62	958.4	1093.44
63	1060.8	982.88
64	1058	1062.88
65	759.68	1012.4
66	1174.24	918.24
67	1250.64	1092
68	1055.44	1050.08
69	773.2	777.76
70	1057.84	943.92
71	1224.4	744.16
72	1122.56	991.2
73	980.72	927.68
74	1080.32	1004.56
75	1058.48	827.2
76	1167.28	840.8
77	1081.6	1013.36
78	883.68	779.44
79	1293.12	798.88
80	729.84	1104
81	1126.16	1048.72
82	1191.36	1081.28
83	997.84	798.64
84	996.32	955.36
85	898	990.64
86	790.96	967.2
87	1090.64	999.84
88	1130.88	1181.76
89	1254.08	827.52
90	865.44	864.56
91	1011.44	1192.16
92	877.84	693.28
93	1243.12	861.44
94	1121.12	1285.44
95	1088.32	1083.04
96	1110.88	1135.52
97	1260.24	927.84
98	897.28	1090.4
99	910.24	887.6
100	1041.04	809.28
101	1008.8	1114.88
102	1234.64	1040
103	765.76	754.08
104	927.6	972.32
105	1261.04	957.68
106	991.44	791.76
107	763.6	782.24
108	784.16	1073.12
109	653.28	1021.52
110	952.72	1128.96
111	938.56	1236
112	1036.8	1333.12
113	1073.84	840.48
114	899.6	613.84
115	808.96	905.28
116	877.28	764.16
117	997.44	751.92
118	951.84	1165.12
119	849.36	1068.64
120	1111.04	1379.84
(1,0)	(2,10828)	(3,0)	(4,49429)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	1012.12	972.221
delay	14.8776	14.4394
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs4', '--datarate=20e5', '--packetSize=1e2', '--tcp=0', '--RngRun=5'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
