Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.674s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	17.2	14.6
61	1289.76	1246.72
62	1384.48	1175.68
63	1089.12	1066.4
64	1129.12	1356.8
65	1320.64	1317.28
66	1308.48	1428.48
67	926.56	1140.8
68	1186.56	1253.28
69	1507.52	882.72
70	1252	1474.88
71	1391.04	1268.16
72	1015.2	1032.48
73	1278.08	1496.16
74	1366.88	978.56
75	1000	1124.32
76	1234.72	1010.72
77	904.96	1444
78	1162.56	1329.92
79	1492.96	824.8
80	1463.52	1170.56
81	1204	1373.28
82	1193.44	1326.24
83	1483.68	1409.44
84	1247.84	1200.32
85	1118.08	1516.48
86	800.96	1236.48
87	1606.72	1107.68
88	1105.92	1232
89	1339.04	1347.52
90	1192	1402.56
91	1393.12	1437.76
92	1580.16	1208.48
93	1266.4	1422.56
94	1188	1247.36
95	1438.56	1721.28
96	992.96	1471.68
97	1378.72	1293.6
98	1367.36	1524.8
99	1474.88	849.44
100	1025.44	1379.84
101	1251.52	1279.36
102	860	1216.32
103	1044.8	1057.92
104	1350.72	1248.64
105	930.72	1630.4
106	1575.36	1528.48
107	1171.84	1367.2
108	1436	1233.44
109	1743.2	1006.08
110	1340.64	1241.44
111	1280.64	1360.16
112	981.76	1512.96
113	838.72	1475.2
114	1166.24	1060.8
115	1372.8	1473.6
116	1123.68	1017.76
117	1024	1267.52
118	1577.76	945.6
119	1488.64	1079.2
120	1810.4	1295.84
(1,0)	(2,15012)	(3,0)	(4,5588)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	1257.85	1267.16
delay	0.579957	0.580728
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs5', '--datarate=25e5', '--packetSize=2e2', '--tcp=0', '--RngRun=42'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
