Waf: Entering directory `/home/jw27/ns-3.30-obss/build'
Waf: Leaving directory `/home/jw27/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.449s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4
60	13.4	15.6	14.2	15.6
61	421.76	535.36	470.8	407.36
62	427.76	574.4	490.24	543.04
63	519.84	562.56	352.88	522.32
64	469.2	547.68	389.44	460.8
65	482.24	498.08	522.8	559.28
66	491.36	539.28	473.28	559.28
67	408.8	460.24	687.84	616.96
68	432.24	549.44	571.84	468.72
69	461.52	446.56	390.64	548.32
70	476.08	450.88	522.08	482.32
71	562.24	656.48	488.88	510.24
72	495.52	424.96	442.4	448.24
73	462.8	542.32	457.84	636.08
74	470	422.72	607.68	463.52
75	498.8	664.4	362.08	452.96
76	379.76	449.36	441.84	544.88
77	504.48	714.8	662.64	344.24
78	251.44	455.12	605.6	517.76
79	646.16	463.84	521.52	592.8
80	586.16	492.64	337.84	478.96
81	527.44	565.52	577.28	472.24
82	693.36	333.76	421.92	523.52
83	492.4	512.08	435.2	462.4
84	657.52	512.24	552	450.8
85	513.44	541.6	639.76	423.44
86	436.8	414.4	440.24	390.24
87	509.6	495.92	455.04	532.48
88	525.68	504.16	654.64	582
89	410.64	461.52	353.36	631.52
90	590.72	447.76	493.36	618.56
91	445.28	520.8	450.56	493.6
92	496.56	511.2	575.28	524.32
93	406.56	532.48	675.6	425.68
94	624.96	538.24	464.24	417.44
95	376.32	631.2	469.12	451.2
96	451.2	459.28	546.48	620.64
97	420.08	604.24	596.8	603.36
98	422.4	659.36	534.72	376.16
99	577.76	472.96	510.8	534.16
100	447.12	467.12	557.44	588.88
101	564	554.08	511.2	464.96
102	489.44	480	525.6	456.56
103	520.4	441.84	402.32	476.72
104	468.24	552.08	368.08	486.24
105	520.8	715.52	491.44	384.72
106	576.48	413.36	429.12	462.32
107	480.72	527.12	540.24	499.92
108	444.4	465.36	479.76	563.84
109	510.08	497.76	640.72	494.4
110	573.52	517.28	618.64	533.36
111	406.16	491.52	499.44	408.72
112	512.16	489.04	401.84	521.92
113	483.2	532.72	584.32	563.2
114	422.88	533.2	648.32	648.8
115	582.8	456	415.04	456.88
116	568.48	501.6	468.08	484.96
117	578.16	284	504.16	564.32
118	597.52	616.08	443.28	541.12
119	396.88	463.84	700.96	466.4
120	456.32	407.52	600.48	527.76
(1,0)	(2,20610)	(3,0)	(4,43252)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	493.777	509.615	507.951	504.797
delay	6.18613	6.61779	6.33357	5.50659
loss	0	0	0	0
Command ['/home/jw27/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile4.txt', '--routingFile=locationtxt/routingFile4.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs4', '--datarate=10e5', '--packetSize=1e2', '--tcp=0', '--RngRun=1'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
