Waf: Entering directory `/home/synrg/Documents/Jiaming/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/Documents/Jiaming/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.808s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3
60	14.8	15	14.6	15.2
61	3544	3544	3544	3544
62	3544	3544	3544	3544
63	3552	3552	3544	3536
64	3552	3536	3544	3552
65	3536	3560	3560	3536
66	3544	3536	3528	3544
67	3536	3536	3544	3552
68	3552	3552	3536	3536
69	3520	3528	3544	3536
70	3544	3536	3520	3528
71	3536	3536	3552	3552
72	3552	3560	3560	3536
73	3544	3536	3536	3552
74	3536	3536	3536	3536
75	3552	3552	3536	3544
76	3536	3544	3560	3536
77	3544	3536	3528	3544
78	3536	3536	3544	3544
79	3552	3560	3544	3544
80	3544	3520	3536	3544
81	3552	3568	3560	3552
82	3544	3536	3544	3552
83	3528	3544	3544	3544
84	3560	3536	3536	3536
85	3528	3536	3536	3536
86	3544	3560	3544	3536
87	3544	3536	3536	3544
88	3536	3536	3536	3536
89	3536	3536	3552	3552
90	3536	3544	3544	3528
91	3560	3536	3536	3552
92	3536	3552	3544	3536
93	3536	3536	3528	3536
94	3544	3544	3560	3560
95	3552	3552	3552	3536
96	3536	3536	3528	3536
97	3536	3536	3528	3536
98	3544	3544	3544	3544
99	3536	3536	3536	3536
100	3536	3520	3536	3536
101	3544	3552	3552	3552
102	3528	3544	3520	3520
103	3544	3536	3552	3544
104	3544	3536	3544	3552
105	3528	3536	3528	3520
106	3536	3536	3528	3536
107	3528	3528	3544	3544
108	3560	3552	3552	3552
109	3544	3560	3544	3536
110	3544	3536	3536	3544
111	3536	3536	3552	3544
112	3552	3552	3552	3544
113	3536	3544	3544	3552
114	3544	3536	3536	3528
115	3544	3536	3536	3552
116	3544	3560	3536	3536
117	3544	3536	3560	3560
118	3536	3536	3536	3528
119	3544	3536	3536	3544
120	3544	3560	3536	3536
avg	3541.73	3541.87	3541.47	3541.47
delay	1275.71	1267.7	1272.45	1271.16
loss	0.489045	0.488494	0.488887	0.488739
Command ['/home/synrg/Documents/Jiaming/ns-3.30-obss/build/scratch/simple-ofdma', '--ofdmaEnabled=false', '--rtscts=1', '--clNum=4', '--startTime=60', '--totalTime=120', '--dataMode=HeMcs4', '--datarate=7e6', '--RngRun=16'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
