Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.735s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	12.8	15.2
61	526.32	547.52
62	577.52	546.16
63	548.56	549.2
64	492.08	533.84
65	627.44	601.84
66	498.08	514.4
67	549.36	566.48
68	511.6	513.04
69	495.92	540.4
70	484.08	477.2
71	552	486.48
72	501.68	499.52
73	521.6	586.4
74	540.96	606.24
75	547.12	508
76	539.84	564.8
77	523.92	586.08
78	487.84	501.52
79	468.4	512.48
80	527.2	471.92
81	490.48	482.48
82	521.12	491.52
83	484.48	494.8
84	520	525.68
85	570.56	566.16
86	523.92	492.56
87	550.72	543.76
88	502.96	491.76
89	507.76	486.4
90	494.88	520.88
91	506.8	532.4
92	491.36	479.84
93	543.36	526.96
94	644.08	514.8
95	481.28	559.36
96	487.92	518
97	521.52	486.8
98	542.56	525.04
99	486.96	561.6
100	492	504.64
101	486.56	545.2
102	544.24	512.96
103	516.32	494.88
104	494.48	479.92
105	528.32	476.08
106	588.72	585.92
107	535.2	517.52
108	490.16	528.4
109	512.08	525.04
110	549.04	581.28
111	514.24	487.28
112	500	534.4
113	490.8	494.88
114	506.72	509.52
115	569.52	483.6
116	538.16	552.56
117	472	517.84
118	492.8	483.2
119	547.04	568.24
120	515.28	478.16
avg	521.299	522.931
delay	935.887	1624.41
loss	0.355085	0.612477
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs5', '--datarate=20e5', '--packetSize=1e2', '--tcp=0', '--RngRun=21'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
