Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.660s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	14.8	15.2
61	862.4	756.4
62	1034.8	1005.2
63	873.2	821.6
64	953.2	976.8
65	890.4	1145.6
66	684.4	827.2
67	974.8	1231.2
68	996.4	1248.4
69	779.2	1422.4
70	986.8	1181.2
71	902.8	693.6
72	866	1095.2
73	843.2	1014.8
74	869.2	845.6
75	1072.8	799.2
76	1394.8	1078.8
77	1002	818
78	1072	1096.8
79	900.4	846.4
80	808.4	912.4
81	834.4	1342
82	1172.4	937.6
83	981.2	647.6
84	1116.4	933.6
85	1288.8	1321.6
86	802.8	678.8
87	1018.4	678
88	1068.8	955.2
89	665.2	1033.2
90	863.6	1319.6
91	918.8	1177.6
92	729.2	1050.8
93	713.6	1422
94	1122.8	864.8
95	1116.4	913.2
96	1053.6	986.4
97	750.8	1019.6
98	1044.8	976
99	1050.4	1093.2
100	1216.8	862.4
101	1219.2	990.4
102	1053.2	937.2
103	1248.8	986
104	1116.8	1028
105	1164.8	1064.8
106	870.8	848.8
107	831.6	827.2
108	720.4	852
109	871.6	963.6
110	1123.2	861.6
111	980.8	978.8
112	1261.6	1012
113	1235.6	642.8
114	729.2	993.2
115	759.6	856
116	740	789.6
117	1060.4	967.2
118	893.2	1086
119	1326	1010.4
120	793.2	1084.4
(1,0)	(2,174)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
(1,0)	(2,0)	(3,0)	(4,0)	
avg	971.607	980.167
delay	0.117591	0.156822
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=true', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs5', '--datarate=20e5', '--packetSize=5e2', '--tcp=0', '--RngRun=50'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
