Waf: Entering directory `/home/synrg/Documents/Jiaming/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/Documents/Jiaming/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.629s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20
60	14.2	13.6	15.4	17.4	15.4	16	14.4	13.2	15	12.8	14.8	17	15.4	16	15.8	12.2	13.8	14.4	11.8	16.2
61	96	96	96	96	96	80	64	72	96	88	80	80	80	80	72	80	88	56	40	48
62	96	96	88	96	88	48	40	40	64	48	56	64	80	56	40	56	64	48	32	32
63	104	104	104	104	96	64	48	48	56	72	72	88	80	80	48	56	72	64	48	80
64	96	96	88	96	88	48	48	48	96	64	56	64	88	72	72	80	72	64	56	64
65	104	104	104	104	104	16	80	80	80	80	64	64	104	88	88	104	96	96	72	72
66	96	96	96	96	80	88	32	40	64	72	64	80	80	72	40	56	96	64	40	48
67	104	104	104	104	104	88	80	96	80	80	72	80	104	104	96	96	96	88	80	88
68	96	96	88	96	88	0	64	64	72	80	80	80	80	80	72	80	80	88	56	64
69	104	104	104	104	96	72	48	64	80	88	88	88	96	48	24	40	96	64	40	48
70	96	96	96	96	96	120	48	56	72	56	56	64	96	72	80	72	64	64	40	40
71	104	104	104	104	96	72	64	64	0	72	64	80	64	64	40	56	88	96	64	64
72	96	96	96	96	80	80	72	72	184	80	80	80	80	80	80	80	72	88	80	80
73	104	104	104	104	88	64	48	56	96	64	56	64	8	80	64	72	80	72	48	56
74	96	96	96	96	96	80	72	72	88	88	80	80	168	96	80	88	88	80	64	64
75	104	104	104	104	96	72	80	80	80	88	72	72	96	72	72	80	80	96	80	80
76	96	96	96	96	96	56	64	72	80	88	80	80	48	72	64	72	80	72	56	64
77	104	104	104	104	88	64	72	64	88	80	72	88	128	96	80	80	96	64	56	64
78	96	96	96	96	96	72	56	56	80	64	56	64	88	64	40	40	88	64	32	56
79	104	104	104	104	88	56	48	56	72	72	64	64	104	80	64	64	96	72	56	64
80	96	96	96	96	88	0	72	64	80	56	40	40	88	56	40	56	80	80	40	40
81	104	104	104	104	104	0	64	72	80	72	72	80	80	72	64	80	80	80	64	72
82	96	96	88	96	88	0	80	80	96	96	88	88	96	88	72	72	96	88	88	96
83	104	104	96	104	104	320	72	72	88	72	64	64	96	64	64	88	88	72	64	80
84	96	96	96	96	88	64	72	64	88	88	88	96	80	72	56	48	88	80	72	80
85	104	104	96	104	96	72	64	72	96	88	88	88	80	96	80	80	104	104	80	80
86	96	96	96	96	56	56	40	40	96	64	72	72	0	72	56	64	80	80	64	64
87	104	104	104	104	96	40	40	40	40	88	64	80	176	48	40	64	72	88	40	40
88	96	96	96	96	88	72	72	72	0	80	88	96	80	80	88	88	80	80	72	72
89	104	104	104	104	96	72	56	56	240	64	64	80	64	48	56	48	16	80	56	48
90	96	96	96	96	88	40	64	72	88	72	64	72	96	64	56	72	152	88	72	80
91	104	104	104	104	104	40	80	56	88	64	56	64	104	88	56	56	96	96	64	72
92	96	96	96	96	96	120	64	72	96	64	56	64	88	56	56	64	88	72	56	72
93	104	104	104	104	96	72	64	64	88	80	80	80	88	80	56	56	72	72	64	72
94	96	96	96	96	96	80	72	72	64	72	72	72	40	72	72	88	64	72	56	56
95	104	104	96	104	104	40	72	80	80	88	80	80	0	80	72	88	80	80	80	88
96	96	96	88	96	96	80	56	56	80	64	72	64	224	80	56	64	72	48	48	48
97	104	104	104	104	104	80	64	56	104	72	56	72	40	88	56	64	88	64	40	40
98	96	96	96	96	96	80	80	80	80	80	64	72	144	80	72	88	80	64	56	64
99	104	104	104	104	96	80	72	80	104	96	96	104	88	80	64	64	96	96	88	88
100	96	96	96	96	80	16	56	56	88	80	80	88	80	72	64	72	88	88	80	88
101	104	104	104	104	104	96	56	64	104	72	72	88	88	80	64	72	0	80	64	80
102	96	96	96	96	88	0	64	64	96	80	80	88	88	72	64	64	168	80	72	72
103	104	104	104	104	96	160	56	56	104	88	80	80	104	72	56	72	88	72	40	48
104	96	96	96	96	96	32	88	88	80	96	88	88	96	64	64	64	88	80	72	80
105	104	104	104	104	96	0	64	64	104	104	88	88	104	96	88	88	56	88	80	80
106	96	96	96	96	96	0	72	64	88	72	56	56	88	88	72	64	112	72	56	64
107	104	104	104	104	104	296	88	80	104	80	80	80	88	88	64	64	88	88	72	80
108	96	96	96	96	88	56	56	56	80	72	64	64	72	88	56	56	88	80	64	72
109	104	104	104	104	96	72	80	88	88	88	88	88	88	80	64	64	88	104	88	88
110	96	96	96	96	88	16	40	64	72	56	40	40	72	72	64	64	0	80	64	64
111	104	104	104	104	104	104	64	64	48	80	80	96	96	80	56	72	152	80	56	64
112	96	96	96	96	88	88	72	72	136	80	72	72	72	80	72	72	72	88	64	64
