Dst	Src	HeMcs	Txlevel	Num	isObss
3 	  2	  4	  10	  10	  0
2 	  3	  4	  10	  11347	  0
2 	  1	  4	  10	  10	  0
1 	  2	  4	  10	  9453	  0
9 	  8	  4	  10	  9	  0
8 	  9	  4	  10	  9407	  0
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  8978	  0
2 	  3	  4	  10	  8	  1
6 	  5	  4	  10	  10	  0
5 	  6	  4	  10	  8643	  0
5 	  4	  4	  10	  9	  0
4 	  5	  4	  10	  6842	  0
2 	  3	  1	  10	  615	  1
7 	  8	  1	  4	  193	  1
8 	  9	  1	  10	  303	  1
1 	  2	  1	  4	  152	  1

 TotalTx Number= 56000

 TotalReset Number= 6861
