Dst	Src	HeMcs	Txlevel	Num	isObss
12 	  11	  4	  10	  9	  0
11 	  12	  4	  10	  2014	  0
11 	  10	  4	  10	  10	  0
10 	  11	  4	  10	  1536	  0
10 	  9	  4	  10	  10	  0
9 	  10	  4	  10	  1496	  0
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  2015	  0
7 	  6	  4	  10	  10	  0
6 	  7	  4	  10	  1645	  0
6 	  5	  4	  10	  10	  0
5 	  6	  4	  10	  1695	  0
16 	  15	  4	  10	  9	  0
15 	  16	  4	  10	  2900	  0
15 	  14	  4	  10	  10	  0
14 	  15	  4	  10	  1721	  0
14 	  13	  4	  10	  9	  0
13 	  14	  4	  10	  1519	  0
4 	  3	  4	  10	  9	  0
3 	  4	  4	  10	  2678	  0
3 	  2	  4	  10	  9	  0
2 	  3	  4	  10	  2004	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  1529	  0
3 	  4	  0	  10	  5	  1
11 	  12	  0	  10	  41	  1
7 	  8	  0	  10	  16	  1
6 	  7	  1	  4	  9	  1
5 	  6	  1	  4	  4	  1
15 	  16	  1	  10	  20	  1
14 	  15	  1	  10	  4	  1
6 	  7	  1	  10	  8	  1
11 	  12	  1	  10	  3	  1
15 	  16	  0	  10	  5	  1
2 	  3	  1	  10	  5	  1
10 	  11	  1	  4	  5	  1
3 	  4	  1	  10	  4	  1
10 	  11	  1	  10	  4	  1

 TotalTx Number= 23000

 TotalReset Number= 6357
