Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.637s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3
60	16	19.2	19.6	16.4
61	3536	3536	3520	3520
62	3536	3536	3552	3552
63	3552	3560	3544	3536
64	3544	3536	3544	3544
65	3536	3536	3544	3544
66	3552	3560	3544	3544
67	3544	3536	3552	3544
68	3536	3536	3536	3536
69	3544	3536	3536	3552
70	3528	3536	3536	3536
71	3536	3544	3544	3544
72	3544	3536	3520	3520
73	3544	3536	3552	3552
74	3544	3560	3536	3536
75	3544	3536	3560	3560
76	3552	3544	3536	3536
77	3536	3536	3536	3536
78	3544	3552	3544	3544
79	3536	3536	3552	3536
80	3544	3536	3536	3552
81	3544	3544	3536	3536
82	3536	3536	3544	3544
83	3544	3552	3544	3536
84	3552	3560	3544	3552
85	3536	3520	3544	3544
86	3536	3536	3536	3536
87	3544	3552	3552	3536
88	3536	3536	3536	3544
89	3536	3544	3544	3552
90	3560	3552	3552	3536
91	3536	3536	3536	3552
92	3536	3544	3544	3544
93	3552	3536	3536	3536
94	3528	3536	3536	3536
95	3536	3536	3536	3528
96	3536	3544	3536	3528
97	3544	3536	3544	3560
98	3536	3536	3536	3536
99	3552	3536	3536	3536
100	3536	3560	3552	3536
101	3544	3536	3544	3544
102	3552	3536	3536	3552
103	3528	3536	3536	3536
104	3528	3544	3544	3536
105	3560	3544	3536	3544
106	3536	3544	3552	3536
107	3536	3536	3536	3552
108	3536	3544	3520	3520
109	3552	3536	3560	3560
110	3528	3536	3536	3520
111	3552	3544	3536	3552
112	3528	3536	3544	3544
113	3552	3552	3552	3544
114	3552	3544	3536	3544
115	3536	3552	3544	3536
116	3544	3520	3536	3544
117	3536	3552	3552	3536
118	3552	3544	3536	3552
119	3544	3536	3544	3544
120	3528	3536	3536	3536
avg	3541.2	3541.07	3541.07	3541.07
delay	800.394	799.053	799.09	800.521
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma', '--ofdmaEnabled=false', '--rtscts=1', '--clNum=4', '--startTime=60', '--totalTime=120', '--dataMode=HeMcs4', '--datarate=6e6', '--RngRun=7'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
