Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.634s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-0	cl-1	cl-2	cl-3
60	16	19.2	19.6	16.4
61	4864	4856	4856	4856
62	4872	4872	4864	4880
63	4880	4888	4880	4872
64	4880	4880	4880	4880
65	4880	4880	4880	4880
66	4872	4872	4888	4888
67	4896	4888	4880	4888
68	4864	4872	4880	4872
69	4896	4896	4880	4880
70	4872	4864	4872	4880
71	4880	4888	4896	4888
72	4880	4880	4864	4864
73	4880	4880	4880	4880
74	4872	4872	4888	4888
75	4880	4880	4864	4864
76	4880	4880	4896	4896
77	4896	4896	4880	4880
78	4880	4856	4872	4880
79	4872	4888	4880	4880
80	4880	4888	4880	4872
81	4880	4880	4880	4880
82	4880	4880	4880	4880
83	4872	4864	4872	4880
84	4880	4888	4896	4888
85	4880	4880	4880	4880
86	4872	4880	4872	4864
87	4880	4864	4864	4880
88	4880	4888	4880	4872
89	4880	4856	4872	4880
90	4872	4896	4896	4888
91	4880	4880	4864	4864
92	4880	4880	4880	4880
93	4880	4856	4872	4880
94	4856	4880	4880	4872
95	4880	4880	4864	4864
96	4880	4880	4880	4880
97	4872	4872	4888	4888
98	4896	4888	4880	4888
99	4864	4872	4880	4872
100	4896	4896	4880	4880
101	4872	4880	4888	4880
102	4880	4864	4864	4880
103	4880	4888	4896	4888
104	4896	4896	4880	4880
105	4880	4880	4880	4880
106	4872	4864	4872	4880
107	4880	4888	4880	4872
108	4880	4880	4880	4880
109	4880	4856	4872	4880
110	4872	4888	4880	4880
111	4880	4888	4880	4872
112	4880	4880	4880	4880
113	4880	4880	4896	4896
114	4872	4872	4872	4872
115	4880	4880	4864	4864
116	4880	4880	4880	4880
117	4872	4864	4872	4880
118	4880	4888	4896	4888
119	4880	4880	4880	4880
120	4880	4880	4880	4880
avg	4878.53	4878.53	4878.53	4878.67
delay	279.774	281.525	280.967	280.825
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma', '--ofdmaEnabled=true', '--clNum=4', '--startTime=60', '--totalTime=120', '--dataMode=HeMcs4', '--datarate=6e6', '--RngRun=7'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
