Waf: Entering directory `/home/synrg/Documents/Jiaming/ns-3.30-obss/build'
Waf: Leaving directory `/home/synrg/Documents/Jiaming/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.651s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20
60	16.8	11.2	13.4	17	16.8	11.2	14.2	16.4	13.8	14.6	14	11.2	14.2	14.6	15	13.8	16	15.8	18.4	13
61	192	192	192	192	192	120	136	120	160	136	112	120	160	128	104	128	168	152	120	136
62	200	200	200	200	184	128	120	112	184	168	144	160	160	152	120	136	184	152	120	136
63	200	200	200	200	184	104	80	104	160	112	96	104	168	128	88	96	144	128	72	88
64	200	200	200	200	184	144	136	152	144	144	112	120	160	168	144	152	176	144	136	176
65	200	200	192	200	176	104	120	128	160	160	144	144	184	152	120	120	168	176	136	136
66	200	200	200	200	168	136	128	120	192	152	120	136	152	144	96	104	168	160	120	136
67	200	200	192	200	184	32	96	120	168	128	120	128	160	152	112	112	144	152	112	128
68	200	200	200	200	200	256	136	136	192	152	152	176	160	144	128	136	176	160	128	144
69	200	192	200	200	184	128	136	128	200	176	160	160	168	152	128	144	168	200	144	136
70	200	200	200	200	200	136	120	120	152	152	136	144	160	144	120	120	152	168	120	120
71	200	200	200	200	200	152	152	168	176	184	168	168	216	152	120	128	184	168	128	136
72	200	200	200	200	192	112	168	152	168	160	152	160	160	168	152	160	168	160	136	136
73	200	200	200	200	200	184	136	128	176	144	144	160	184	144	120	128	176	184	144	144
74	200	200	200	200	192	152	136	136	176	176	160	168	192	152	136	144	176	160	136	152
75	200	200	200	200	176	104	72	104	168	144	120	120	120	128	128	136	136	120	56	64
76	200	200	200	200	184	128	128	136	184	144	144	152	200	152	104	104	144	152	120	144
77	200	200	200	200	176	160	104	104	168	120	128	120	168	152	120	144	160	176	136	152
78	200	200	200	200	176	144	136	144	176	152	144	144	184	160	160	168	152	184	144	144
79	200	200	200	200	200	176	160	160	192	168	152	160	176	168	152	160	168	160	128	136
80	200	200	192	200	192	144	136	128	168	128	112	120	184	160	120	128	152	128	88	112
81	200	200	200	200	176	120	112	120	168	136	136	144	168	176	136	136	168	152	104	120
82	200	200	200	200	176	144	136	144	176	176	152	152	168	168	128	128	176	128	112	128
83	200	200	200	200	192	128	128	136	176	160	160	160	168	160	136	152	168	176	136	144
84	200	200	200	200	168	144	112	112	176	168	152	160	192	176	144	152	160	168	128	128
85	200	200	200	200	184	136	128	128	168	152	128	128	168	144	112	120	152	168	112	112
86	200	200	200	200	192	136	120	136	152	136	120	128	176	136	88	88	184	152	104	120
87	200	200	200	200	184	120	96	96	144	120	104	104	136	152	120	136	176	152	96	104
88	200	200	200	200	200	160	144	152	184	144	136	152	48	176	160	168	184	168	112	120
89	200	200	200	200	184	112	152	152	176	160	152	160	288	160	144	152	168	168	120	128
90	200	200	200	200	160	128	96	96	160	160	144	160	168	168	120	136	104	160	120	136
91	200	200	200	200	192	136	128	144	168	168	136	152	176	152	128	136	160	136	104	128
92	200	200	200	200	200	128	128	128	168	160	144	152	192	144	104	128	0	168	128	144
93	200	200	200	200	192	144	120	120	168	160	144	144	112	152	112	128	360	168	128	144
94	200	200	192	200	200	144	120	128	176	144	128	136	200	144	128	144	144	136	96	112
95	200	200	200	200	192	136	144	144	184	192	184	192	200	168	144	152	160	168	128	128
96	200	200	200	200	184	104	80	104	160	136	120	136	192	144	104	128	168	160	96	112
97	200	200	200	200	184	136	120	112	152	144	128	136	176	136	120	120	160	160	112	112
