Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.673s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2
60	13.8	16.8
61	540.96	435.84
62	451.84	440.32
63	569.6	468.32
64	476.32	472.16
65	403.84	574.56
66	458.72	532.64
67	531.68	576.96
68	524.32	381.92
69	427.36	463.04
70	513.6	596.32
71	590.08	523.68
72	521.92	471.52
73	420.16	573.44
74	552.16	549.6
75	378.24	564.64
76	602.24	608.64
77	440.16	615.2
78	491.52	385.76
79	514.88	699.2
80	573.6	622.08
81	422.4	578.08
82	611.84	512.64
83	572	479.68
84	572.48	546.88
85	549.92	662.08
86	420.16	415.36
87	529.44	631.84
88	469.12	484
89	413.12	489.12
90	511.04	493.6
91	549.76	448.96
92	323.2	567.68
93	513.28	492.64
94	429.44	293.12
95	383.36	494.08
96	484.64	597.92
97	464.32	731.36
98	291.04	619.04
99	410.88	449.76
100	627.84	446.56
101	459.52	491.36
102	427.36	448.16
103	590.08	522.88
104	556.64	523.2
105	417.44	472.16
106	531.04	631.04
107	560.64	526.4
108	478.72	536.96
109	549.76	562.56
110	641.6	447.68
111	464.32	541.6
112	529.12	495.68
113	594.88	585.6
114	594.4	504.48
115	666.24	512.96
116	569.12	474.08
117	428.64	494.56
118	495.36	441.92
119	549.92	469.6
120	561.92	632.32
avg	503.32	521.757
delay	0.321133	0.314301
loss	0	0
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile2.txt', '--routingFile=locationtxt/routingFile2.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs5', '--datarate=10e5', '--packetSize=2e2', '--tcp=0', '--RngRun=35'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
