Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  3	  4	  10	  1085	  0
3 	  4	  4	  10	  1851	  0
12 	  11	  4	  10	  9	  0
11 	  12	  4	  10	  23	  0
8 	  7	  4	  10	  1181	  0
7 	  8	  4	  10	  1967	  0
3 	  2	  4	  10	  1100	  0
2 	  3	  4	  10	  1346	  0
11 	  10	  4	  10	  14	  0
16 	  15	  4	  10	  1326	  0
15 	  16	  4	  10	  2332	  0
10 	  11	  4	  10	  28	  0
7 	  6	  4	  10	  1378	  0
6 	  7	  4	  10	  1692	  0
6 	  5	  4	  10	  1764	  0
5 	  6	  4	  10	  1615	  0
2 	  1	  4	  10	  1390	  0
1 	  2	  4	  10	  1212	  0
15 	  14	  4	  10	  1468	  0
14 	  15	  4	  10	  1850	  0
14 	  13	  4	  10	  1926	  0
13 	  14	  4	  10	  1711	  0
5 	  6	  0	  2	  154	  1
7 	  8	  2	  10	  63	  1
13 	  14	  3	  7	  16	  1
14 	  15	  1	  8	  23	  1
6 	  7	  1	  8	  21	  1
16 	  15	  4	  10	  10	  1
6 	  7	  2	  10	  18	  1
14 	  15	  2	  10	  10	  1
5 	  6	  3	  7	  13	  1
16 	  15	  4	  7	  4	  1
1 	  2	  0	  2	  114	  1
11 	  12	  0	  7	  1	  1
13 	  14	  0	  2	  130	  1
5 	  6	  1	  8	  11	  1
15 	  16	  1	  8	  10	  1
15 	  16	  2	  10	  8	  1
7 	  8	  3	  10	  9	  1
5 	  6	  1	  4	  5	  1
15 	  16	  0	  7	  3	  1
15 	  14	  4	  2	  21	  1
7 	  8	  1	  8	  18	  1
6 	  7	  3	  7	  6	  1
15 	  14	  4	  8	  9	  1
16 	  15	  4	  8	  4	  1
13 	  14	  1	  8	  4	  1
14 	  15	  3	  7	  22	  1
5 	  6	  5	  10	  1	  1
7 	  8	  0	  7	  2	  1
3 	  4	  1	  10	  4	  1
7 	  6	  4	  5	  10	  1
7 	  6	  4	  7	  5	  1
7 	  6	  4	  8	  1	  1
15 	  14	  4	  7	  1	  1

 TotalReset Number= 10849
