Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  3	  4	  10	  1190	  0
3 	  4	  4	  10	  2165	  0
12 	  11	  4	  10	  1232	  0
11 	  12	  4	  10	  2058	  0
8 	  7	  4	  10	  1240	  0
7 	  8	  4	  10	  2444	  0
3 	  2	  4	  10	  1451	  0
2 	  3	  4	  10	  1708	  0
11 	  10	  4	  10	  1387	  0
16 	  15	  4	  10	  1289	  0
15 	  16	  4	  10	  2484	  0
10 	  11	  4	  10	  1627	  0
7 	  6	  4	  10	  1380	  0
6 	  7	  4	  10	  1816	  0
6 	  5	  4	  10	  1859	  0
5 	  6	  4	  10	  1657	  0
2 	  1	  4	  10	  1725	  0
1 	  2	  4	  10	  1555	  0
10 	  9	  4	  10	  1637	  0
9 	  10	  4	  10	  1510	  0
15 	  14	  4	  10	  1435	  0
14 	  15	  4	  10	  2073	  0
14 	  13	  4	  10	  1954	  0
13 	  14	  4	  10	  1937	  0
13 	  14	  1	  2	  194	  1
7 	  8	  2	  10	  39	  1
6 	  7	  0	  7	  24	  1
13 	  14	  4	  7	  19	  1
6 	  7	  2	  10	  9	  1
15 	  14	  4	  7	  5	  1
14 	  15	  0	  7	  5	  1
11 	  12	  1	  10	  13	  1
7 	  6	  4	  4	  9	  1
1 	  2	  1	  2	  177	  1
5 	  6	  1	  2	  151	  1
9 	  10	  1	  2	  160	  1
8 	  7	  4	  7	  9	  1
7 	  6	  4	  7	  8	  1
11 	  12	  0	  7	  11	  1
7 	  8	  1	  10	  15	  1
11 	  10	  4	  4	  1	  1
9 	  10	  2	  4	  14	  1
3 	  4	  2	  10	  18	  1
2 	  3	  0	  7	  4	  1
1 	  2	  4	  7	  18	  1
12 	  11	  4	  7	  13	  1
9 	  10	  4	  7	  4	  1
7 	  6	  4	  2	  4	  1
15 	  14	  4	  2	  15	  1
3 	  2	  4	  2	  23	  1
15 	  16	  0	  7	  23	  1
7 	  8	  0	  7	  14	  1
6 	  7	  4	  7	  25	  1
15 	  16	  2	  10	  2	  1
5 	  6	  0	  7	  14	  1
5 	  6	  4	  7	  1	  1
14 	  15	  2	  10	  18	  1
11 	  12	  2	  10	  19	  1
2 	  3	  4	  7	  14	  1
10 	  11	  0	  7	  8	  1
3 	  2	  4	  7	  5	  1
12 	  11	  4	  10	  4	  1
14 	  15	  4	  7	  20	  1
13 	  14	  0	  7	  1	  1
3 	  4	  0	  7	  8	  1
11 	  10	  4	  7	  1	  1
10 	  11	  2	  10	  4	  1
9 	  10	  0	  7	  4	  1
15 	  16	  1	  10	  14	  1
13 	  14	  2	  4	  4	  1
5 	  6	  2	  4	  8	  1
16 	  15	  4	  10	  5	  1
16 	  15	  4	  7	  8	  1

 TotalReset Number= 18217
