Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  3	  4	  10	  1169	  0
3 	  4	  4	  10	  2326	  0
12 	  11	  4	  10	  1107	  0
11 	  12	  4	  10	  1630	  0
3 	  2	  4	  10	  1271	  0
2 	  3	  4	  10	  1736	  0
8 	  7	  4	  10	  1137	  0
7 	  8	  4	  10	  1790	  0
11 	  10	  4	  10	  1211	  0
10 	  11	  4	  10	  1436	  0
7 	  6	  4	  10	  1234	  0
2 	  1	  4	  10	  1543	  0
6 	  7	  4	  10	  1560	  0
1 	  2	  4	  10	  1389	  0
10 	  9	  4	  10	  1577	  0
9 	  10	  4	  10	  1491	  0
6 	  5	  4	  10	  1662	  0
5 	  6	  4	  10	  1477	  0
16 	  15	  4	  10	  1121	  0
15 	  16	  4	  10	  1690	  0
15 	  14	  4	  10	  1290	  0
14 	  15	  4	  10	  1687	  0
14 	  13	  4	  10	  1530	  0
13 	  14	  4	  10	  1403	  0
5 	  6	  3	  5	  18	  1
11 	  12	  2	  10	  11	  1
3 	  4	  1	  10	  22	  1
7 	  6	  4	  5	  7	  1
15 	  16	  1	  9	  26	  1
14 	  15	  1	  8	  14	  1
6 	  7	  1	  7	  13	  1
5 	  6	  1	  8	  12	  1
5 	  6	  1	  7	  3	  1
14 	  15	  1	  9	  9	  1
15 	  16	  7	  10	  10	  1
3 	  4	  7	  10	  64	  1
7 	  8	  0	  7	  2	  1
15 	  16	  0	  7	  6	  1
16 	  15	  4	  10	  4	  1
15 	  14	  4	  10	  5	  1
1 	  2	  7	  10	  4	  1
14 	  15	  7	  10	  8	  1
2 	  3	  7	  10	  5	  1
6 	  7	  1	  8	  4	  1
13 	  14	  1	  8	  9	  1
5 	  6	  4	  8	  4	  1
8 	  7	  4	  8	  4	  1
7 	  8	  1	  8	  5	  1
7 	  8	  1	  9	  8	  1
15 	  16	  1	  8	  10	  1
16 	  15	  4	  7	  1	  1
15 	  14	  4	  8	  4	  1
11 	  12	  0	  7	  4	  1
11 	  12	  1	  8	  14	  1
1 	  2	  4	  8	  5	  1
3 	  4	  1	  8	  6	  1
9 	  10	  4	  8	  13	  1
9 	  10	  1	  8	  9	  1
11 	  12	  1	  10	  4	  1
3 	  4	  1	  9	  23	  1
3 	  4	  2	  10	  25	  1
9 	  10	  1	  7	  4	  1
1 	  2	  1	  8	  6	  1
2 	  3	  1	  8	  19	  1
9 	  10	  3	  5	  34	  1
1 	  2	  3	  5	  8	  1
10 	  11	  1	  8	  4	  1
3 	  2	  4	  8	  4	  1
7 	  8	  1	  10	  47	  1
2 	  3	  1	  9	  4	  1
7 	  6	  4	  7	  5	  1
11 	  10	  4	  5	  2	  1

 TotalReset Number= 21185
