Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  3	  4	  10	  1277	  0
3 	  4	  4	  10	  2464	  0
12 	  11	  4	  10	  1277	  0
11 	  12	  4	  10	  2059	  0
8 	  7	  4	  10	  1373	  0
7 	  8	  4	  10	  2949	  0
3 	  2	  4	  10	  1365	  0
2 	  3	  4	  10	  1865	  0
11 	  10	  4	  10	  1427	  0
16 	  15	  4	  10	  1519	  0
15 	  16	  4	  10	  2816	  0
10 	  11	  4	  10	  1610	  0
2 	  1	  4	  10	  1656	  0
1 	  2	  4	  10	  1673	  0
10 	  9	  4	  10	  1943	  0
9 	  10	  4	  10	  1649	  0
15 	  14	  4	  10	  1746	  0
14 	  15	  4	  10	  2422	  0
14 	  13	  4	  10	  2189	  0
13 	  14	  4	  10	  2345	  0
13 	  14	  0	  2	  158	  1
7 	  6	  4	  10	  1492	  0
6 	  7	  4	  10	  2094	  0
6 	  5	  4	  10	  1884	  0
5 	  6	  4	  10	  1816	  0
5 	  6	  0	  2	  177	  1
7 	  8	  2	  10	  73	  1
6 	  7	  0	  7	  18	  1
14 	  15	  3	  6	  19	  1
15 	  14	  4	  7	  21	  1
5 	  6	  3	  6	  9	  1
16 	  15	  4	  6	  8	  1
16 	  15	  4	  7	  5	  1
5 	  6	  5	  10	  5	  1
15 	  14	  4	  6	  16	  1
13 	  14	  3	  6	  8	  1
6 	  7	  2	  10	  18	  1
13 	  14	  0	  7	  2	  1
13 	  14	  5	  10	  5	  1
1 	  2	  0	  2	  165	  1
9 	  10	  0	  2	  127	  1
7 	  6	  4	  6	  1	  1
6 	  7	  3	  6	  16	  1
7 	  8	  0	  10	  9	  1
11 	  10	  4	  4	  9	  1
9 	  10	  3	  6	  5	  1
7 	  8	  0	  7	  18	  1
14 	  15	  0	  7	  8	  1
14 	  15	  2	  10	  8	  1
8 	  7	  4	  10	  9	  1
15 	  16	  0	  7	  14	  1
15 	  16	  2	  10	  1	  1
3 	  2	  4	  6	  9	  1
4 	  3	  4	  6	  4	  1
4 	  3	  4	  7	  5	  1
4 	  3	  4	  10	  18	  1
5 	  6	  0	  7	  1	  1
16 	  15	  4	  10	  4	  1
11 	  12	  0	  7	  19	  1
1 	  2	  3	  6	  9	  1
3 	  4	  0	  7	  4	  1
10 	  11	  3	  6	  5	  1
10 	  11	  2	  10	  5	  1
3 	  4	  2	  10	  16	  1
2 	  3	  2	  10	  5	  1
10 	  11	  0	  7	  4	  1
15 	  16	  0	  10	  9	  1
15 	  14	  4	  2	  4	  1
11 	  10	  4	  7	  5	  1
9 	  10	  1	  4	  8	  1
7 	  6	  4	  4	  9	  1
1 	  2	  5	  10	  1	  1
3 	  2	  4	  2	  4	  1
7 	  6	  4	  7	  9	  1

 TotalReset Number= 16892
