Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  6364	  0
8 	  9	  4	  10	  8838	  0
8 	  7	  4	  10	  8130	  0
7 	  8	  4	  10	  7346	  0
6 	  5	  4	  10	  5753	  0
5 	  6	  4	  10	  7825	  0
3 	  2	  4	  10	  5485	  0
2 	  3	  4	  10	  7892	  0
5 	  4	  4	  10	  6773	  0
4 	  5	  4	  10	  6143	  0
2 	  1	  4	  10	  7408	  0
1 	  2	  4	  10	  6842	  0
2 	  3	  0	  7	  205	  1
2 	  3	  2	  10	  194	  1
8 	  9	  0	  7	  149	  1
7 	  8	  4	  7	  66	  1
9 	  8	  4	  7	  115	  1
8 	  9	  2	  10	  248	  1
1 	  2	  0	  7	  37	  1
7 	  8	  0	  7	  41	  1
1 	  2	  4	  7	  80	  1
3 	  2	  4	  7	  65	  1

 TotalReset Number= 16798
