Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  6047	  0
8 	  9	  4	  10	  8350	  0
8 	  7	  4	  10	  7875	  0
7 	  8	  4	  10	  7361	  0
6 	  5	  4	  10	  5750	  0
5 	  6	  4	  10	  7565	  0
3 	  2	  4	  10	  5276	  0
2 	  3	  4	  10	  7356	  0
5 	  4	  4	  10	  6840	  0
4 	  5	  4	  10	  6233	  0
2 	  1	  4	  10	  6838	  0
1 	  2	  4	  10	  5957	  0
2 	  3	  2	  10	  200	  1
9 	  8	  4	  6	  55	  1
7 	  8	  2	  6	  72	  1
8 	  9	  2	  10	  153	  1
1 	  2	  2	  6	  51	  1
3 	  2	  4	  6	  20	  1

 TotalReset Number= 5100
