Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  6087	  0
8 	  9	  4	  10	  9540	  0
8 	  7	  4	  10	  8493	  0
7 	  8	  4	  10	  7935	  0
6 	  5	  4	  10	  5745	  0
5 	  6	  4	  10	  7840	  0
3 	  2	  4	  10	  5354	  0
2 	  3	  4	  10	  8339	  0
5 	  4	  4	  10	  6748	  0
4 	  5	  4	  10	  6215	  0
2 	  1	  4	  10	  7373	  0
1 	  2	  4	  10	  6942	  0
2 	  3	  0	  7	  219	  1
8 	  9	  0	  7	  155	  1
8 	  9	  2	  10	  231	  1
2 	  3	  2	  10	  268	  1
7 	  8	  3	  6	  106	  1
1 	  2	  0	  7	  75	  1
7 	  8	  0	  7	  54	  1
1 	  2	  3	  6	  150	  1
9 	  8	  4	  7	  43	  1
9 	  8	  4	  6	  42	  1
3 	  2	  4	  6	  30	  1
3 	  2	  4	  7	  15	  1

 TotalReset Number= 12415
