Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.403s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4
60	15.8	15.6	13	13.6
61	301.28	193.6	236.96	269.12
62	230.88	236.64	236.64	236.8
63	230.24	236	224	235.84
64	227.2	236.8	222.4	234.8
65	236.8	233.6	236	227.2
66	236	231.52	236.48	236
67	236.8	237.2	230.64	236.8
68	235.84	221.6	235.2	233.92
69	236.8	236.64	236.64	225.6
70	236	224	236	227.04
71	221.52	236.8	236.8	236.8
72	232	236	232	236.8
73	236.8	236.8	233.2	221.2
74	222.4	236.8	231.6	234.8
75	235.84	236.24	224.24	226
76	236.8	229.12	235.04	236.64
77	233.6	235.76	230.24	236
78	236.8	227.92	239.52	239.2
79	232.4	235.6	228.32	243.2
80	236.8	236.64	222.4	227.2
81	236.64	230.72	232	236.8
82	236	220	236.8	234.16
83	234.24	236.8	236	231.2
84	203.84	236	236.8	236
85	231.84	236.8	235.84	236.8
86	233.76	217.6	236.8	236
87	225.04	236.8	228	236.8
88	236.64	236.64	224.16	217.6
89	236	236	232.96	234.24
90	234.4	236.8	236.96	226.72
91	235.04	233.44	236.96	232.8
92	246.8	229.28	232.8	236.8
93	224.4	235.2	236	236
94	236.8	236.8	231.2	236.64
95	235.84	235.84	234.8	226.8
96	236.8	232.4	224.8	234.4
97	236.8	229.6	223.2	236
98	231.36	236	232	236.8
99	218.08	236.8	235.84	236.8
100	233.28	236	236.8	231.36
101	228.8	236.64	236.8	233.92
102	233.44	232	236	220.32
103	231.84	222.4	236.8	233.76
104	215.2	235.2	236	236
105	236.4	233.28	234.56	229.44
106	236	236	230.56	236.8
107	236.8	236.56	217.2	236
108	247.44	240	200	237.04
109	251.2	226.88	240.4	236
110	220.8	236.48	220.4	236.8
111	229.2	236	233.04	236
112	229.2	236.8	231.68	236.8
113	236.8	236	233.44	225.6
114	231.84	236.8	236	221.44
115	220.64	235.84	236.8	236
116	236.32	236.8	236.8	237.2
117	224.8	236	236.4	236
118	248	236.8	226.72	234.8
119	225.2	232.4	235.84	234
120	236.64	228.8	228.8	236.64
avg	233.883	233.141	232.155	234.037
delay	956.658	1042.94	981.345	1053.79
loss	0.562929	0.871213	0.780072	0.774045
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc5', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=120', '--ratio=0.375', '--locationFile=locationtxt/locationFile4.txt', '--routingFile=locationtxt/routingFile4.txt', '--appFile=locationtxt/appFile.txt', '--randomTime=true', '--dataMode=HeMcs3', '--datarate=25e5', '--packetSize=1e2', '--tcp=0', '--RngRun=31'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
