Dst	Src	HeMcs	Txlevel	Num	isObss
3 	  2	  4	  10	  10	  0
2 	  3	  4	  10	  10970	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  8893	  0
6 	  5	  4	  10	  9	  0
5 	  6	  4	  10	  8997	  0
5 	  4	  4	  10	  10	  0
4 	  5	  4	  10	  7058	  0
9 	  8	  4	  10	  9	  0
8 	  9	  4	  10	  11227	  0
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  9427	  0
2 	  3	  0	  7	  233	  1
8 	  9	  2	  10	  141	  1
7 	  8	  0	  7	  82	  1
8 	  9	  0	  7	  254	  1
1 	  2	  3	  6	  96	  1
2 	  3	  2	  10	  365	  1
1 	  2	  0	  7	  80	  1
7 	  8	  3	  6	  119	  1

 TotalReset Number= 13477
