Dst	Src	HeMcs	Txlevel	Num	isObss
9 	  8	  4	  10	  10	  0
8 	  9	  4	  10	  11764	  0
8 	  7	  4	  10	  9	  0
7 	  8	  4	  10	  9873	  0
6 	  5	  4	  10	  9	  0
5 	  6	  4	  10	  10416	  0
5 	  4	  4	  10	  10	  0
4 	  5	  4	  10	  8132	  0
3 	  2	  4	  10	  10	  0
2 	  3	  4	  10	  11448	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  9279	  0
2 	  3	  2	  10	  393	  1
7 	  8	  3	  6	  236	  1
7 	  8	  0	  7	  87	  1
1 	  2	  0	  7	  122	  1
8 	  9	  0	  7	  282	  1
8 	  9	  2	  10	  425	  1
1 	  2	  3	  6	  223	  1
2 	  3	  0	  7	  262	  1

 TotalReset Number= 13956
