Dst	Src	HeMcs	Txlevel	Num	isObss
16 	  15	  4	  10	  9	  0
15 	  16	  4	  10	  2857	  0
12 	  11	  4	  10	  9	  0
15 	  14	  4	  10	  9	  0
11 	  12	  4	  10	  2356	  0
14 	  15	  4	  10	  1898	  0
11 	  10	  4	  10	  10	  0
10 	  11	  4	  10	  1514	  0
14 	  13	  4	  10	  9	  0
13 	  14	  4	  10	  1551	  0
10 	  9	  4	  10	  9	  0
9 	  10	  4	  10	  1518	  0
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  2717	  0
7 	  6	  4	  10	  10	  0
6 	  7	  4	  10	  1885	  0
6 	  5	  4	  10	  9	  0
5 	  6	  4	  10	  1952	  0
4 	  3	  4	  10	  9	  0
3 	  4	  4	  10	  3327	  0
3 	  2	  4	  10	  10	  0
2 	  3	  4	  10	  2293	  0
2 	  1	  4	  10	  10	  0
1 	  2	  4	  10	  2159	  0
13 	  14	  0	  2	  96	  1
1 	  2	  0	  2	  144	  1
15 	  16	  0	  7	  25	  1
5 	  6	  0	  2	  176	  1
11 	  12	  2	  10	  31	  1
9 	  10	  0	  2	  83	  1
15 	  16	  2	  10	  14	  1
6 	  7	  3	  6	  28	  1
7 	  8	  0	  7	  12	  1
15 	  16	  1	  10	  11	  1
9 	  10	  1	  4	  4	  1
3 	  4	  1	  10	  33	  1
14 	  15	  3	  6	  8	  1
7 	  8	  2	  10	  15	  1
6 	  7	  0	  7	  1	  1
5 	  6	  3	  6	  6	  1
14 	  15	  2	  10	  5	  1
5 	  6	  1	  4	  13	  1
13 	  14	  0	  7	  4	  1
7 	  8	  1	  10	  20	  1
11 	  12	  1	  10	  37	  1
3 	  4	  0	  7	  28	  1
2 	  3	  0	  7	  8	  1
9 	  10	  0	  7	  1	  1
10 	  11	  2	  10	  8	  1
1 	  2	  3	  6	  8	  1
1 	  2	  0	  7	  4	  1
10 	  11	  0	  7	  18	  1
11 	  12	  0	  7	  6	  1
13 	  14	  1	  4	  4	  1
2 	  3	  3	  6	  4	  1
2 	  3	  2	  10	  4	  1

 TotalReset Number= 15229
