Dst	Src	HeMcs	Txlevel	Num	isObss
6 	  5	  4	  10	  9	  0
5 	  6	  4	  10	  9772	  0
5 	  4	  4	  10	  9	  0
4 	  5	  4	  10	  7708	  0
3 	  2	  4	  10	  9	  0
2 	  3	  4	  10	  9348	  0
2 	  1	  4	  10	  9	  0
1 	  2	  4	  10	  7382	  0
9 	  8	  4	  10	  9	  0
8 	  9	  4	  10	  9882	  0
2 	  3	  0	  7	  174	  1
8 	  7	  4	  10	  10	  0
7 	  8	  4	  10	  7866	  0
8 	  9	  2	  10	  161	  1
1 	  2	  0	  7	  62	  1
8 	  9	  0	  7	  208	  1
1 	  2	  3	  6	  80	  1
7 	  8	  0	  7	  29	  1
2 	  3	  2	  10	  140	  1
7 	  8	  3	  6	  127	  1
1 	  2	  5	  10	  5	  1

 TotalReset Number= 11691
